Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
5876,0.1470,1.3180,0.1614,30.9916,-6.9000,0.5898,-0.6504,1.2458,-0.6504,2.7158,-0.1615,-0.3722,-0.8280,0.1147,-0.3039,0.0151
5877,0.8894,0.4748,0.0273,31.8251,-6.1015,0.5943,0.8335,0.7986,0.8335,1.4561,-0.1423,0.1828,-0.1113,-0.0653,-0.1994,-0.1201
5878,1.1191,1.4035,0.0996,31.5612,-4.0619,0.8040,-0.2640,2.0395,-0.2640,2.1093,-1.5974,-0.5068,0.0814,-0.0225,-0.0429,-0.1018
5879,0.5159,0.1134,0.0166,32.1991,-3.5490,0.9489,0.6380,0.5129,0.6380,1.8058,-2.0319,0.3491,0.7296,0.0299,-0.7375,-0.0706
5880,1.6394,1.7732,0.1598,31.4624,-1.2269,1.0926,-0.7367,2.3222,-0.7367,4.6157,1.7720,-0.3208,0.3315,-0.2739,0.0581,-0.1555
5881,1.3358,1.8487,0.0151,30.5774,1.1383,1.3124,-0.8850,2.3651,-0.8850,3.7522,-4.0230,-0.0837,0.2748,0.0691,-0.1973,0.1846
5882,1.6673,0.4524,0.0198,30.2784,2.7950,1.4373,-0.2991,1.6568,-0.2991,3.9478,-3.5832,-0.3547,0.0413,-0.1130,0.3757,-0.0339
5883,1.7174,1.3467,0.0576,29.1454,5.1522,1.3627,-1.1330,2.3572,-1.1330,4.4054,-3.0352,0.4463,-0.7355,-0.0063,-0.1426,-0.0424
5884,1.2390,0.5986,0.1960,28.9145,6.8004,1.5428,-0.2309,1.6482,-0.2309,3.3530,-0.1466,0.0938,0.0560,-0.0269,-0.4381,-0.2316
5885,1.3065,0.9346,0.0934,28.2560,7.8762,1.5557,-0.6584,1.0758,-0.6584,4.6516,-0.4397,0.2843,-0.2869,0.0111,-0.1488,-0.0752
5886,0.6298,0.2976,0.0951,28.1211,9.1380,1.5978,-0.1349,1.2618,-0.1349,3.6523,-0.9645,-0.3146,-0.1588,0.0081,-0.0237,0.1603
5887,0.4761,0.7639,0.0964,27.8823,9.3267,1.7383,-0.2388,0.1887,-0.2388,4.2136,-1.2735,-0.1919,-0.5600,0.0947,0.2424,0.1325
5888,0.0942,0.3906,0.0185,27.5439,9.1205,1.5817,-0.3385,-0.2062,-0.3385,4.7070,-0.8490,-0.0485,0.6477,0.0912,-0.3062,0.0807
5889,1.3684,1.5523,0.1518,26.1790,10.0968,1.7832,-1.3649,0.9763,-1.3649,3.1095,-1.8338,-0.1597,0.0514,-0.0754,-0.0289,0.0544
5890,1.3881,0.5583,0.1840,25.4308,10.9702,2.0677,-0.7482,0.8734,-0.7482,3.7073,-2.4066,0.1617,0.1579,0.1621,-0.5215,-0.1354
5891,1.4096,1.7109,0.1843,23.3125,11.4738,2.2350,-2.1183,0.5036,-2.1183,5.1840,-2.2503,0.4154,-0.4204,0.0419,0.2431,-0.0210
5892,0.8540,1.2754,0.0174,21.8471,11.4363,2.1645,-1.4654,-0.0375,-1.4654,4.3629,-4.4475,0.2340,0.5799,-0.0099,-0.0416,-0.0507
5893,1.1135,1.4157,0.0030,19.8537,11.4849,2.0516,-1.9934,0.0486,-1.9934,3.9827,-4.2501,0.5456,0.0823,-0.0406,-0.6370,0.2420
5894,0.4273,0.0570,0.0117,19.7868,11.2676,2.2857,-0.0670,-0.2173,-0.0670,3.9671,-4.5397,-0.2408,0.8960,-0.0666,-0.1615,0.0566
5895,1.2318,0.6174,0.0195,18.3825,11.6774,2.3848,-1.4043,0.4099,-1.4043,3.3593,-4.1412,-0.5006,0.0282,-0.0467,0.3431,-0.1064
5896,1.9398,0.7248,0.0765,16.8916,12.9867,2.4856,-1.4909,1.3093,-1.4909,5.0219,-3.9722,0.1411,0.3360,-0.0712,0.0712,-0.0765
5897,1.2520,1.9121,0.0133,14.3467,11.9877,2.6343,-2.5449,-0.9991,-2.5449,4.2811,-3.2315,-0.3584,-0.2473,-0.1866,-0.0749,0.0236
5898,1.9177,1.6659,0.0650,12.2031,11.1063,2.9956,-2.1436,-0.8814,-2.1436,3.5458,-0.4725,-0.1395,-0.1494,-0.0097,-0.0597,-0.1094
5899,0.1374,0.9185,0.0862,12.0749,9.9960,3.0918,-0.1281,-1.1104,-0.1281,3.4904,-0.7234,0.4832,0.0102,0.0768,-0.5978,0.1614
5900,0.3680,1.4162,0.1576,11.3236,8.8457,-2.9773,-0.7513,-1.1503,-0.7513,4.2417,4.9411,0.2589,-0.1850,-0.0322,0.0685,0.0560
5901,0.2816,0.8428,0.0349,10.7885,8.2539,-2.8056,-0.5351,-0.5918,-0.5351,5.0325,4.6552,0.1859,0.2471,-0.0384,-0.1810,-0.0559
5902,0.6880,1.7542,0.1409,10.2981,5.6846,-2.5652,-0.4904,-2.5693,-0.4904,4.4311,2.0700,0.2149,-0.3413,0.1363,0.2846,-0.1095
5903,0.4457,0.7805,0.1333,10.1525,4.9100,-2.2143,-0.1456,-0.7746,-0.1456,4.9688,2.1936,0.2053,0.0711,0.1049,0.6092,-0.0605
5904,0.8270,1.0065,0.1842,10.3438,3.9440,-1.9794,0.1913,-0.9659,0.1913,4.0304,2.0297,-0.3125,0.0484,-0.0983,0.5649,-0.0584
5905,1.1231,1.9727,0.0457,11.9379,1.9708,-1.9435,1.5942,-1.9733,1.5942,3.5127,2.7678,0.4528,0.1877,0.1207,-0.5080,-0.0771
5906,0.8612,0.2613,0.1561,12.1938,0.6489,-1.8276,0.2559,-1.3219,0.2559,4.3755,2.8823,-0.0854,-0.2817,-0.0628,0.3826,0.0073
5907,1.2259,1.2326,0.1456,13.0813,-0.4289,-1.6948,0.8875,-1.0777,0.8875,4.7379,3.0943,-0.3540,0.1355,0.0765,0.1893,-0.1155
5908,0.9108,1.7661,0.0068,14.5656,-1.6443,-1.7480,1.4843,-1.2154,1.4843,4.4926,0.4819,-0.4760,0.0450,-0.0855,0.0202,-0.0461
5909,0.4940,1.4089,0.1499,15.3814,-2.5649,-1.5434,0.8158,-0.9206,0.8158,3.4029,0.1817,0.2169,0.0284,0.0464,0.3158,0.0718
5910,0.7485,0.6117,0.0630,15.5895,-3.2932,-1.3069,0.2081,-0.7283,0.2081,2.9148,-0.1784,0.3002,0.3421,0.1213,0.2784,0.1597
5911,1.6362,0.0561,0.1076,15.9093,-4.5529,-1.2663,0.3198,-1.2597,0.3198,1.3939,-0.4561,-0.0639,0.1480,0.0636,-0.3632,0.1536
5912,0.9001,0.8140,0.0008,17.0768,-5.0440,-1.3476,1.1675,-0.4911,1.1675,1.1764,-0.9774,-0.1405,-0.1841,0.0464,-0.2079,0.0473
5913,1.5260,1.3550,0.0968,18.9040,-6.4532,-1.5008,1.8271,-1.4092,1.8271,3.5135,1.2110,0.2559,-0.1436,-0.0895,0.0677,0.0316
5914,0.9887,0.9336,0.1341,20.0020,-7.5983,-1.5582,1.0980,-1.1451,1.0980,2.4841,1.5056,-0.1806,0.0191,0.0013,-0.1185,-0.0845
5915,0.2047,1.2628,0.1539,21.6577,-7.9571,-1.5302,1.6558,-0.3587,1.6558,0.7957,1.6742,-0.2674,-0.4290,0.0713,0.0140,-0.1257
5916,0.9067,0.3881,0.1985,21.4365,-8.2667,-1.3441,-0.2212,-0.3096,-0.2212,1.4038,1.4967,-0.1622,0.0866,0.0259,0.1525,0.0269
5917,0.3631,1.5227,0.0704,22.1261,-8.8083,-1.3371,0.6896,-0.5416,0.6896,0.3709,2.3300,-0.0636,-0.0714,0.0106,-0.5155,-0.0360
5918,1.1589,1.2981,0.0127,24.0734,-9.5703,-1.2681,1.9473,-0.7620,1.9473,2.6308,3.5851,0.1552,0.6850,-0.0070,0.3316,0.0926
5919,0.0070,1.7454,0.1925,26.1542,-9.0208,-1.0515,2.0807,0.5496,2.0807,3.9600,3.7889,0.0525,-0.7101,-0.0734,-0.0200,-0.0535
5920,1.5710,1.1863,0.0376,28.0131,-9.5760,-0.9591,1.8590,-0.5552,1.8590,3.4794,2.5037,0.3684,-0.3448,0.0640,-0.0698,-0.0592
5921,1.1531,0.9890,0.0300,28.7785,-10.0782,-1.0743,0.7654,-0.5022,0.7654,4.1015,2.7411,0.2049,0.3148,0.0243,0.1333,-0.0028
5922,0.3637,1.6028,0.0026,30.0094,-9.2499,-1.0559,1.2309,0.8283,1.2309,4.6757,1.9598,-0.2822,0.5582,-0.0221,0.1439,-0.0688
5923,0.4364,0.8015,0.0354,30.9307,-8.8751,-1.0891,0.9213,0.3748,0.9213,3.5815,2.1574,0.0540,-0.4856,0.0290,-0.2507,0.0169
5924,0.2571,0.0304,0.1770,30.7322,-8.9302,-0.8605,-0.1985,-0.0551,-0.1985,4.2871,1.8261,-0.1245,0.6097,0.1642,0.0602,-0.0393
5925,1.4902,0.9270,0.0836,32.4292,-9.1163,-0.5407,1.6970,-0.1861,1.6970,3.4086,1.8865,0.2700,-0.2122,-0.1305,-0.4204,0.0004
5926,0.6478,0.0457,0.0807,32.9176,-8.9409,-0.4393,0.4884,0.1754,0.4884,3.7086,2.2024,0.4883,0.0738,0.1090,-0.2749,-0.1787
5927,1.6522,1.1289,0.0117,34.6492,-8.7773,-0.4295,1.7316,0.1636,1.7316,3.8665,2.5100,-0.0819,0.0625,0.0107,0.2756,-0.0346
5928,1.3195,1.8153,0.0974,36.7073,-7.3203,-0.3853,2.0582,1.4569,2.0582,4.0054,2.9652,-0.1371,-0.4220,-0.0058,0.3549,-0.0302
5929,1.6689,1.9720,0.1566,38.2012,-6.2708,0.0056,1.4939,1.0495,1.4939,3.7836,0.9581,0.3687,0.1151,0.0068,0.3257,-0.1206
5930,0.7293,1.5465,0.0193,38.8278,-4.8535,0.1034,0.6266,1.4173,0.6266,1.9525,0.4705,-0.7681,0.0474,-0.2035,-0.3194,-0.0319
5931,1.7039,0.9137,0.1392,40.3393,-3.6121,0.2806,1.5115,1.2415,1.5115,4.7525,0.2020,-0.3171,0.3231,0.2124,0.1111,0.0945
5932,1.1646,0.0504,0.0285,41.6292,-3.0819,0.3289,1.2899,0.5301,1.2899,2.8859,0.2095,-0.2243,-0.2383,-0.0330,-0.2953,0.0174
5933,0.5957,1.6451,0.1548,41.6611,-1.1268,0.4413,0.0319,1.9552,0.0319,2.6022,-0.6027,0.3621,-0.1040,0.0964,0.0721,0.0471
5934,1.5257,1.7514,0.0341,42.4455,1.4323,0.5926,0.7844,2.5591,0.7844,3.4274,-1.8131,-0.2630,0.1191,-0.1146,-0.1300,0.0094
5935,0.1998,1.5052,0.0528,41.8853,3.0009,0.7039,-0.5602,1.5686,-0.5602,2.3430,-1.0423,1.2648,0.2213,0.1431,-0.1562,-0.0065
5936,1.8889,0.5662,0.1208,43.1409,4.6643,0.9262,1.2557,1.6634,1.2557,2.8468,-1.9967,0.1399,0.0729,-0.0387,0.3415,0.0372
5937,1.5395,0.5500,0.1030,43.0601,6.0772,1.1098,-0.0809,1.4128,-0.0809,4.0883,-2.3666,0.2002,-0.1048,-0.0617,-0.5386,0.0798
5938,0.8953,1.3161,0.0968,42.1190,7.5364,1.1726,-0.9411,1.4593,-0.9411,4.4189,-0.3294,-0.3875,0.4719,-0.1695,0.2088,-0.2351
5939,1.1043,1.2128,0.0041,41.3185,9.4186,1.1067,-0.8004,1.8821,-0.8004,4.0038,-0.6179,-0.2841,-0.2306,0.1306,0.0803,0.0621
5940,0.9378,1.8433,0.1434,39.5412,11.6799,1.1026,-1.7773,2.2613,-1.7773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5941,0.4251,0.5047,0.0814,38.8804,12.6298,1.1671,-0.6608,0.9499,-0.6608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5942,1.9712,1.7610,0.1768,38.0467,15.6297,1.3551,-0.8336,2.9999,-0.8336,3.5424,0.9527,0.1425,-0.0890,0.0111,0.1444,0.0400
5943,0.7589,1.6209,0.1837,36.5410,16.4567,1.7681,-1.5057,0.8271,-1.5057,1.9123,0.3170,-0.0002,-0.1024,0.1212,0.8513,0.0834
5944,1.5136,1.2595,0.0910,35.1060,17.5777,1.8620,-1.4350,1.1210,-1.4350,0.5980,-1.3534,0.2079,-0.0894,-0.0373,0.2504,-0.0427
5945,1.9359,0.0609,0.0113,34.5092,19.7298,1.7778,-0.5968,2.1521,-0.5968,3.4672,-0.6071,0.1906,-0.4124,0.0291,0.3957,0.0029
5946,1.4855,1.0595,0.0592,32.8146,21.0812,1.9003,-1.6946,1.3514,-1.6946,4.5122,-1.2980,-0.4337,0.3898,-0.0279,0.3112,-0.0714
5947,0.2215,1.8606,0.1076,30.9795,20.5027,1.9913,-1.8351,-0.5785,-1.8351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5948,0.6380,0.3150,0.1546,30.2412,21.0414,2.2218,-0.7383,0.5388,-0.7383,5.0044,-5.1160,0.1224,-0.0206,0.0744,-0.0961,0.0585
5949,0.4407,1.7186,0.1226,28.0589,20.0667,2.4290,-2.1823,-0.9747,-2.1823,2.0678,-5.1412,-0.3049,0.1189,0.0635,0.1320,0.0618
5950,1.7315,1.5287,0.1228,25.4740,19.8574,2.4318,-2.5849,-0.2094,-2.5849,0.7480,-3.5423,-0.1216,0.3901,-0.1309,-0.0659,-0.0945
5951,1.3264,0.4950,0.0183,24.7546,20.1585,2.5056,-0.7194,0.3012,-0.7194,1.7471,-3.1819,0.6070,-0.8992,0.0916,0.1223,-0.1720
5952,0.7973,1.9543,0.1478,23.2019,18.9676,2.6735,-1.5528,-1.1909,-1.5528,2.8179,-2.6529,-0.2834,-0.1774,-0.0129,0.1841,0.2597
5953,1.7885,1.3393,0.0908,21.2575,18.2995,2.5177,-1.9443,-0.6681,-1.9443,4.6526,-2.4272,0.5117,-0.0305,-0.1415,0.0194,0.1467
5954,0.0380,1.8424,0.0758,19.5049,16.7802,2.6040,-1.7526,-1.5194,-1.7526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5955,0.4955,0.1146,0.1257,19.0030,16.6031,2.7351,-0.5019,-0.1771,-0.5019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5956,1.8952,1.8312,0.0192,16.4506,16.0983,2.7587,-2.5523,-0.5048,-2.5523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5957,0.2611,0.1353,0.0834,16.0806,15.7968,3.0303,-0.3700,-0.3015,-0.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5958,1.9292,1.4554,0.0715,14.3169,14.8878,3.0054,-1.7637,-0.9090,-1.7637,4.4735,0.0851,-0.2081,0.0623,-0.1169,-0.0624,-0.1111
5959,0.6879,0.9944,0.0036,13.8812,14.0304,2.9210,-0.4357,-0.8574,-0.4357,4.6822,0.0380,-0.0187,-0.1221,0.1281,0.3449,-0.0969
5960,1.8089,0.0868,0.1295,12.4979,14.3644,3.0643,-1.3833,0.3340,-1.3833,2.7499,-0.4789,0.0736,0.1077,0.2563,0.1832,-0.1066
5961,0.6724,1.9729,0.1960,11.7724,12.1948,-2.9230,-0.7255,-2.1695,-0.7255,4.6895,4.9152,0.0203,0.8581,0.1248,0.1178,0.1298
5962,0.3544,0.2672,0.0912,11.6719,11.8789,-2.7877,-0.1005,-0.3159,-0.1005,4.0360,4.8960,-0.2833,-0.0330,0.1359,0.3472,-0.1129
5963,0.0611,0.4655,0.0993,11.1837,11.4154,-2.4872,-0.4882,-0.4636,-0.4882,4.9854,4.4367,-0.0988,-0.1661,-0.0667,0.2832,0.1364
5964,0.6742,1.3702,0.1449,11.1883,10.2500,-2.2928,0.0046,-1.1654,0.0046,3.3980,4.4286,0.0219,0.1989,-0.0126,-0.1551,-0.0164
5965,1.6268,1.1028,0.1338,10.4683,8.6362,-2.0528,-0.7200,-1.6138,-0.7200,4.2591,4.0477,-0.3376,-0.1493,0.1585,0.0112,-0.1759
5966,0.5954,0.9276,0.0401,10.6705,7.9296,-1.7786,0.2022,-0.7066,0.2022,4.0156,-1.2319,-0.2654,-0.0924,-0.1206,-0.9725,0.0982
5967,0.5635,1.9519,0.0178,12.7265,7.3778,-1.9463,2.0561,-0.5518,2.0561,3.9167,0.9264,-0.2870,-0.1169,-0.0847,0.1759,0.0116
5968,0.0964,1.0170,0.1651,13.3154,7.3331,-1.7649,0.5889,-0.0447,0.5889,3.1471,0.3787,-0.4916,0.2944,0.0532,-0.0679,0.0181
5969,0.7666,1.7773,0.1412,15.1979,6.2947,-1.6664,1.8825,-1.0384,1.8825,2.4777,-0.3923,0.4243,-0.6287,0.0199,0.0020,-0.0207
5970,0.9446,1.2092,0.0372,15.9858,5.1173,-1.8415,0.7879,-1.1774,0.7879,2.0191,-0.7385,-0.0894,-0.4165,0.1098,-0.4125,0.0754
5971,1.4582,1.6215,0.1284,16.6466,3.2278,-1.8694,0.6608,-1.8895,0.6608,2.0955,4.7264,-0.1585,-0.0167,0.0420,-0.4618,0.0304
5972,1.9688,1.4404,0.0957,17.1246,0.7445,-1.7375,0.4780,-2.4833,0.4780,4.4807,3.8043,-0.2827,0.3694,0.0636,0.0016,0.0021
5973,0.4287,1.2047,0.0775,18.2071,-0.2598,-1.7136,1.0825,-1.0043,1.0825,3.1392,2.7464,0.1720,-0.3143,-0.0006,-0.5317,0.0194
5974,0.2670,1.4763,0.0451,19.5472,-1.2370,-1.7139,1.3400,-0.9772,1.3400,4.3871,3.3439,0.1896,0.1429,-0.1173,-0.0034,0.0618
5975,1.5671,0.1791,0.0572,19.5468,-2.9336,-1.8314,-0.0003,-1.6966,-0.0003,4.4958,-0.5259,0.3925,0.1822,-0.0827,0.1966,0.0285
5976,0.4607,1.7745,0.0426,21.3593,-3.6247,-1.7090,1.8124,-0.6911,1.8124,4.3420,0.3088,-0.2035,-0.0580,-0.0154,0.5308,0.1652
5977,0.8359,1.4845,0.1682,22.5797,-4.3068,-1.6087,1.2204,-0.6821,1.2204,3.5773,-0.0153,0.1125,-0.3053,-0.0591,-0.2082,-0.0140
5978,1.9648,1.5539,0.1136,23.9118,-6.1130,-1.4363,1.3320,-1.8062,1.3320,2.2577,-0.7524,-0.1037,-0.1896,0.0629,-0.3199,0.0056
5979,1.7105,0.0112,0.1604,23.9266,-8.0361,-1.2138,0.0148,-1.9231,0.0148,1.5633,3.9903,0.2868,0.2343,-0.0365,0.2261,0.0020
5980,1.8958,0.0841,0.1611,24.8385,-9.2778,-1.0668,0.9119,-1.2417,0.9119,2.6354,3.6562,-1.0298,-0.0244,0.0289,-0.3068,0.0309
5981,1.6106,0.5734,0.0718,26.2606,-10.2128,-0.9074,1.4220,-0.9350,1.4220,3.9158,3.3448,0.1993,-0.1768,0.0562,0.4089,-0.1822
5982,1.3138,0.9518,0.1010,28.2080,-10.0859,-0.8692,1.9474,0.1269,1.9474,4.2285,2.4919,-0.2748,0.0158,0.0551,-0.0274,-0.0644
5983,0.4320,1.0718,0.0402,29.3226,-9.7209,-1.0812,1.1146,0.3649,1.1146,3.8137,2.8756,0.0770,0.1034,-0.0422,-0.1035,-0.0725
5984,0.1650,1.8330,0.1029,30.6704,-8.4685,-0.9655,1.3478,1.2525,1.3478,3.1378,1.8393,-0.0886,-0.4144,-0.0160,0.2758,0.0712
5985,1.8483,0.7868,0.0128,32.0123,-9.1594,-1.0360,1.3419,-0.6909,1.3419,4.1161,2.3427,-0.2662,0.2804,-0.0185,-0.2635,-0.0626
5986,0.9306,0.9618,0.0178,33.3700,-9.4620,-0.9854,1.3578,-0.3026,1.3578,4.2448,2.6609,-0.1892,0.4050,-0.0855,0.2039,0.1431
5987,0.2922,0.4503,0.1954,33.7909,-9.4709,-0.7787,0.4208,-0.0089,0.4208,3.7282,2.4633,-0.0553,-0.5275,-0.0049,0.0465,-0.0119
5988,0.6886,1.4820,0.1183,34.7816,-8.4004,-0.7815,0.9908,1.0705,0.9908,3.1104,3.0299,-0.1515,0.1596,-0.1107,-0.1597,-0.0304
5989,0.1976,1.4888,0.0625,36.1668,-7.9619,-0.5172,1.3852,0.4385,1.3852,3.8298,3.2238,0.1437,0.2255,0.0055,0.7710,-0.1399
5990,0.6079,1.0213,0.0060,36.8606,-7.4621,-0.4385,0.6938,0.4997,0.6938,3.9192,3.1159,-0.0355,0.0237,0.1211,-0.0698,-0.1080
5991,0.1910,0.1071,0.0999,36.9210,-7.2341,-0.3592,0.0604,0.2280,0.0604,3.7257,3.0469,-0.0754,0.1098,-0.1004,0.1297,0.1096
5992,0.0945,0.8547,0.1374,36.9115,-6.8789,-0.2696,-0.0095,0.3552,-0.0095,4.4408,2.9594,0.1330,0.4875,-0.0330,0.1430,-0.0702
5993,1.3382,0.1078,0.0706,38.2341,-7.4487,-0.2114,1.3226,-0.5698,1.3226,4.4591,1.2835,-0.0877,0.0787,0.0494,0.0413,-0.0043
5994,0.8332,1.1436,0.1921,38.8526,-6.3605,0.0586,0.6186,1.0882,0.6186,3.1968,1.0668,0.2915,0.0802,-0.0895,-0.2743,-0.1827
5995,1.9098,0.9675,0.0552,41.0903,-5.2841,-0.0025,2.2376,1.0763,2.2376,5.3469,0.9187,-0.0504,-0.2120,0.0207,-0.0167,-0.0011
5996,0.1484,1.1888,0.1562,41.6165,-4.1155,0.0558,0.5262,1.1686,0.5262,3.8794,0.7941,-0.1341,0.0934,-0.0222,0.0122,-0.0437
5997,1.7049,1.2865,0.1657,43.3242,-2.6228,0.3852,1.7077,1.4927,1.7077,1.0055,0.4940,-0.6863,0.2888,0.0567,0.0246,0.0078
5998,0.1885,0.0775,0.0412,43.5476,-2.5923,0.5024,0.2234,0.0305,0.2234,1.2740,0.7201,-0.7492,0.5982,0.0736,-0.3566,-0.0810
5999,1.1554,0.9615,0.0499,44.5618,-1.0138,0.5422,1.0142,1.5785,1.0142,0.3827,-2.8088,-0.1320,0.0066,0.1537,-0.2574,-0.0727
6000,0.0371,1.4708,0.1943,-0.6288,-0.9352,-2.6664,-0.6288,-0.9352,-0.6288,2.2049,0.8883,-0.0493,0.3634,0.0821,-0.5126,-0.0556
6001,0.3474,0.5247,0.1902,-0.5112,-2.0408,-2.4095,0.1177,-1.1056,0.1177,1.6391,0.4949,0.2201,0.6761,0.1612,0.0856,0.0327
6002,1.1752,0.5565,0.0546,-1.1726,-3.3417,-2.2652,-0.6615,-1.3009,-0.6615,-0.0144,2.9069,-0.0739,0.2774,-0.0679,-0.1040,-0.0064
6003,1.9222,1.0349,0.0215,-1.2056,-5.9292,-2.4190,-0.0329,-2.5875,-0.0329,3.8122,2.0763,-0.1904,0.1477,-0.0007,-0.1144,0.1947
6004,1.2354,1.8182,0.0447,-1.2830,-7.8659,-2.3085,-0.0774,-1.9366,-0.0774,4.5163,2.4547,-0.2370,0.0647,0.0046,0.0362,-0.1260
6005,0.9067,1.6250,0.1097,-1.1752,-9.8003,-2.1470,0.1078,-1.9344,0.1078,5.0399,2.9189,-0.2081,-0.2529,0.0163,0.4146,0.0330
6006,0.6893,1.4674,0.0727,-0.1048,-11.2728,-2.1919,1.0704,-1.4725,1.0704,1.9558,3.8592,0.1474,0.2997,-0.0735,0.3789,0.1583
6007,1.3821,1.6956,0.0250,0.3310,-13.7547,-2.0174,0.4358,-2.4819,0.4358,3.5432,3.6638,-0.6620,0.1602,0.0580,-0.0002,0.1051
6008,0.7832,1.5006,0.0130,1.2624,-15.6625,-2.1368,0.9314,-1.9077,0.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6009,0.0953,1.0621,0.0843,2.1636,-16.2943,-2.0389,0.9012,-0.6318,0.9012,5.1703,0.5145,0.3069,0.1535,0.1268,-0.3053,0.1449
6010,1.0075,0.9356,0.1667,2.2210,-18.3065,-1.8998,0.0574,-2.0122,0.0574,3.5510,-0.4583,-0.7653,-0.0561,-0.1296,0.3200,-0.0296
6011,0.0034,1.3648,0.0867,3.9746,-18.6716,-1.9637,1.7536,-0.3651,1.7536,3.3767,-0.5415,-0.1378,0.0825,-0.0596,-0.2661,-0.0788
6012,0.6640,1.1803,0.1029,4.5619,-19.4049,-1.8600,0.5873,-0.7333,0.5873,3.2764,-0.6406,-0.1036,-0.4574,0.0356,0.0635,0.0918
6013,0.2859,1.4969,0.0411,5.9880,-19.5591,-1.9430,1.4261,-0.1542,1.4261,4.5333,-0.9135,0.4260,0.1927,0.0444,-0.0084,0.1072
6014,0.7990,0.7190,0.0613,6.0005,-20.3308,-1.9323,0.0125,-0.7716,0.0125,4.4238,-1.0305,-0.9016,-0.2273,0.0116,0.2099,0.0859
6015,0.4201,1.1081,0.0538,7.1037,-20.5438,-1.8630,1.1032,-0.2130,1.1032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6016,1.6741,1.7241,0.0163,8.2399,-22.7285,-1.8182,1.1362,-2.1847,1.1362,3.5793,0.4756,-0.1601,0.7225,0.0624,-0.1744,0.0122
6017,1.7815,0.0471,0.0850,7.8192,-24.2251,-1.7647,-0.4207,-1.4966,-0.4207,4.9333,0.8699,0.2183,0.3159,0.0127,-0.1890,-0.1567
6018,1.6643,0.9454,0.1599,8.5682,-26.1786,-1.5155,0.7490,-1.9535,0.7490,2.9114,0.8552,0.0949,-0.2544,0.1488,-0.0347,-0.0494
6019,0.4446,0.3543,0.0261,8.9753,-26.9689,-1.5438,0.4071,-0.7903,0.4071,2.5445,1.1964,-0.2259,0.2578,-0.1135,0.0918,0.1506
6020,0.6622,1.5867,0.1064,10.4543,-27.3135,-1.2992,1.4790,-0.3445,1.4790,0.5559,0.3284,-0.3886,0.0681,0.0986,0.1912,-0.1790
6021,1.7087,0.4438,0.1755,11.2798,-28.8815,-1.1675,0.8255,-1.5680,0.8255,4.3547,1.2275,-0.4250,-0.1520,-0.0137,0.3774,-0.0859
6022,1.4596,1.8519,0.0609,13.8161,-29.6260,-1.0406,2.5363,-0.7445,2.5363,2.1954,1.3946,0.4171,0.2168,-0.0926,-0.1523,0.1223
6023,0.6752,0.4080,0.1079,14.4363,-30.1335,-0.8396,0.6202,-0.5075,0.6202,2.1418,1.3535,-0.1488,-0.4262,0.0874,-0.1593,-0.1197
6024,1.7478,0.8071,0.0778,15.6680,-30.8503,-0.7144,1.2317,-0.7168,1.2317,1.7549,2.2812,0.0544,0.0738,0.0350,-0.3392,0.0486
6025,0.7675,0.5594,0.1569,16.8585,-30.8444,-0.5553,1.1905,0.0059,1.1905,1.8656,2.4083,0.6554,0.0451,0.0076,0.0235,0.0806
6026,1.2999,1.3912,0.0404,19.1419,-30.0777,-0.4125,2.2834,0.7666,2.2834,3.2505,3.3644,0.6098,-0.4386,-0.1096,-0.0110,-0.0666
6027,1.5510,1.6774,0.0960,21.5182,-29.5017,-0.4539,2.3764,0.5760,2.3764,3.5429,-2.1426,0.4241,0.5728,0.0435,0.1867,0.1867
6028,0.4627,1.7513,0.0100,22.6893,-28.3771,-0.4283,1.1710,1.1246,1.1710,3.8727,3.0954,-0.4523,0.4195,0.0208,-0.5343,0.1263
6029,0.6306,0.3995,0.0489,23.6803,-28.5421,-0.1814,0.9910,-0.1650,0.9910,4.5116,1.2121,0.4303,0.1658,-0.1933,0.3314,0.2295
6030,0.9005,1.3941,0.0636,24.1793,-27.6741,-0.0220,0.4990,0.8679,0.4990,3.9760,0.9671,-0.0889,-0.3789,-0.0597,0.1715,0.1403
6031,1.6858,1.1928,0.0681,26.4487,-25.8215,-0.0491,2.2694,1.8526,2.2694,1.6245,1.7783,-0.3404,-0.2567,-0.0445,-0.1506,0.0027
6032,0.9009,0.9499,0.0408,27.5416,-25.5995,0.0076,1.0929,0.2220,1.0929,1.3837,2.3273,-0.2531,0.1581,0.0149,-0.4156,0.0176
