Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
2142,1.7448,1.5978,0.1955,-23.4232,3.2079,-2.0921,-0.0169,-2.4351,-0.0169,5.0610,4.6774,0.7205,-0.2530,0.0012,0.3980,0.1415
2143,1.6106,0.6683,0.0921,-23.7182,1.6749,-1.8850,-0.2950,-1.5330,-0.2950,1.2756,1.3640,-0.0795,0.2392,0.0509,0.2458,-0.0644
2144,1.8091,1.4143,0.0071,-22.8915,-0.3564,-1.7287,0.8267,-2.0313,0.8267,1.4277,2.9090,0.3134,-0.3404,0.0864,0.4546,-0.0008
2145,1.6921,1.3010,0.1453,-21.6801,-2.4063,-1.6106,1.2114,-2.0499,1.2114,3.0202,3.3850,0.1031,0.0363,-0.0422,0.0906,0.0615
2146,0.9735,0.5093,0.1617,-21.4401,-3.6340,-1.3909,0.2400,-1.2277,0.2400,4.6617,3.1688,0.2623,0.1122,0.0876,-0.0955,0.0123
2147,0.7451,1.4927,0.1211,-19.8445,-4.0863,-1.2500,1.5956,-0.4523,1.5956,4.9884,1.5776,0.3125,-0.2806,-0.0578,0.4203,-0.1772
2148,1.9381,0.9882,0.1588,-18.7619,-5.6824,-1.1378,1.0826,-1.5961,1.0826,4.0188,-1.1727,0.3402,0.3015,0.0644,-0.1030,-0.0734
2149,0.0058,1.6517,0.1055,-17.1201,-5.1927,-0.9202,1.6419,0.4897,1.6419,3.3973,2.0951,0.4524,-0.4276,-0.0741,0.2915,-0.1002
2150,1.5047,1.2864,0.0032,-15.6354,-5.4485,-0.6657,1.4846,-0.2558,1.4846,4.1221,2.3671,0.0568,0.3312,-0.0012,-0.2565,0.1931
2151,1.5993,1.4024,0.1006,-14.0936,-5.9917,-0.7047,1.5418,-0.5432,1.5418,4.7396,2.7855,-0.3479,-0.1740,0.3585,0.4590,0.1161
2152,1.8785,0.9619,0.1246,-11.8931,-6.2279,-0.6037,2.2005,-0.2362,2.2005,1.8564,-1.7045,-0.0046,0.0867,-0.0293,0.4856,-0.0939
2153,1.1671,1.2473,0.0742,-9.3797,-6.0613,-0.6119,2.5134,0.1666,2.5134,4.3368,-2.2270,-0.1130,-0.0425,0.1523,-0.5121,0.0103
2154,0.3205,1.2320,0.0349,-8.7533,-4.5072,-0.6367,0.6264,1.5540,0.6264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2155,0.4950,1.6151,0.1122,-7.2555,-3.5918,-0.4496,1.4978,0.9154,1.4978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2156,1.4318,1.0759,0.1216,-5.4170,-3.1852,-0.5049,1.8384,0.4066,1.8384,4.5848,0.4000,-0.0477,-0.4494,-0.0432,-0.1534,-0.0012
2157,0.5063,0.1838,0.0238,-4.6457,-3.8292,-0.4364,0.7714,-0.6440,0.7714,3.4697,0.6751,-0.2959,0.3911,-0.1535,0.1230,-0.1155
2158,0.4838,0.0748,0.1561,-3.9023,-3.7314,-0.4301,0.7434,0.0978,0.7434,2.8683,0.7381,-0.4855,-0.2942,-0.1392,-0.2846,-0.0801
2159,1.8281,1.7199,0.1850,-1.7615,-3.0628,-0.1989,2.1408,0.6686,2.1408,0.2283,0.1897,0.0426,0.1779,0.1343,0.4395,-0.1116
2160,0.3845,0.3204,0.1510,-1.0814,-2.6294,0.0393,0.6802,0.4334,0.6802,0.2141,-1.3106,-0.2625,0.0150,0.0896,0.1160,-0.0790
2161,0.5297,0.0892,0.1744,-0.7938,-2.6880,0.1903,0.2876,-0.0586,0.2876,0.9320,-2.3057,0.2104,-0.2005,0.1290,0.1807,0.0045
2162,1.0596,0.7098,0.0918,-0.0852,-1.9980,0.1443,0.7086,0.6900,0.7086,1.8150,-2.2460,0.0472,-0.0033,-0.0995,0.4450,0.1275
2163,1.8293,0.1686,0.0197,1.3836,-1.7408,0.1556,1.4688,0.2572,1.4688,2.4043,-2.7009,-0.2895,-0.5198,0.0958,-0.1736,-0.0184
2164,0.6405,1.2534,0.0101,1.7466,-0.3105,0.2710,0.3630,1.4303,0.3630,4.0638,1.3693,0.0079,0.0104,0.0450,-0.6144,0.0014
2165,1.5122,0.8544,0.1929,2.5774,1.2103,0.3657,0.8308,1.5208,0.8308,3.1822,1.5717,-0.2647,0.3630,0.0479,0.4359,0.1399
2166,1.8166,0.0435,0.0477,4.0708,2.2413,0.4704,1.4935,1.0310,1.4935,2.9081,2.0623,-0.0279,0.1762,0.1646,0.3553,-0.0078
2167,1.0951,0.0601,0.0933,5.6100,2.4256,0.4908,1.5392,0.1844,1.5392,3.8979,2.2998,0.1477,0.3788,-0.0566,-0.2575,0.0021
2168,0.4683,1.1889,0.0908,5.3343,3.4994,0.5947,-0.2757,1.0738,-0.2757,3.3961,2.6711,0.0597,0.0077,0.0896,0.3556,-0.1302
2169,0.1935,1.9409,0.0336,4.5077,5.1951,0.5279,-0.8266,1.6957,-0.8266,3.2301,-3.3735,-0.2110,-0.0925,0.0631,0.1395,0.2719
2170,0.7158,0.8905,0.0852,4.6103,6.3312,0.7837,0.1026,1.1361,0.1026,3.5698,-3.3255,0.0424,0.0080,-0.0574,0.2283,-0.0825
2171,1.7473,1.9212,0.0586,4.7091,8.3774,0.7506,0.0988,2.0462,0.0988,1.9400,-1.3684,-0.1187,0.2626,-0.0621,-0.2435,-0.0592
2172,1.6653,1.9999,0.0954,4.5988,10.6429,0.8207,-0.1104,2.2655,-0.1104,4.2714,2.2647,-0.2095,-0.6138,0.0798,-0.0387,0.1178
2173,1.8229,0.8050,0.0543,4.7995,12.7004,0.8136,0.2007,2.0575,0.2007,4.6946,-3.5757,-0.0127,-0.2656,-0.0419,0.1409,0.1190
2174,1.3290,1.1891,0.0823,4.1458,14.9484,0.8644,-0.6537,2.2480,-0.6537,4.1611,-3.4570,0.0981,-0.1384,-0.0226,0.5853,0.0016
2175,1.1014,0.1783,0.1728,4.8517,16.0665,1.1066,0.7060,1.1181,0.7060,4.3308,-1.1924,-0.0024,-0.6943,0.1026,-0.1162,-0.0746
2176,0.6910,1.1648,0.0181,4.5572,17.2501,1.0463,-0.2946,1.1836,-0.2946,4.3734,-2.2124,-0.1786,0.0238,-0.0556,0.2458,0.1416
2177,0.4518,1.5162,0.1274,3.4381,18.0859,1.0723,-1.1191,0.8358,-1.1191,1.5884,-1.9852,-0.3010,-0.1505,-0.0333,-0.1207,0.1215
2178,1.1096,0.9470,0.1558,2.4958,20.0424,1.3335,-0.9423,1.9564,-0.9423,3.2739,0.7299,0.4588,0.2263,0.1645,-0.4314,0.0326
2179,1.9976,0.4832,0.0625,2.6076,21.7321,1.3542,0.1119,1.6897,0.1119,3.4020,1.4128,0.1573,0.1337,-0.0667,-0.7611,-0.0081
2180,1.8951,0.4589,0.1669,2.8472,23.8954,1.5500,0.2395,2.1633,0.2395,2.9988,-4.0928,0.2910,-0.5726,-0.0448,-0.3268,-0.0223
2181,1.1822,0.1351,0.0556,2.9343,24.5318,1.5661,0.0871,0.6363,0.0871,2.4978,-4.1368,0.1590,0.2265,-0.0396,0.1259,-0.0484
2182,0.2563,1.5806,0.1821,1.5979,24.9524,1.8278,-1.3364,0.4206,-1.3364,2.4396,-3.9063,-0.2395,0.3339,-0.1104,-0.0746,0.0162
2183,1.4524,1.0050,0.1760,-0.2025,25.9229,2.0403,-1.8003,0.9705,-1.8003,3.4301,-3.2382,-0.0814,-0.6236,-0.1313,0.1413,-0.1363
2184,1.2819,0.8931,0.1524,-2.0239,26.4718,2.1195,-1.8215,0.5489,-1.8215,4.4345,0.2507,0.5037,-0.0617,0.1461,0.0821,0.1069
2185,1.8286,1.2765,0.1007,-3.7967,27.2937,2.3289,-1.7728,0.8219,-1.7728,2.4595,-0.5512,-0.2894,0.3282,-0.1263,-0.1823,0.0635
2186,0.2536,1.3001,0.0436,-4.9806,27.1437,2.4018,-1.1839,-0.1500,-1.1839,4.2972,0.5056,-0.2170,0.0151,0.0379,0.3547,0.0251
2187,0.2135,0.7446,0.1457,-6.1679,26.5460,2.5402,-1.1873,-0.5978,-1.1873,3.8898,-0.0555,-0.4103,0.1962,-0.1554,0.3640,-0.2140
2188,0.9265,0.6942,0.0759,-7.5399,25.8536,2.5836,-1.3720,-0.6924,-1.3720,2.7446,-0.4837,0.3000,-0.4683,-0.0057,0.4954,0.0112
2189,1.2424,0.3799,0.0598,-9.2123,26.5281,2.6397,-1.6723,0.6745,-1.6723,2.3634,-1.2149,-0.0954,-0.2199,-0.0894,-0.8527,-0.1027
2190,1.5078,0.8400,0.1784,-11.2009,26.6738,2.8747,-1.9887,0.1458,-1.9887,2.7336,-2.2335,0.2943,0.0572,0.0072,-0.0896,-0.0278
2191,1.1296,0.3346,0.0554,-12.5345,26.7462,2.8874,-1.3336,0.0723,-1.3336,4.2388,-2.4729,-0.0075,0.3634,0.1629,-0.1170,-0.0331
2192,1.5467,0.7060,0.1895,-14.1263,26.7643,2.9541,-1.5918,0.0181,-1.5918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2193,0.9052,1.6694,0.1498,-15.4294,25.2751,3.1191,-1.3031,-1.4892,-1.3031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2194,0.9993,1.1174,0.0454,-16.0860,24.0787,-2.9743,-0.6566,-1.1964,-0.6566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2195,1.3042,1.1107,0.1580,-17.7503,22.7574,-2.6960,-1.6643,-1.3212,-1.6643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2196,1.8584,1.3419,0.1929,-19.1436,20.6175,-2.6011,-1.3934,-2.1400,-1.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2197,0.7829,1.2437,0.0120,-18.9443,19.2540,-2.4606,0.1993,-1.3635,0.1993,4.4484,1.5216,0.4612,0.3085,0.0296,-0.2221,-0.0873
2198,0.6943,1.9052,0.1610,-18.3458,17.4293,-2.1250,0.5985,-1.8247,0.5985,4.6628,2.1984,0.1554,0.4332,0.0632,-0.0543,-0.0037
2199,1.7454,0.0962,0.1593,-19.2965,15.5524,-1.8436,-0.9506,-1.8769,-0.9506,5.0496,0.6042,0.1441,-0.1461,-0.1613,0.0759,0.0160
2200,0.2266,1.6235,0.1136,-18.1873,14.4507,-1.6528,1.1092,-1.1017,1.1092,3.4353,0.0747,0.0262,0.3587,0.0827,0.1848,0.2042
2201,0.6590,0.7015,0.0359,-17.5185,13.6212,-1.6203,0.6689,-0.8295,0.6689,3.3477,-0.0959,0.2090,0.2324,0.1984,-0.6018,-0.2035
2202,1.2040,1.8906,0.1965,-15.5648,11.8673,-1.4401,1.9537,-1.7539,1.9537,4.2558,2.1778,0.2560,-0.6340,0.0667,0.1156,-0.0197
2203,0.9281,0.2289,0.1685,-15.2385,11.1545,-1.2239,0.3263,-0.7127,0.3263,4.6404,2.1136,0.4541,-0.4493,-0.2336,-0.1473,0.0342
2204,1.9389,1.4734,0.1512,-13.3507,10.6713,-1.1074,1.8878,-0.4833,1.8878,3.4721,-0.0715,0.2083,-0.3001,0.0818,-0.0362,-0.1236
2205,1.7033,0.5249,0.1322,-12.0692,9.4007,-0.8967,1.2815,-1.2706,1.2815,2.0387,-0.5293,0.7277,0.0338,0.0097,0.4850,-0.1227
2206,1.9862,0.9961,0.1628,-10.3354,8.2505,-0.8234,1.7338,-1.1502,1.7338,1.7704,-1.7408,0.3312,-0.3282,0.0216,-0.9545,0.1484
2207,0.6843,0.4598,0.1766,-9.3060,8.4534,-0.6156,1.0294,0.2029,1.0294,2.2182,-2.0712,0.0659,-0.0514,0.0188,0.3723,-0.0446
2208,1.0447,1.7368,0.1654,-7.2537,9.2249,-0.3955,2.0524,0.7715,2.0524,4.2470,-0.6786,0.0551,0.0236,-0.1338,0.7239,-0.0706
2209,1.9853,1.2592,0.0321,-4.8443,9.8433,-0.1295,2.4094,0.6184,2.4094,4.4033,0.4985,0.4532,-0.3077,0.1280,-0.6557,-0.0037
2210,0.0542,0.3529,0.0496,-4.8111,10.3936,-0.0562,0.0332,0.5503,0.0332,5.0947,0.4193,0.0606,0.1150,0.0828,0.0005,-0.0333
2211,1.3861,0.7153,0.0074,-3.2312,11.7237,-0.0263,1.5798,1.3301,1.5798,2.7178,0.0945,-0.4215,-0.2690,-0.1547,-0.3114,-0.0205
2212,1.3762,0.9856,0.1113,-1.4308,12.3286,-0.0006,1.8004,0.6049,1.8004,1.2535,-0.8086,0.2328,-0.0317,-0.1975,0.1431,-0.0619
2213,1.5545,0.5782,0.1286,0.2084,12.8114,0.0389,1.6393,0.4828,1.6393,1.1916,-2.0289,-0.1888,0.2039,-0.0293,0.4361,-0.1137
2214,0.0239,1.3342,0.0117,0.3615,13.4327,0.1481,0.1530,0.6213,0.1530,2.0910,-2.1253,0.0742,0.3123,-0.0002,0.4371,0.1227
2215,1.6491,1.9746,0.0742,1.6969,15.4974,0.2716,1.3354,2.0646,1.3354,4.5698,-2.3433,-0.4372,-0.1294,0.2232,-0.7061,-0.0232
2216,0.3062,1.3380,0.0956,1.7216,16.8635,0.2615,0.0247,1.3662,0.0247,3.8269,-2.0285,-0.1176,-0.0432,-0.1954,-0.0501,0.2072
2217,0.0684,1.5658,0.1030,1.4697,18.5028,0.5486,-0.2519,1.6393,-0.2519,4.3485,1.2736,0.7067,-0.1734,0.1482,0.3910,-0.0433
2218,0.2203,1.1887,0.0797,0.8322,19.5408,0.5453,-0.6375,1.0380,-0.6375,3.2541,1.0302,0.0935,0.2422,-0.0684,-0.0536,0.0768
2219,1.5993,1.8352,0.0400,0.9892,21.3294,0.6808,0.1569,1.7886,0.1569,1.4780,1.2149,-0.0144,0.0633,-0.0632,-0.1063,-0.0540
2220,0.0984,1.4335,0.1402,0.5079,22.3454,0.9300,-0.4812,1.0160,-0.4812,0.7640,0.8542,-0.0861,0.1365,-0.0266,0.1702,-0.2216
2221,0.6264,1.2054,0.0251,-0.2942,23.6507,1.1114,-0.8021,1.3053,-0.8021,1.4919,-1.9367,0.1968,-0.2159,0.0869,0.3230,-0.0673
2222,0.9585,1.2134,0.0598,-1.1075,25.4798,1.0587,-0.8133,1.8291,-0.8133,2.7836,-1.9800,-0.0367,-0.3422,-0.1049,0.4938,0.0075
2223,0.4393,1.1691,0.0546,-2.1674,26.3097,1.2411,-1.0599,0.8299,-1.0599,4.0251,0.9113,0.5323,-0.4888,0.1121,-0.5087,0.0024
2224,1.3310,1.4027,0.0786,-3.6989,28.2458,1.2583,-1.5315,1.9362,-1.5315,1.5530,0.7774,-0.1097,-0.5059,-0.0910,-0.8630,-0.0930
2225,1.3088,1.0614,0.1302,-4.5302,29.6177,1.2622,-0.8313,1.3719,-0.8313,5.4981,-4.2764,-0.2196,-0.2912,-0.0465,0.8068,-0.0250
2226,0.2041,0.3440,0.0781,-5.1535,29.7744,1.3205,-0.6234,0.1567,-0.6234,4.2715,-3.9805,-0.0951,0.2088,-0.1418,-0.1653,-0.0164
2227,0.8650,1.8254,0.1636,-6.3617,31.1211,1.5089,-1.2082,1.3467,-1.2082,4.0177,-3.7423,-0.2968,-0.1024,-0.0514,-0.0913,-0.1012
2228,0.6883,1.0902,0.1847,-7.5856,31.7124,1.4709,-1.2238,0.5913,-1.2238,3.5036,-3.5140,-0.0939,0.2199,0.1066,0.5498,-0.0262
2229,0.4403,0.4364,0.0774,-7.5338,32.0267,1.6432,0.0518,0.3143,0.0518,3.8337,-3.7326,0.1928,0.2264,-0.1240,0.0760,-0.0183
2230,0.9464,1.7745,0.0483,-9.1313,33.2798,1.6475,-1.5976,1.2531,-1.5976,4.7655,-3.1693,0.1008,0.1724,0.0175,-0.6092,0.0117
2231,0.8489,0.0090,0.1992,-9.3168,34.2883,1.8471,-0.1855,1.0085,-0.1855,4.0597,-3.7285,-0.5576,-0.6082,-0.1266,-0.3269,-0.0164
2232,0.1130,1.7149,0.1214,-11.4653,33.9774,1.9623,-2.1485,-0.3109,-2.1485,4.0667,-0.0931,-0.1139,0.1399,0.0451,0.6411,0.0623
2233,1.6019,1.4678,0.1517,-13.4262,34.7370,1.9785,-1.9609,0.7595,-1.9609,3.0142,-0.6630,0.1042,-0.4322,0.0677,0.3344,0.0385
2234,0.4089,1.4358,0.0309,-14.8124,34.7487,1.9978,-1.3862,0.0118,-1.3862,4.0064,-1.0034,0.2942,-0.4708,-0.0170,-0.0254,-0.1184
2235,1.7714,1.5959,0.0601,-16.8594,35.5286,2.0116,-2.0470,0.7799,-2.0470,3.7269,-4.2351,-0.2525,0.3270,0.1459,-0.0576,0.0548
2236,1.1398,0.7293,0.0514,-17.7553,36.0650,2.2441,-0.8960,0.5364,-0.8960,4.1639,-4.4457,-0.0350,-0.0059,0.0767,0.4582,-0.0701
2237,1.0212,1.3649,0.0367,-19.0415,36.2532,2.3098,-1.2862,0.1882,-1.2862,3.4550,-3.9375,-0.2666,-0.0858,0.0629,0.2222,0.0054
2238,1.1012,1.7385,0.1745,-21.3148,36.2452,2.4398,-2.2733,-0.0081,-2.2733,4.0412,-3.7330,-0.4351,0.4849,-0.0433,0.3587,-0.1256
2239,1.4927,1.8609,0.1972,-23.5481,35.9003,2.4932,-2.2333,-0.3449,-2.2333,4.6463,-3.1544,0.2437,-0.2357,0.0443,-0.4224,0.1140
2240,1.9410,1.0665,0.1179,-26.0611,35.9787,2.7813,-2.5130,0.0784,-2.5130,4.4345,-0.0896,0.7450,0.1249,0.0399,-0.1432,-0.0349
2241,1.5299,1.3861,0.0681,-27.8069,35.0945,2.9249,-1.7458,-0.8842,-1.7458,3.9744,-0.5840,-0.2845,-0.2375,0.0382,-0.1015,0.1855
2242,0.4326,0.8529,0.1474,-28.6767,34.5655,3.0255,-0.8698,-0.5290,-0.8698,4.0142,-1.1216,0.5760,0.2551,-0.0583,0.2342,0.0900
2243,1.0340,0.7069,0.0906,-29.7178,33.9862,3.1211,-1.0412,-0.5793,-1.0412,4.0985,-1.4758,-0.2317,-0.5479,-0.2764,0.3338,0.0678
2244,1.4873,1.1289,0.0441,-30.9092,32.7045,3.1107,-1.1914,-1.2816,-1.1914,3.5916,-4.5789,0.1925,-0.1546,0.0814,0.2646,-0.0618
2245,1.4143,0.5475,0.1093,-32.0153,31.8716,-3.0353,-1.1061,-0.8329,-1.1061,3.1956,1.9509,-0.1551,-0.6569,-0.0258,0.3658,-0.1012
2246,1.0592,0.9938,0.0353,-32.6562,30.6216,-3.0632,-0.6408,-1.2500,-0.6408,3.6462,1.6712,0.3363,0.1488,-0.1990,0.1105,-0.1263
2247,0.8357,1.3192,0.1047,-33.1338,29.5543,-3.0389,-0.4777,-1.0673,-0.4777,3.5866,1.8106,0.0520,-0.6077,-0.1010,0.5857,0.0472
2248,0.0575,1.4076,0.0145,-32.9704,28.1030,-2.9436,0.1635,-1.4513,0.1635,1.8528,1.6240,-0.2642,-0.1427,0.1458,0.0892,0.0468
2249,1.6555,1.7770,0.1817,-34.5577,25.7161,-2.8264,-1.5873,-2.3869,-1.5873,2.0516,3.2564,-0.2726,-0.5833,0.0778,-0.7066,0.0745
2250,1.6475,1.3668,0.1908,-36.1474,23.7341,-2.5945,-1.5897,-1.9820,-1.5897,4.9475,1.9794,0.1973,-0.1491,-0.1611,0.5646,0.1061
2251,0.0453,0.5163,0.1268,-36.3793,23.3873,-2.5532,-0.2320,-0.3468,-0.2320,5.1110,1.9194,0.1205,-0.1244,-0.0458,-0.6301,-0.0129
2252,1.5791,1.4469,0.0574,-37.3655,21.2412,-2.3570,-0.9861,-2.1461,-0.9861,2.0634,-0.3649,-0.4371,0.1498,0.1108,-0.4288,-0.0357
2253,1.7802,1.2847,0.1272,-37.7061,19.2847,-1.9844,-0.3406,-1.9565,-0.3406,1.5657,4.5268,0.2210,-0.0761,0.1144,0.1217,-0.0148
2254,1.3417,1.2982,0.0256,-37.2371,18.2300,-1.9005,0.4690,-1.0547,0.4690,2.9819,4.2276,-0.8329,0.5227,0.0411,0.5193,0.0019
2255,0.5855,0.3581,0.0984,-36.6285,17.5821,-1.9499,0.6086,-0.6479,0.6086,3.7885,4.1949,-0.1651,-0.2393,0.0063,-0.4848,0.0864
2256,0.6953,1.0149,0.1527,-36.2311,17.0479,-1.7825,0.3974,-0.5342,0.3974,4.7340,4.2267,0.1193,-0.1249,0.0441,-0.5587,0.2225
2257,1.8790,1.2567,0.0021,-35.3070,14.5498,-1.9264,0.9240,-2.4981,0.9240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2258,0.7192,1.5846,0.0638,-34.3128,13.7722,-1.8936,0.9943,-0.7776,0.9943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2259,1.5110,0.2422,0.1182,-34.4700,12.4406,-1.8458,-0.1572,-1.3317,-0.1572,4.2138,-0.7130,-0.6325,-0.2181,-0.0225,0.6337,-0.0076
2260,0.6704,1.7344,0.1742,-32.7460,11.6112,-1.6775,1.7240,-0.8294,1.7240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2261,0.4561,0.5165,0.0848,-32.3256,11.2492,-1.6020,0.4203,-0.3619,0.4203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2262,1.8033,0.2076,0.1389,-31.9881,9.3733,-1.4114,0.3375,-1.8759,0.3375,4.9080,1.8222,0.0490,-0.0619,-0.0755,0.2954,-0.0323
2263,0.1634,1.6778,0.0213,-30.1857,9.9239,-1.3676,1.8023,0.5505,1.8023,2.7444,1.6787,0.2261,-0.0420,0.0330,0.0376,-0.0820
2264,0.5384,0.1388,0.0098,-29.5897,9.3797,-1.4695,0.5960,-0.5442,0.5960,2.9825,2.0269,0.1347,-0.0087,0.0802,-0.1560,-0.1198
2265,1.7744,1.1795,0.1587,-28.4789,7.8590,-1.4112,1.1108,-1.5206,1.1108,3.5260,2.7372,-0.4792,-0.2794,-0.0356,-0.1261,-0.1114
2266,1.0619,1.9088,0.0206,-26.7188,7.2977,-1.4122,1.7601,-0.5613,1.7601,3.7773,3.2177,-0.3667,0.2517,0.0146,-0.1535,0.1200
2267,0.5628,1.8794,0.1141,-24.9810,7.3711,-1.2408,1.7378,0.0734,1.7378,3.9728,3.4430,0.3732,0.3421,0.0187,-0.0871,0.0242
2268,1.0551,1.8254,0.0050,-22.5312,7.0736,-1.2924,2.4498,-0.2975,2.4498,4.6152,-1.8525,-0.2918,-0.0050,-0.1443,0.2995,0.0023
2269,0.1253,0.6243,0.1990,-22.0379,6.9695,-1.2230,0.4934,-0.1040,0.4934,4.0603,3.6327,-0.1204,0.2769,-0.0509,0.6591,-0.0579
2270,0.9417,0.8627,0.0490,-20.8900,6.3618,-1.0091,1.1479,-0.6077,1.1479,4.0219,-0.9855,0.5623,0.0365,-0.0814,0.0467,0.0270
2271,0.3343,0.3327,0.1452,-21.1188,6.8503,-0.8504,-0.2288,0.4884,-0.2288,4.3816,-0.9824,-0.1428,0.1147,0.1419,0.1076,-0.0557
2272,0.4838,1.7744,0.0600,-20.2116,7.6431,-0.7360,0.9072,0.7929,0.9072,4.0656,1.7107,-0.4494,0.2327,-0.0618,-0.5382,-0.1044
2273,0.7742,1.9508,0.0239,-18.5187,9.0167,-0.7399,1.6929,1.3736,1.6929,2.0390,1.9152,0.7138,-0.1152,0.0122,0.2727,-0.0367
2274,1.8160,0.2986,0.0096,-16.9535,7.7342,-0.8998,1.5651,-1.2825,1.5651,3.7173,0.2192,-0.1568,0.4294,0.0145,0.0399,-0.0531
2275,1.6124,1.6225,0.1686,-14.6811,7.6380,-0.8150,2.2725,-0.0963,2.2725,2.9298,0.5085,-0.0703,-0.1616,0.1302,0.1819,0.1153
2276,0.5912,1.2544,0.1638,-13.1501,8.1661,-0.6834,1.5309,0.5281,1.5309,1.4533,-0.1745,0.3914,-0.2365,-0.0467,-0.6555,0.0898
2277,0.9521,1.6389,0.0458,-11.5324,8.8415,-0.5706,1.6177,0.6754,1.6177,2.1268,-1.1579,0.1786,-0.2165,0.1318,0.4027,0.0212
2278,0.9290,0.6939,0.1042,-10.6191,8.9362,-0.2076,0.9133,0.0947,0.9133,2.4867,-1.7509,-0.3166,-0.1621,0.1027,0.1817,-0.0130
2279,0.2796,1.8112,0.1805,-10.0148,10.3891,-0.1013,0.6043,1.4529,0.6043,4.0875,-1.8305,0.0379,0.1048,0.0924,0.6198,0.0359
2280,0.7031,0.8990,0.1263,-9.6023,11.2900,0.1458,0.4125,0.9010,0.4125,5.3514,-2.2592,-0.5049,0.1836,0.1279,-0.1254,-0.0801
2281,0.8304,1.8304,0.1133,-9.4170,13.1048,0.2409,0.1853,1.8147,0.1853,2.7295,2.5545,-0.3224,0.5225,0.0975,0.4360,-0.0036
2282,0.5915,0.0446,0.1448,-9.1588,13.6288,0.2606,0.2581,0.5240,0.2581,3.7037,2.5019,-0.3966,0.4911,0.0494,-0.0523,-0.1863
2283,1.3957,1.6110,0.1980,-8.8669,14.9576,0.4975,0.2919,1.3288,0.2919,3.2633,-3.3625,-0.3760,0.1547,0.1032,-0.0522,0.0369
2284,1.9604,0.4992,0.0502,-7.4352,16.5313,0.5912,1.4317,1.5737,1.4317,3.2828,-1.3491,-0.5998,-0.0216,-0.0252,-0.2596,-0.0555
2285,0.0530,0.5078,0.0767,-7.7203,16.5312,0.6536,-0.2851,-0.0001,-0.2851,3.6634,-1.5448,0.1651,-0.7347,-0.0539,-0.1524,-0.1557
2286,0.1379,1.1117,0.0135,-8.4367,17.2741,0.8055,-0.7164,0.7428,-0.7164,4.4720,-3.2771,-0.5228,0.4888,0.1080,-0.2034,-0.0888
2287,1.8400,0.2010,0.1677,-7.0786,18.9019,0.9948,1.3581,1.6278,1.3581,4.9143,-2.1226,0.2582,0.4474,-0.1035,-0.1414,-0.1872
2288,1.9066,1.1786,0.1753,-6.9980,20.9096,1.0364,0.0806,2.0077,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2289,1.5175,0.0112,0.0745,-6.4499,22.6164,1.0974,0.5480,1.7068,0.5480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2290,0.7081,0.4554,0.0053,-6.3244,23.3518,0.9393,0.1255,0.7354,0.1255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2291,1.0040,1.4394,0.0006,-7.2334,24.5361,0.8693,-0.9090,1.1843,-0.9090,4.1529,1.1691,-0.0276,0.2799,-0.0392,-0.0891,-0.2378
2292,1.4962,0.3666,0.1755,-6.2159,25.9507,0.9828,1.0175,1.4146,1.0175,3.8472,1.3799,-0.7909,0.6280,0.0998,0.0042,-0.0589
2293,0.9024,0.3811,0.1589,-6.0398,27.2756,0.9702,0.1760,1.3249,0.1760,2.5266,1.8221,-0.1194,-0.2004,-0.1223,0.2714,0.0219
2294,0.4734,1.0586,0.1929,-6.9590,28.6099,1.0876,-0.9191,1.3343,-0.9191,2.1314,-4.1014,-0.4465,-0.0690,-0.0143,0.1954,-0.0024
2295,0.4784,0.4466,0.0261,-7.3771,29.4102,1.1943,-0.4181,0.8003,-0.4181,1.7045,-3.6656,-0.4307,0.4605,0.0898,0.3516,-0.1526
2296,1.6726,0.5543,0.1574,-8.1832,31.8001,1.1900,-0.8061,2.3900,-0.8061,3.3215,-2.9733,0.2108,-0.3542,0.0779,-0.2553,0.0435
2297,0.7095,1.0459,0.1453,-9.2376,32.7949,1.3871,-1.0544,0.9948,-1.0544,4.6261,-2.9092,0.5406,-0.1413,-0.1503,-0.2466,-0.0853
2298,1.6194,0.9897,0.1908,-9.7912,34.9198,1.5922,-0.5536,2.1249,-0.5536,4.3847,0.7415,-0.0657,-0.0465,-0.0276,0.0611,-0.0699
