Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
2184,1.9724,0.5062,0.1832,-7.8725,13.6505,2.8713,-2.0569,0.2415,-2.0569,4.6670,0.0411,-0.4011,-0.4062,-0.0098,0.2353,0.1045
2185,1.1080,0.2736,0.1922,-8.9721,13.6911,2.9827,-1.0996,0.0407,-1.0996,3.5123,-0.0763,-0.1734,-0.0153,0.1635,-0.2111,0.1836
2186,0.4370,0.7264,0.0399,-9.4463,13.0978,3.1073,-0.4743,-0.5933,-0.4743,3.3946,-0.3499,-0.4368,-0.1142,-0.0721,-0.0013,-0.1740
2187,1.3624,0.5718,0.1450,-10.8882,12.5951,-2.9341,-1.4419,-0.5028,-1.4419,2.4816,5.1461,0.0071,0.4241,0.0633,-0.3426,0.0390
2188,0.2204,1.9758,0.0736,-10.6563,10.5603,-2.9286,0.2320,-2.0348,0.2320,3.6652,0.9373,0.3321,0.7241,0.0108,-0.0436,0.1981
2189,1.5357,0.5677,0.1330,-11.9463,9.6552,-2.7935,-1.2900,-0.9051,-1.2900,2.5853,1.1813,0.0698,0.5016,0.1477,-0.0966,-0.0338
2190,1.3438,0.8241,0.0544,-12.9210,8.4751,-2.6467,-0.9747,-1.1801,-0.9747,1.6349,1.6488,-0.7269,-0.3490,0.0853,-0.2777,0.0927
2191,1.4155,1.8950,0.0413,-13.2524,6.2277,-2.6055,-0.3314,-2.2474,-0.3314,1.6693,3.1106,0.8029,-0.1990,-0.0213,0.3383,0.0727
2192,0.1823,1.5930,0.1319,-12.5657,4.8931,-2.4661,0.6866,-1.3346,0.6866,2.3055,3.8004,-0.4241,-0.1265,0.2355,-0.7578,-0.0904
2193,0.0792,0.4473,0.0567,-12.4397,4.4740,-2.4086,0.1260,-0.4192,0.1260,2.6522,3.7008,0.0818,-0.1928,0.1739,-0.4705,0.0264
2194,1.7145,1.3118,0.0914,-12.7549,2.3122,-2.2560,-0.3152,-2.1617,-0.3152,4.8267,3.6335,0.3790,-0.7515,-0.0203,-0.2125,0.0687
2195,0.4061,1.7114,0.1123,-11.7081,1.0086,-2.2309,1.0468,-1.3036,1.0468,4.7341,4.2396,0.2082,0.0957,0.1247,-0.1721,0.0329
2196,0.9237,1.3240,0.1144,-11.2907,-0.4859,-2.1057,0.4173,-1.4946,0.4173,4.4173,-0.7486,0.0340,-0.1767,-0.1884,-0.5111,-0.0703
2197,0.4592,1.3963,0.1204,-10.2660,-1.6198,-1.9432,1.0247,-1.1339,1.0247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2198,1.4297,1.9337,0.0885,-8.9207,-3.7637,-1.8058,1.3454,-2.1438,1.3454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2199,1.4253,1.7595,0.0860,-7.5804,-5.5608,-1.6519,1.3402,-1.7971,1.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2200,0.3220,1.1553,0.0214,-6.3659,-6.0677,-1.5525,1.2146,-0.5070,1.2146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2201,1.8767,1.1705,0.0684,-5.1251,-7.9982,-1.5427,1.2407,-1.9304,1.2407,3.1705,0.6090,0.0900,-0.0745,-0.0982,-0.1037,-0.0988
2202,0.1893,1.1646,0.1826,-3.9308,-8.1312,-1.2880,1.1943,-0.1330,1.1943,4.1060,0.9304,0.1806,-0.4450,-0.0413,0.1459,-0.1733
2203,0.1908,0.4131,0.1235,-3.4988,-8.2617,-1.1182,0.4320,-0.1305,0.4320,3.6645,0.7268,0.3622,-0.0018,-0.0210,0.2207,-0.0584
2204,1.7717,1.5187,0.0492,-1.3081,-9.2116,-1.1496,2.1906,-0.9499,2.1906,4.7795,1.5788,0.2358,-0.0882,-0.0950,-0.1104,0.2106
2205,0.9695,0.7177,0.0467,-0.2471,-9.8797,-1.1475,1.0610,-0.6680,1.0610,4.1977,1.8355,-0.3988,-0.3193,-0.0495,-0.2159,0.0255
2206,1.4091,1.8665,0.1227,2.1520,-10.4519,-1.0881,2.3991,-0.5722,2.3991,4.9917,1.6217,0.5351,0.0486,-0.1393,0.0899,-0.0219
2207,0.9348,1.2493,0.1296,3.6753,-10.6677,-0.8594,1.5232,-0.2158,1.5232,3.9160,1.7733,0.3709,0.0102,0.0022,-0.2499,0.0811
2208,1.1977,1.6406,0.1213,5.7505,-10.5087,-0.6608,2.0753,0.1590,2.0753,2.9714,2.1361,0.2229,-0.2771,-0.3018,0.5726,-0.0375
2209,1.4432,1.8907,0.0174,7.9586,-9.8776,-0.6853,2.2081,0.6311,2.2081,2.7963,2.9604,0.0815,0.0874,-0.0218,0.3836,-0.0511
2210,0.5030,0.7533,0.0041,8.8424,-9.5501,-0.6533,0.8838,0.3274,0.8838,3.1327,3.0837,0.1121,0.3973,0.1364,-0.0363,-0.0497
2211,1.3341,0.1921,0.1503,10.1004,-10.2012,-0.5124,1.2580,-0.6510,1.2580,4.6341,3.1288,-0.3055,-0.0746,-0.0395,-0.2023,-0.0811
2212,1.0327,1.6224,0.0502,11.8556,-9.2913,-0.4201,1.7553,0.9099,1.7553,3.4972,-0.1246,0.1855,-0.0197,0.1314,-0.1072,-0.1346
2213,1.5163,1.1152,0.1253,13.7228,-8.9658,-0.2647,1.8671,0.3254,1.8671,2.1485,-0.6710,0.4933,0.1287,-0.0555,0.0506,-0.1362
2214,1.0114,0.0820,0.0551,14.6374,-9.1391,-0.1292,0.9146,-0.1732,0.9146,1.6742,-1.3553,0.3723,0.4539,-0.1902,0.2304,0.1030
2215,1.0619,1.0860,0.0799,15.7498,-8.1076,-0.0994,1.1125,1.0315,1.1125,2.9542,-1.8048,-0.2145,-0.1667,0.0666,-0.0643,-0.1611
2216,1.6457,0.4604,0.1155,17.5034,-7.8780,0.0736,1.7536,0.2295,1.7536,3.9804,-2.4329,-0.1058,-0.1146,0.0249,-0.1135,-0.0966
2217,0.0897,0.3167,0.0424,17.6420,-7.5272,0.1394,0.1386,0.3509,0.1386,5.0067,-0.1902,0.5884,-0.1959,0.0038,0.2400,-0.0341
2218,0.6826,1.0157,0.0624,18.2616,-6.3977,0.2778,0.6196,1.1294,0.6196,4.5567,-0.6225,-0.1106,-0.1755,0.0676,0.5515,-0.1568
2219,1.6003,0.0994,0.0241,19.7054,-5.9144,0.2607,1.4439,0.4834,1.4439,3.4337,-0.8629,-0.5088,0.1052,0.0654,-0.1645,-0.0097
2220,1.6481,0.8542,0.0788,21.0571,-4.6790,0.3600,1.3517,1.2353,1.3517,3.4627,-1.5230,0.3289,0.3213,0.0916,0.0914,-0.0879
2221,1.8295,0.5532,0.1422,22.5692,-3.5272,0.5620,1.5121,1.1518,1.5121,4.2261,-2.0754,-0.2543,0.0455,0.0840,0.0737,-0.0669
2222,0.3134,1.1187,0.1050,22.2263,-2.4294,0.6956,-0.3428,1.0978,-0.3428,4.6740,-2.2494,0.5386,0.1670,0.0446,0.7143,0.0034
2223,1.4392,0.9849,0.0180,22.6932,-0.8483,0.6233,0.4669,1.5811,0.4669,4.7706,-0.5019,-0.0258,0.3314,-0.0447,0.0664,0.0125
2224,1.7321,1.4803,0.1414,23.2400,1.3563,0.7057,0.5468,2.2046,0.5468,4.6122,-1.0747,-0.3296,0.4674,-0.0094,-0.1676,0.0402
2225,1.3823,1.3370,0.0350,23.5431,3.2817,0.7883,0.3032,1.9254,0.3032,1.9447,0.9639,0.7052,0.1218,-0.1452,0.5132,0.0687
2226,1.7669,0.1510,0.1820,24.6952,4.5352,1.0488,1.1521,1.2535,1.1521,1.5163,1.7503,0.1438,0.6068,0.0916,0.0643,-0.0781
2227,0.6334,1.2302,0.1890,23.9446,5.7566,1.1674,-0.7506,1.2214,-0.7506,0.9221,-3.6072,-0.3268,0.2448,0.0857,-0.2918,-0.0352
2228,1.1387,1.4478,0.1402,23.1247,7.4221,1.2983,-0.8199,1.6655,-0.8199,2.3026,-2.8975,0.1619,-0.3502,-0.1067,0.0742,-0.0869
2229,0.8110,0.1658,0.1421,23.0876,8.1860,1.4112,-0.0371,0.7639,-0.0371,3.0997,-3.0056,-0.5321,-0.0865,0.1122,-0.2463,0.1093
2230,1.3416,0.6204,0.0956,22.7832,9.5871,1.4533,-0.3045,1.4011,-0.3045,4.4310,-2.8448,0.0593,0.1106,-0.0115,-0.4350,0.0627
2231,1.7577,0.2529,0.0491,22.7924,11.4559,1.4098,0.0093,1.8688,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2232,0.9771,1.6329,0.1426,21.4003,12.5806,1.5536,-1.3921,1.1247,-1.3921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2233,1.5057,0.4146,0.1617,20.9652,14.1444,1.6295,-0.4351,1.5639,-0.4351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2234,1.5256,1.2355,0.0738,19.6546,15.5820,1.7363,-1.3106,1.4375,-1.3106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2235,1.9995,0.7676,0.1445,18.6701,17.3759,1.8182,-0.9845,1.7939,-0.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2236,0.3186,0.3143,0.1910,18.2606,17.5426,1.9545,-0.4095,0.1667,-0.4095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2237,1.9049,0.3271,0.1171,17.2547,19.2059,2.0438,-1.0058,1.6633,-1.0058,4.6517,-0.0456,-0.4315,-0.2110,-0.0781,0.1448,-0.0367
2238,1.5899,1.9695,0.0895,14.7672,19.6339,2.1806,-2.4875,0.4280,-2.4875,2.7585,0.8342,0.0679,-0.0890,0.0752,-0.0824,0.0798
2239,1.4014,1.4510,0.0828,12.7720,19.8938,2.2423,-1.9952,0.2599,-1.9952,0.7583,-5.1659,-0.1700,-0.1993,0.0699,-0.4588,-0.0939
2240,0.5591,1.3733,0.1498,11.3217,19.3534,2.3169,-1.4503,-0.5404,-1.4503,0.9337,-1.6876,0.0863,0.4657,-0.0355,0.2086,0.1025
2241,0.9417,1.8888,0.1582,9.3443,18.7994,2.3820,-1.9774,-0.5539,-1.9774,2.8892,-2.0613,0.2166,0.1327,-0.2181,0.4049,-0.0217
2242,1.9495,0.1814,0.0727,7.9002,20.0561,2.4802,-1.4441,1.2566,-1.4441,4.2411,-2.5684,0.0878,0.0311,0.0816,0.5746,-0.0605
2243,1.2426,1.6518,0.1934,5.9701,19.5550,2.6645,-1.9302,-0.5011,-1.9302,3.2444,-4.5251,-0.1184,0.1255,0.0595,-0.1195,-0.0741
2244,1.3796,1.7848,0.0062,3.9314,18.6678,2.7288,-2.0387,-0.8871,-2.0387,2.4120,-3.8058,0.7887,0.1544,-0.0604,0.1872,0.0978
2245,1.5792,0.3808,0.0954,2.3150,19.0216,2.7495,-1.6164,0.3537,-1.6164,4.2781,-0.8014,-0.3536,0.3678,0.0506,-0.0920,-0.1363
2246,0.3484,0.1253,0.0642,1.9616,19.0126,2.7563,-0.3534,-0.0090,-0.3534,4.2056,-0.7381,0.0254,0.3085,0.0104,0.3632,-0.0090
2247,0.5615,1.0694,0.0591,1.1032,18.3001,2.7646,-0.8584,-0.7125,-0.8584,4.9245,-4.4054,-0.2520,0.0655,-0.1237,0.1640,-0.0509
2248,1.4305,1.8415,0.0325,-0.8686,17.1591,2.7306,-1.9718,-1.1410,-1.9718,4.1242,-3.8919,-0.4770,0.2709,0.1443,0.6333,0.0964
2249,1.2827,0.2028,0.0086,-2.1912,17.5108,2.7630,-1.3226,0.3516,-1.3226,4.3705,-5.1688,0.8546,-0.3362,0.0488,-0.3859,0.1101
2250,0.1845,0.8359,0.1284,-2.6477,16.7610,2.8504,-0.4565,-0.7498,-0.4565,4.7688,-3.7346,-0.0514,-0.2462,0.1716,0.7804,0.0405
2251,1.3288,1.8901,0.1981,-4.5770,15.2950,2.9654,-1.9293,-1.4660,-1.9293,1.0736,-5.1813,-0.0787,-0.0934,-0.0510,0.1848,-0.0719
2252,0.1255,0.2909,0.1073,-4.7897,15.0263,3.1317,-0.2127,-0.2687,-0.2127,0.8921,-5.4666,-0.0670,-0.1399,-0.2281,0.0036,-0.1290
2253,1.5529,1.6927,0.0281,-6.3523,13.3588,-3.1206,-1.5626,-1.6675,-1.5626,1.4345,3.9361,0.1516,0.3079,-0.1114,-0.5184,-0.0313
2254,1.6647,0.5972,0.1283,-8.0654,12.8120,-2.9163,-1.7130,-0.5468,-1.7130,4.7782,5.6414,-0.0475,0.5207,0.1267,0.3975,0.0960
2255,0.0649,0.7780,0.1812,-8.0104,11.9773,-2.7164,0.0550,-0.8347,0.0550,3.6119,3.3989,0.3625,-0.0084,-0.0231,0.1376,0.0363
2256,1.9882,1.8662,0.1420,-8.9804,9.4439,-2.6330,-0.9700,-2.5335,-0.9700,3.7323,0.1645,0.3450,0.3774,0.0611,0.2716,-0.1210
2257,0.0557,0.0441,0.1779,-8.9262,9.3891,-2.4570,0.0542,-0.0547,0.0542,3.7929,-0.1092,0.3122,-0.1738,0.0913,-0.0775,0.1556
2258,0.7421,1.4770,0.0531,-8.6387,7.8351,-2.3853,0.2875,-1.5540,0.2875,3.3458,-0.5416,0.2787,0.5556,-0.0348,-0.0555,-0.0781
2259,1.4509,1.8224,0.1715,-8.3797,5.5685,-2.2932,0.2590,-2.2666,0.2590,3.8427,4.9722,-0.4222,-0.0050,0.1726,-0.4551,0.0796
2260,1.6213,0.3120,0.0086,-9.2412,4.0950,-2.2697,-0.8615,-1.4735,-0.8615,3.9964,4.5270,-0.1356,0.4961,-0.1237,-0.1610,-0.0293
2261,0.5673,0.1977,0.0253,-9.4324,3.4976,-2.1685,-0.1913,-0.5974,-0.1913,4.4806,4.3439,-0.1025,0.2232,-0.0306,-0.6207,0.0352
2262,0.9655,0.2675,0.1665,-9.7401,2.5882,-1.9262,-0.3076,-0.9095,-0.3076,5.0379,4.5830,0.1980,0.0520,-0.2225,-0.0396,-0.0450
2263,0.4885,0.2205,0.1084,-9.6929,2.0612,-1.7960,0.0471,-0.5270,0.0471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2264,1.5782,1.7766,0.1613,-8.2379,0.0316,-1.5556,1.4551,-2.0295,1.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2265,0.3397,1.0872,0.0542,-7.1900,-0.3441,-1.5249,1.0478,-0.3758,1.0478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2266,1.7717,1.0407,0.0806,-6.1649,-2.0096,-1.5440,1.0251,-1.6654,1.0251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2267,1.1443,1.8083,0.0108,-4.4228,-3.0561,-1.6316,1.7421,-1.0465,1.7421,3.5118,1.4996,-0.0008,-0.0600,0.1117,0.1838,0.0308
2268,1.7605,1.0906,0.0802,-3.3720,-4.8188,-1.4687,1.0508,-1.7628,1.0508,2.8803,2.0941,0.1438,0.1566,-0.0759,0.2201,0.1481
2269,0.6849,1.7101,0.1710,-1.5865,-5.2367,-1.3825,1.7855,-0.4179,1.7855,4.9714,0.9110,0.1110,-0.1132,0.0169,0.3582,-0.0259
2270,1.9608,1.3150,0.1780,-0.0154,-6.9181,-1.2740,1.5711,-1.6813,1.5711,2.9275,1.2396,0.5337,0.0165,-0.1122,-0.0721,0.0023
2271,1.0489,0.3544,0.1891,0.6143,-7.8650,-1.0798,0.6297,-0.9469,0.6297,2.3594,1.4356,-0.4377,-0.0133,-0.0411,0.0551,-0.0455
2272,1.9931,0.1870,0.1796,1.7645,-9.4311,-0.9819,1.1502,-1.5662,1.1502,4.8453,1.2589,0.0827,-0.3125,0.1365,0.0764,0.0892
2273,0.2765,0.9498,0.1567,2.7438,-9.0156,-0.8555,0.9793,0.4156,0.9793,3.6602,1.2328,0.4312,0.2551,-0.0102,0.3956,-0.0290
2274,1.8142,0.2984,0.1222,4.1508,-10.1726,-0.6771,1.4070,-1.1571,1.4070,3.1892,1.5346,-0.2135,-0.0885,0.0983,-0.2887,-0.0251
2275,0.0782,1.0615,0.0989,4.7780,-9.3596,-0.6465,0.6271,0.8131,0.6271,2.2300,1.5500,-0.3756,-0.3375,-0.0171,0.6552,-0.0395
2276,0.0061,1.7605,0.1589,5.9534,-7.9195,-0.5058,1.1754,1.4400,1.1754,0.2911,1.2525,-0.1180,0.1645,0.1022,0.1467,0.0178
2277,0.2414,0.3314,0.0410,6.2493,-7.7017,-0.4259,0.2959,0.2178,0.2959,-0.0122,2.0991,-0.1021,0.2739,-0.0350,-0.1456,0.0337
2278,1.8447,1.9962,0.0968,8.6626,-6.7108,-0.2331,2.4133,0.9909,2.4133,3.8530,1.9574,0.1314,-0.1638,0.0114,0.4671,0.0371
2279,1.1020,0.2842,0.1275,9.8958,-6.7082,-0.0842,1.2332,0.0026,1.2332,4.2702,2.1949,-0.7431,-0.3718,-0.0812,-0.1485,0.0910
2280,1.8985,1.5602,0.1901,11.9715,-5.3992,0.0366,2.0757,1.3090,2.0757,4.7060,2.5849,0.4720,-0.0106,-0.0674,0.1594,0.0815
2281,1.3332,0.6149,0.1711,13.3198,-4.8228,0.2357,1.3483,0.5764,1.3483,5.0178,-1.6566,-0.0183,-0.8928,-0.1220,-0.0383,-0.0392
2282,0.5214,0.2344,0.1942,13.8043,-4.5564,0.3618,0.4844,0.2664,0.4844,2.5638,-1.1360,0.3146,-0.2283,-0.0630,-0.2114,-0.0542
2283,1.9184,1.3625,0.1660,15.2055,-2.6258,0.6040,1.4012,1.9306,1.4012,3.5175,-2.0032,0.0179,0.0565,-0.1702,0.1417,0.0769
2284,1.4503,1.6125,0.0563,15.3883,-0.4646,0.6263,0.1828,2.1612,0.1828,4.6447,1.0998,0.1550,-0.1737,-0.0297,-0.1899,-0.0378
2285,1.6818,1.7330,0.0274,15.7169,1.9299,0.7462,0.3286,2.3945,0.3286,2.5448,1.4616,0.2012,-0.0343,0.0815,-0.7140,0.1681
2286,1.4448,0.8588,0.1641,16.2128,3.5666,0.8156,0.4959,1.6367,0.4959,1.8783,1.9970,0.0727,-0.4166,0.0596,0.4788,0.0475
2287,0.3042,0.9669,0.1589,15.6472,4.3945,1.0095,-0.5656,0.8279,-0.5656,1.3447,-3.8653,-0.0610,0.2280,0.0141,-0.0838,-0.1208
2288,0.5288,0.8111,0.0189,15.2652,5.2884,1.1077,-0.3820,0.8939,-0.3820,1.4782,-3.3150,-0.0757,0.0834,0.0763,-0.4347,-0.0668
2289,0.1467,1.8291,0.0186,13.7364,6.2931,1.1047,-1.5288,1.0047,-1.5288,2.3263,-2.4243,-0.0157,-0.2860,0.0753,-0.1567,-0.0725
2290,0.4191,0.7384,0.1193,13.2431,7.0849,1.2104,-0.4933,0.7918,-0.4933,3.1864,-2.4369,-0.3449,-0.0137,-0.1290,0.2276,-0.1564
2291,1.5620,0.5598,0.0523,13.2047,8.7908,1.3031,-0.0384,1.7059,-0.0384,4.9231,-2.6782,-0.1626,0.1285,0.0850,0.0799,0.0138
2292,1.8570,0.4272,0.0755,13.2083,10.7304,1.3199,0.0036,1.9396,0.0036,4.5980,1.3320,0.0742,0.2628,-0.1049,0.2022,-0.0128
2293,0.0746,1.1334,0.1073,12.0599,11.0630,1.4384,-1.1484,0.3326,-1.1484,3.3781,1.0865,-0.4876,-0.3968,0.0597,0.1245,0.0599
2294,0.7695,1.6716,0.1201,10.4661,12.1139,1.5622,-1.5939,1.0509,-1.5939,3.9408,0.1916,0.0394,-0.0922,-0.0384,-0.2502,0.0414
2295,0.5438,1.0887,0.0329,9.3867,12.6564,1.6166,-1.0794,0.5424,-1.0794,3.1297,-0.0418,-0.1694,-0.3438,-0.0313,-0.2869,0.0106
2296,0.1924,1.8383,0.1910,7.5173,12.8300,1.7597,-1.8694,0.1736,-1.8694,3.8116,-0.8896,-0.2999,0.3552,-0.0928,0.0450,-0.2083
2297,1.8470,1.7354,0.0927,5.4785,14.4033,1.9199,-2.0388,1.5733,-2.0388,4.5259,-1.6555,0.2230,-0.2329,0.0374,0.0571,-0.0365
2298,0.2548,0.6919,0.1848,4.7400,14.3540,2.1485,-0.7384,-0.0493,-0.7384,4.7348,-2.4117,-0.2933,0.4800,-0.0805,-0.3311,-0.0013
2299,0.0809,0.0632,0.1614,4.6100,14.3673,2.3603,-0.1301,0.0133,-0.1301,4.8585,-2.7790,-0.0256,0.2160,0.1486,-0.4564,0.0046
2300,0.4740,0.2842,0.0473,4.0393,14.4242,2.4065,-0.5707,0.0569,-0.5707,4.8399,-4.9035,0.0163,0.0268,0.0549,-0.4448,-0.0042
2301,1.8739,1.5467,0.1150,1.6083,14.5686,2.5363,-2.4309,0.1445,-2.4309,3.4871,-4.7033,-0.1989,-0.4195,-0.0800,-0.5846,0.0090
2302,0.4900,0.9112,0.1598,0.7029,14.0282,2.5978,-0.9054,-0.5404,-0.9054,2.7603,-4.5685,0.4746,-0.2501,0.0184,-0.2462,-0.0821
2303,0.2178,0.5410,0.0177,0.1551,13.6547,2.5842,-0.5478,-0.3735,-0.5478,2.2110,-4.3857,0.0388,-0.0196,-0.0419,-0.1102,0.0368
2304,0.9751,0.9483,0.1913,-1.2402,13.3830,2.8148,-1.3952,-0.2716,-1.3952,1.8832,-3.9406,-0.2372,-0.3184,-0.0220,0.5157,0.0104
2305,1.0153,1.3428,0.0923,-2.7019,12.4469,2.8194,-1.4618,-0.9361,-1.4618,2.3845,-3.1244,-0.6750,0.2203,0.1679,-0.5281,-0.1510
2306,1.0914,1.4141,0.1205,-4.1612,11.3980,2.8686,-1.4593,-1.0489,-1.4593,3.6586,-2.7656,-0.7468,-0.3403,-0.0167,0.0340,0.0329
2307,1.0135,0.2332,0.1089,-5.1324,11.4649,3.0514,-0.9711,0.0669,-0.9711,4.6767,-3.0149,-0.1354,0.8011,0.1434,-0.0047,0.0638
2308,0.3594,0.1148,0.1059,-5.5991,11.3312,-3.1114,-0.4668,-0.1338,-0.4668,3.0621,4.5147,0.3781,0.2355,-0.0281,-0.0450,0.1146
2309,0.2638,1.1032,0.1038,-5.8849,10.2410,-2.9690,-0.2858,-1.0902,-0.2858,4.1567,4.4999,-0.2549,-0.2129,-0.1378,0.2112,-0.1613
2310,0.3675,1.4515,0.1296,-6.0312,8.6847,-2.8239,-0.1462,-1.5562,-0.1462,3.2841,1.4739,0.0471,0.5327,0.2229,-0.0083,-0.0380
2311,1.8796,0.5068,0.0105,-7.6229,7.5640,-2.7695,-1.5918,-1.1208,-1.5918,4.3216,-0.2998,-0.0505,-0.1397,0.0249,0.1677,0.0052
2312,1.3531,1.9907,0.0160,-8.2486,5.1721,-2.7182,-0.6257,-2.3919,-0.6257,4.1879,5.4427,0.3199,-0.1914,-0.0761,0.6722,-0.0677
2313,0.9496,1.6314,0.1357,-8.5118,3.2987,-2.5499,-0.2632,-1.8733,-0.2632,4.1755,3.0277,0.1950,0.1117,-0.0671,-0.2106,-0.1012
2314,0.9834,0.2357,0.0613,-9.2407,2.6378,-2.5322,-0.7289,-0.6610,-0.7289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2315,1.5153,0.7305,0.0601,-10.1333,1.1141,-2.3867,-0.8925,-1.5237,-0.8925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2316,1.6117,1.2584,0.1696,-10.4609,-0.7980,-2.1473,-0.3276,-1.9120,-0.3276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2317,1.2854,0.4448,0.1657,-10.7641,-2.0561,-2.0069,-0.3032,-1.2582,-0.3032,4.7971,5.1162,0.0758,0.3395,-0.2357,0.3141,0.0750
2318,0.4061,1.0465,0.0330,-9.9944,-2.7697,-2.0618,0.7697,-0.7136,0.7697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2319,0.3817,1.0573,0.0439,-9.3061,-3.5502,-2.0484,0.6883,-0.7805,0.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2320,1.5990,0.2813,0.0700,-9.7214,-5.1053,-1.9902,-0.4153,-1.5551,-0.4153,3.9965,-0.4746,0.1445,0.0435,-0.1739,-0.3030,0.0755
2321,0.4539,1.8211,0.0458,-8.1733,-6.2539,-2.0088,1.5481,-1.1486,1.5481,4.8666,-0.9675,-0.2489,-0.0434,0.1584,-0.3658,-0.0715
2322,0.6315,0.6240,0.0725,-7.9538,-7.0312,-1.9552,0.2195,-0.7773,0.2195,4.9857,-1.0032,-0.1146,-0.4617,0.0691,0.0435,-0.0429
2323,0.4716,0.1671,0.1909,-7.9873,-7.5808,-1.7470,-0.0335,-0.5496,-0.0335,4.8503,4.9692,-0.2722,0.6778,0.0291,0.3749,-0.1153
2324,0.7926,1.7771,0.0235,-6.2843,-8.7127,-1.7741,1.7029,-1.1319,1.7029,3.4197,1.2832,0.2795,-0.1047,-0.1415,0.1683,0.2030
2325,0.9091,1.7103,0.0074,-4.7519,-9.9096,-1.6680,1.5324,-1.1969,1.5324,4.5862,1.7539,0.1195,0.0625,-0.0071,0.4533,-0.0226
2326,0.8280,0.3456,0.1443,-4.3961,-10.7871,-1.6144,0.3558,-0.8775,0.3558,4.2789,1.8597,-0.2731,-0.2300,0.0711,-0.4210,0.1207
2327,0.8617,1.5702,0.1696,-2.8027,-11.6400,-1.4402,1.5935,-0.8529,1.5935,3.3097,2.1308,-0.5070,-0.0618,0.0873,-0.2728,0.0097
2328,0.9911,1.6918,0.1352,-1.0478,-12.3141,-1.3396,1.7548,-0.6741,1.7548,2.7963,2.6599,-1.0327,-0.2062,-0.1685,0.1165,0.2062
2329,1.4669,0.9897,0.0198,0.3070,-13.4887,-1.2475,1.3549,-1.1745,1.3549,3.7307,2.9857,0.4347,-0.0477,0.1211,0.0204,-0.2069
2330,0.2402,1.9887,0.1673,2.2617,-13.0970,-0.9804,1.9546,0.3916,1.9546,4.0978,3.1211,-0.3622,-0.2816,0.1914,-0.0194,-0.0715
2331,0.5980,1.8509,0.1874,4.0931,-12.4735,-0.8275,1.8314,0.6235,1.8314,3.9239,2.7679,0.0531,0.1414,0.0873,-0.3527,-0.0429
2332,0.7584,1.3166,0.1306,5.4436,-12.1284,-0.6127,1.3505,0.3451,1.3505,4.5517,2.0217,-0.4654,-0.1626,-0.0496,0.4380,0.0197
2333,0.5299,0.3637,0.0665,6.0288,-12.1838,-0.5213,0.5852,-0.0554,0.5852,4.5182,2.0891,0.4643,0.0821,-0.0212,0.0730,0.0260
2334,0.7618,0.6774,0.1832,7.0125,-11.8553,-0.3827,0.9838,0.3285,0.9838,4.2145,2.0449,0.0497,0.2445,-0.0723,0.1623,-0.2015
2335,0.1097,0.7645,0.1228,7.3538,-11.0908,-0.2240,0.3413,0.7645,0.3413,3.6723,2.1516,-0.6051,0.5002,-0.1419,-0.3063,-0.0396
2336,0.1879,1.4672,0.0826,7.8559,-9.6745,-0.1432,0.5021,1.4162,0.5021,2.5821,2.3243,0.3796,-0.0941,0.0189,0.3802,-0.1024
2337,1.8062,1.5343,0.0671,9.8468,-8.3719,0.0214,1.9909,1.3026,1.9909,3.7412,2.8877,-0.5747,0.0186,0.0955,0.0124,0.0833
2338,0.0593,0.0762,0.0887,9.8198,-8.3767,0.1476,-0.0270,-0.0048,-0.0270,3.5760,2.8489,0.2018,0.4936,-0.0285,0.2428,0.0826
2339,0.4074,1.3889,0.0481,10.0181,-6.9990,0.1601,0.1984,1.3777,0.1984,4.6090,1.9104,0.0570,-0.3390,-0.0553,-0.1344,0.0433
