Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
7170,1.6766,0.4016,0.1836,7.6012,-16.1202,0.6238,1.4184,0.9194,1.4184,4.8378,0.5269,0.6558,-0.0008,0.0613,-0.0091,0.1032
7171,0.0744,1.5375,0.1614,6.7692,-14.8943,0.8733,-0.8320,1.2259,-0.8320,4.3342,-0.0891,0.0269,-0.0974,0.0323,-0.0401,0.0673
7172,1.8747,1.6942,0.0847,6.6800,-12.2810,0.8745,-0.0892,2.6133,-0.0892,4.6018,0.7928,-0.1365,0.4380,0.0820,-0.3409,-0.1305
7173,1.7442,1.4103,0.1212,6.6334,-10.0087,0.9031,-0.0466,2.2722,-0.0466,2.3010,0.8867,0.2758,0.9348,0.1274,0.0524,0.0829
7174,1.0936,1.0069,0.0290,6.4643,-8.4517,0.9409,-0.1692,1.5570,-0.1692,0.8276,0.8806,-0.0342,-0.0699,-0.0498,0.0546,0.1472
7175,1.4098,1.7504,0.0592,5.8610,-6.2000,1.0693,-0.6033,2.2517,-0.6033,3.9727,-0.0446,0.2405,-0.0933,0.1041,-0.1510,-0.3246
7176,0.1255,1.0341,0.1172,5.1180,-5.5875,1.2859,-0.7430,0.6125,-0.7430,4.0035,-0.5503,0.2170,-0.3512,0.0573,0.7316,0.1159
7177,1.3876,1.4322,0.1777,4.1544,-3.8688,1.5033,-0.9636,1.7187,-0.9636,4.0150,-1.2973,-0.0110,0.1488,-0.3813,-0.1543,-0.1083
7178,0.1104,1.9368,0.0130,2.3133,-3.6304,1.5111,-1.8411,0.2384,-1.8411,3.5462,-2.8262,0.0578,-0.2790,0.1420,-0.1473,0.0837
7179,0.6279,1.5894,0.1299,0.8033,-2.8345,1.7105,-1.5100,0.7958,-1.5100,4.6749,-2.7470,0.3794,-0.3168,0.1084,0.2749,0.1142
7180,1.0922,1.9589,0.0211,-1.3157,-2.0462,1.6682,-2.1190,0.7883,-2.1190,1.0849,-3.0717,-0.1636,0.0504,0.1658,-0.1838,0.1275
7181,0.5974,1.6435,0.0517,-2.9762,-1.5529,1.7376,-1.6606,0.4933,-1.6606,2.4817,-2.4846,0.6459,-0.0445,-0.0892,-0.1635,0.0464
7182,1.2169,1.8018,0.1441,-5.0153,-0.6655,1.9145,-2.0390,0.8874,-2.0390,4.6933,-2.5296,0.3278,0.1654,0.0148,-0.0523,-0.0314
7183,1.2872,1.6837,0.0448,-7.0805,-0.0510,2.0398,-2.0653,0.6145,-2.0653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7184,1.4840,1.8570,0.1372,-9.4626,0.3325,2.1971,-2.3821,0.3834,-2.3821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7185,1.4616,1.0046,0.1605,-11.1257,0.9815,2.3144,-1.6630,0.6490,-1.6630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7186,1.3778,0.2465,0.1175,-12.2744,1.9173,2.4847,-1.1487,0.9358,-1.1487,3.6415,-0.4281,-0.0928,-0.0764,0.0531,0.0498,0.1583
7187,1.2722,0.4569,0.1191,-13.6323,2.3223,2.6749,-1.3579,0.4050,-1.3579,2.9605,-0.9453,-0.8353,0.4177,-0.1025,-0.1151,0.0543
7188,0.4474,1.6987,0.0162,-14.8584,0.9750,2.6286,-1.2261,-1.3473,-1.2261,4.4177,-1.2324,-0.7441,0.2367,-0.1633,0.5381,0.0766
7189,0.7702,0.9873,0.1000,-15.9703,0.5306,2.7301,-1.1119,-0.4444,-1.1119,2.4491,-4.1019,0.0883,-0.0067,0.1854,0.5184,0.0044
7190,0.7165,0.9050,0.0178,-16.9950,-0.0210,2.7096,-1.0247,-0.5517,-1.0247,2.2650,-3.5968,0.3494,0.7837,0.0436,-0.1881,0.1144
7191,0.1914,1.4366,0.0243,-17.7232,-1.2224,2.7488,-0.7282,-1.2013,-0.7282,2.3047,-2.9692,-0.1821,-0.2243,0.0082,0.4481,-0.0967
7192,1.0010,0.6796,0.1487,-18.8027,-1.4565,2.9546,-1.0796,-0.2341,-1.0796,3.3772,-3.0918,0.1473,0.0708,-0.1363,-0.3039,0.0158
7193,0.0746,1.0106,0.0164,-19.0111,-2.5084,2.9208,-0.2083,-1.0519,-0.2083,3.6125,-2.6792,-0.1381,-0.4573,0.0281,-0.0225,-0.0565
7194,0.3866,1.5847,0.1410,-19.8367,-4.0372,2.9957,-0.8257,-1.5289,-0.8257,4.8476,-2.4455,-0.1141,-0.5215,-0.0652,-0.4190,-0.0296
7195,1.4618,0.1524,0.1513,-21.3688,-4.0178,-3.0959,-1.5321,0.0194,-1.5321,4.8611,1.5861,0.2181,-0.3033,-0.0724,-0.3989,0.0743
7196,0.7457,1.1228,0.0997,-22.0028,-5.1320,-3.0625,-0.6340,-1.1142,-0.6340,3.8827,1.7536,-0.3893,0.1733,0.0361,-0.2690,-0.1250
7197,1.3528,1.4975,0.1918,-23.3053,-6.8090,-2.8699,-1.3025,-1.6770,-1.3025,3.0809,2.1461,-0.1955,-0.8468,0.2000,-0.2963,-0.1124
7198,1.9773,1.7401,0.1742,-24.7753,-8.9290,-2.6641,-1.4700,-2.1200,-1.4700,3.6349,2.6067,0.0724,0.4526,0.0670,0.0353,0.0493
7199,1.6821,0.9325,0.0114,-25.7658,-10.5128,-2.7418,-0.9905,-1.5838,-0.9905,4.8285,3.1660,-0.1811,0.0911,0.0081,0.3209,-0.0344
7200,1.6830,0.8417,0.1745,-26.9372,-11.9932,-2.5670,-1.1714,-1.4804,-1.1714,3.7744,-0.2618,-0.4462,-0.0298,-0.1772,-0.3425,-0.0930
7201,1.4414,0.2113,0.0542,-28.0921,-12.8883,-2.6112,-1.1549,-0.8951,-1.1549,2.5009,-0.2787,0.4211,0.0910,-0.1132,0.0731,0.0350
7202,1.0929,0.6975,0.1254,-28.7325,-14.0879,-2.5483,-0.6404,-1.1997,-0.6404,4.5763,1.8112,0.3010,0.2325,0.1023,-0.4223,-0.0786
7203,1.6616,0.9632,0.1552,-29.5141,-15.7848,-2.4851,-0.7816,-1.6968,-0.7816,4.3922,2.1415,0.3852,-0.2877,0.1525,0.2418,0.0044
7204,1.3163,1.4249,0.1099,-29.6442,-17.6944,-2.3300,-0.1301,-1.9096,-0.1301,4.3487,2.3287,-0.2858,-0.0095,-0.1461,0.5773,0.0103
7205,0.2775,0.6312,0.1462,-29.4052,-18.3491,-2.1653,0.2390,-0.6547,0.2390,4.2459,2.4308,-0.1207,-0.1017,0.0234,0.4365,0.1293
7206,1.8274,0.9638,0.0079,-29.6374,-20.4404,-2.0970,-0.2322,-2.0913,-0.2322,1.9080,3.7160,-0.2698,-0.1957,-0.0057,-0.0218,-0.0641
7207,1.4966,1.4800,0.0443,-29.0769,-22.4713,-1.9941,0.5605,-2.0309,0.5605,4.0074,3.6810,-0.1101,0.1340,-0.0248,-0.3932,-0.1530
7208,0.0397,0.6985,0.1069,-28.4807,-22.8507,-1.8655,0.5962,-0.3794,0.5962,4.4958,3.6423,-0.1893,-0.7654,-0.0676,-0.4662,-0.1542
7209,1.2462,1.1815,0.1529,-27.7565,-24.3874,-1.7466,0.7243,-1.5367,0.7243,4.8141,2.6064,0.0880,-0.2835,0.0090,-0.4567,-0.0219
7210,0.5219,1.5750,0.0669,-26.2532,-25.1571,-1.6240,1.5032,-0.7697,1.5032,4.7801,2.9204,0.2168,0.4464,0.0032,-0.2130,0.0775
7211,0.4887,1.1959,0.1891,-25.0226,-25.6719,-1.4298,1.2306,-0.5148,1.2306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7212,1.0277,1.6797,0.0677,-23.2053,-26.4078,-1.4196,1.8173,-0.7359,1.8173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7213,1.3149,1.8128,0.0659,-21.1329,-27.3756,-1.3475,2.0723,-0.9678,2.0723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7214,0.3635,0.3368,0.1064,-20.6981,-27.6038,-1.1871,0.4348,-0.2282,0.4348,4.6941,1.7432,0.1979,0.1706,-0.0426,-0.3342,0.0869
7215,1.9037,0.8273,0.1408,-19.1673,-29.0187,-1.1099,1.5308,-1.4149,1.5308,4.1976,1.5254,-0.1432,0.3124,-0.0243,0.7551,0.1726
7216,0.3420,0.5715,0.0074,-18.5419,-29.0275,-1.0743,0.6254,-0.0087,0.6254,3.7145,1.4195,0.2432,-0.1146,-0.0164,0.7592,-0.0213
7217,0.4429,1.8809,0.1790,-16.6587,-28.5435,-0.8056,1.8832,0.4840,1.8832,1.8051,1.4383,0.2571,0.6425,0.1464,-0.6580,0.1047
7218,0.9937,1.5414,0.1917,-14.7391,-28.2140,-0.6340,1.9196,0.3296,1.9196,0.9003,2.7510,-0.3586,0.0731,0.1141,-0.0510,-0.0260
7219,0.0197,0.5860,0.0410,-14.3857,-27.8676,-0.5496,0.3534,0.3464,0.3534,0.9467,3.3071,-0.1653,0.1596,-0.0599,0.5064,-0.0635
7220,1.5415,1.4095,0.1275,-12.4162,-27.4198,-0.4294,1.9695,0.4478,1.9695,2.8785,-2.6226,-0.1546,0.1014,0.0841,-0.0982,-0.1121
7221,1.4830,0.0211,0.0380,-11.1088,-27.9058,-0.2924,1.3074,-0.4860,1.3074,4.0231,3.3410,0.1026,-0.0169,-0.0748,0.0584,0.0025
7222,0.7713,0.6253,0.1314,-10.2680,-27.4634,-0.1395,0.8408,0.4424,0.8408,4.8354,-2.9296,-0.2888,0.0182,-0.0438,-0.3724,-0.0862
7223,1.3623,0.6727,0.0283,-8.8013,-27.0277,-0.0719,1.4668,0.4357,1.4668,1.4409,-2.9704,0.1717,0.5547,-0.0033,0.6321,-0.0736
7224,1.9471,1.8439,0.1649,-6.6774,-25.3523,0.1804,2.1238,1.6754,2.1238,2.6892,0.4299,-0.1210,-0.2576,0.0426,-0.1143,0.0070
7225,1.9691,0.7637,0.0894,-4.9631,-24.2894,0.3341,1.7144,1.0628,1.7144,0.7262,0.4976,-0.1078,0.1620,-0.0925,0.1988,0.0365
7226,0.3370,1.2495,0.0777,-4.9638,-23.0185,0.4084,-0.0008,1.2709,-0.0008,1.0010,-1.4408,0.0895,-0.2091,-0.0367,0.3899,-0.0060
7227,1.2455,0.3541,0.1504,-3.8702,-22.2214,0.5796,1.0937,0.7971,1.0937,1.7877,-2.5090,0.0506,0.5126,0.0706,0.3909,0.0737
7228,0.3860,1.5429,0.1280,-4.4258,-20.7917,0.7125,-0.5557,1.4297,-0.5557,3.0135,-2.3913,0.1021,0.3269,-0.0008,0.1648,-0.1030
7229,0.9472,0.7023,0.1254,-4.2160,-19.6853,0.7777,0.2099,1.1064,0.2099,4.1926,-2.4268,-0.5369,0.4643,0.0134,0.4555,-0.1159
7230,1.6143,0.0986,0.0081,-3.1272,-18.4898,0.8602,1.0887,1.1955,1.0887,3.0437,-1.5694,-0.4229,0.5601,0.2700,0.4503,-0.0940
7231,1.9110,1.1168,0.1513,-2.7810,-16.2790,1.0990,0.3463,2.2108,0.3463,4.8099,1.7294,-0.2093,-0.0890,0.0015,0.2784,0.2784
7232,1.8828,0.4706,0.0300,-2.3490,-14.4756,1.0983,0.4320,1.8034,0.4320,4.9589,-4.1145,-0.1026,0.4990,-0.2461,-0.2763,-0.1201
7233,0.0351,0.8356,0.0560,-3.1259,-14.0946,1.1822,-0.7769,0.3810,-0.7769,4.3158,-4.1270,-0.0419,0.0802,-0.0408,0.0235,-0.0338
7234,0.2870,0.4622,0.1491,-3.4234,-13.7620,1.3679,-0.2976,0.3326,-0.2976,4.0961,-4.3161,0.5187,-0.1011,-0.1466,-0.0586,-0.0863
7235,1.0984,0.0577,0.0269,-3.2583,-12.7650,1.3911,0.1651,0.9969,0.1651,4.2858,-0.5219,0.0142,0.0523,0.0748,0.5637,0.0202
7236,1.8770,0.8860,0.1856,-3.8008,-10.7119,1.6745,-0.5424,2.0532,-0.5424,3.6638,-1.4570,-0.5736,0.4206,-0.1369,0.0020,0.0010
7237,1.9823,1.6177,0.1312,-5.6889,-8.8811,1.7423,-1.8881,1.8308,-1.8881,2.8861,-2.2876,0.1786,0.0589,-0.0606,0.2794,-0.0444
7238,1.0279,0.0841,0.0691,-5.9585,-7.9585,1.7217,-0.2696,0.9225,-0.2696,3.6203,-2.4549,-0.3514,-0.0294,0.0713,0.1398,-0.0721
7239,1.1890,0.7778,0.0357,-6.8671,-6.8726,1.8082,-0.9086,1.0860,-0.9086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7240,1.6018,1.5081,0.1515,-8.6572,-5.7075,1.8968,-1.7900,1.1650,-1.7900,4.6535,-4.7292,0.0452,-0.3447,0.0088,0.3097,0.1095
7241,1.1613,0.4298,0.1857,-9.4783,-4.7841,2.0384,-0.8212,0.9234,-0.8212,4.3094,-4.4853,0.5521,0.0605,0.0092,0.0237,-0.0204
7242,1.5271,1.0192,0.1693,-11.0023,-3.9287,2.1430,-1.5240,0.8554,-1.5240,5.0002,0.5778,-0.0393,-0.4298,0.0696,-0.3186,-0.0042
7243,1.2591,1.7842,0.1660,-13.1388,-3.7815,2.2255,-2.1365,0.1471,-2.1365,3.1552,0.3018,-0.4934,-0.1876,-0.1989,-0.1181,0.0932
7244,1.8506,0.5530,0.0746,-14.7752,-2.6694,2.3647,-1.6364,1.1121,-1.6364,1.1610,-0.0843,0.0220,0.0692,-0.0818,0.1874,0.0638
7245,1.9492,1.8187,0.1332,-17.4402,-2.6979,2.5514,-2.6650,-0.0284,-2.6650,2.0725,-2.1903,-0.2477,-0.0021,-0.0260,-0.5203,-0.0696
7246,0.8075,0.8021,0.0442,-18.4609,-2.8830,2.5379,-1.0207,-0.1851,-1.0207,3.0361,-2.2414,0.3358,-0.1317,-0.0457,0.2421,-0.0208
7247,1.7525,1.2197,0.1418,-20.6842,-2.8734,2.7620,-2.2232,0.0096,-2.2232,4.2466,-0.8745,0.2564,-0.3603,-0.0814,0.0673,-0.2395
7248,1.6198,0.6109,0.0890,-22.4660,-2.7830,2.8255,-1.7818,0.0904,-1.7818,3.7786,-1.3878,0.0149,0.1274,0.2040,0.3247,0.0816
7249,0.5926,0.0824,0.0695,-23.1475,-2.6650,2.8173,-0.6815,0.1180,-0.6815,3.7735,-1.4649,0.2762,-0.4892,-0.0908,-0.2055,-0.0937
7250,1.4529,0.5025,0.0347,-24.7036,-2.6893,2.8411,-1.5561,-0.0243,-1.5561,4.5346,-1.8685,-0.0399,0.1134,-0.0509,0.4399,-0.0440
7251,1.8624,1.5146,0.1764,-26.8666,-3.6311,2.9744,-2.1630,-0.9418,-2.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7252,0.9048,0.7930,0.1773,-27.9066,-4.2888,3.1251,-1.0400,-0.6577,-1.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7253,1.5079,1.6962,0.0544,-29.5010,-6.0082,-3.0675,-1.5944,-1.7194,-1.5944,3.6118,6.1277,-0.2356,-0.1817,-0.0233,-0.0717,-0.0074
7254,1.9572,1.4856,0.0798,-31.2514,-7.6944,-2.9247,-1.7503,-1.6861,-1.7503,2.7359,5.1736,-0.2490,0.1777,-0.1181,0.1803,-0.0031
7255,1.2712,0.1633,0.0127,-32.3559,-8.1835,-2.8927,-1.1045,-0.4892,-1.1045,2.6022,4.7747,0.0385,0.1072,0.1335,0.0237,-0.1765
7256,0.1624,0.8664,0.1112,-32.3725,-9.1411,-2.6991,-0.0166,-0.9575,-0.0166,4.4775,1.5524,-0.5110,-0.5490,-0.0873,0.4574,-0.0201
7257,0.7975,1.7199,0.0975,-32.2963,-11.1147,-2.5022,0.0762,-1.9737,0.0762,2.7431,1.5996,-0.4259,0.4202,-0.0659,-0.2383,0.0539
7258,1.5636,0.4990,0.0103,-33.1546,-12.4617,-2.5480,-0.8583,-1.3469,-0.8583,2.6570,2.1686,-0.7190,-0.2499,0.0426,0.0922,0.0335
7259,0.8616,0.5270,0.0738,-33.5839,-13.3615,-2.4125,-0.4293,-0.8998,-0.4293,3.1165,2.5332,0.3057,-0.2212,0.0318,-0.2242,0.0414
7260,1.4413,1.9912,0.1030,-33.3188,-15.8612,-2.3654,0.2651,-2.4997,0.2651,3.7947,3.2134,-0.3052,0.6684,0.0713,0.4066,0.1079
7261,0.6996,1.6458,0.1731,-32.5891,-17.5664,-2.2541,0.7297,-1.7052,0.7297,4.8112,3.3685,-0.2161,-0.0278,0.0148,-0.3919,-0.0256
7262,0.7234,0.1156,0.0818,-32.9240,-18.2098,-2.1761,-0.3349,-0.6434,-0.3349,3.0763,2.1679,0.0142,-0.1950,0.1460,-0.2348,-0.0710
7263,0.4151,1.3908,0.0917,-31.9299,-19.3832,-1.9962,0.9941,-1.1734,0.9941,2.4029,2.3593,0.2184,0.1285,0.1229,-0.1458,-0.0677
7264,0.3475,1.3008,0.0922,-30.9934,-20.2705,-1.8506,0.9365,-0.8873,0.9365,2.1540,2.8003,0.3260,-0.0840,-0.0727,0.2023,0.1283
7265,1.3522,0.5264,0.1548,-30.8074,-21.8234,-1.6258,0.1859,-1.5529,0.1859,3.3825,2.8415,0.0505,-0.1963,-0.0206,0.2298,0.0401
7266,1.0877,1.8671,0.1228,-28.9339,-23.0574,-1.4033,1.8735,-1.2341,1.8735,4.6418,3.0728,-0.0948,0.5597,0.0733,0.0823,-0.1269
7267,1.7776,0.8739,0.1258,-27.7312,-24.6088,-1.1885,1.2027,-1.5514,1.2027,5.0770,2.1256,0.4748,0.3363,-0.1075,-0.1299,0.0993
7268,0.3711,1.2524,0.0945,-26.4574,-24.5420,-1.1409,1.2738,0.0668,1.2738,4.2316,2.3559,0.5862,0.2290,-0.1869,0.1694,-0.0121
7269,0.8296,1.0854,0.0995,-25.1680,-24.9334,-1.1057,1.2895,-0.3915,1.2895,4.4298,2.5069,-0.6243,-0.1585,-0.0062,-0.2724,-0.1266
7270,0.5323,1.9931,0.1208,-23.0910,-24.5048,-1.0360,2.0770,0.4287,2.0770,4.3240,3.0749,0.0852,-0.4466,0.0876,-0.0646,0.0907
7271,0.9687,1.1364,0.0100,-21.6609,-24.8107,-0.9649,1.4300,-0.3059,1.4300,4.7610,0.9362,-0.7923,-0.5942,0.0251,-0.1597,-0.2688
7272,0.7511,1.8996,0.1021,-19.6575,-24.4317,-0.8677,2.0034,0.3789,2.0034,2.8101,0.6951,0.0117,-0.1250,-0.1408,-0.3372,0.0442
7273,0.4394,1.3446,0.0807,-18.3137,-23.8344,-0.7986,1.3438,0.5973,1.3438,4.7171,-0.0416,-0.3490,0.0939,-0.0392,-0.4249,-0.1246
7274,1.9196,1.8353,0.0587,-15.6516,-24.0390,-0.7152,2.6621,-0.2046,2.6621,3.4980,-0.7421,-0.4456,-0.2724,0.0540,0.3911,-0.0097
7275,1.0001,0.0031,0.0496,-14.8800,-24.6836,-0.6412,0.7715,-0.6446,0.7715,2.8476,-1.0895,-0.1623,-0.0630,-0.0192,-0.1724,0.0364
7276,0.0320,1.3400,0.1212,-14.0388,-23.6370,-0.4951,0.8412,1.0466,0.8412,4.1010,-1.3223,-0.1633,-0.1104,0.0579,0.2832,0.0091
7277,1.2428,1.9624,0.1151,-12.0626,-22.5660,-0.4707,1.9762,1.0710,1.9762,5.0445,-0.8081,-0.1137,-0.0650,-0.1022,-0.3180,-0.0876
7278,0.8253,1.0997,0.1728,-10.7208,-21.9307,-0.3917,1.3418,0.6353,1.3418,4.1128,-0.4241,-0.0853,0.0054,-0.0278,0.2843,-0.0105
7279,0.3195,1.7638,0.0798,-9.7317,-20.4876,-0.3182,0.9891,1.4430,0.9891,4.7839,-0.8539,-0.0941,0.0013,0.0154,0.3989,-0.0239
7280,0.4742,0.6956,0.1218,-9.0233,-19.9261,-0.2434,0.7084,0.5615,0.7084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7281,0.5209,1.3434,0.0291,-8.2703,-18.7492,-0.2905,0.7530,1.1769,0.7530,4.9419,2.1713,0.2743,-0.1515,0.1856,0.2034,0.0780
7282,1.3459,1.9069,0.1127,-6.3642,-17.4031,-0.1070,1.9061,1.3462,1.9061,4.7917,2.4773,0.0878,-0.4408,-0.1196,0.2033,-0.0845
7283,1.3795,1.2523,0.1148,-4.8360,-16.2170,0.0448,1.5282,1.1861,1.5282,2.7969,2.5542,0.0047,-0.2369,0.1010,0.0030,0.1027
7284,1.0051,0.3790,0.0926,-3.9137,-15.8958,0.1800,0.9222,0.3211,0.9222,3.5381,2.6487,0.2385,-0.1586,-0.0436,-0.4137,-0.0101
7285,0.1688,1.3205,0.0353,-4.0540,-14.5773,0.1323,-0.1403,1.3186,-0.1403,3.2192,-3.2587,0.8542,-0.1156,-0.0814,-0.2335,0.1928
7286,0.8751,0.2646,0.1791,-3.1910,-14.1510,0.2564,0.8631,0.4263,0.8631,4.1555,-3.2550,-0.3581,0.5378,-0.1663,0.2285,-0.1888
7287,1.3558,0.9677,0.0608,-2.0622,-12.9276,0.3715,1.1287,1.2234,1.1287,3.7821,0.6630,0.2639,-0.0655,0.1971,0.1299,0.0166
7288,1.2633,0.2322,0.1041,-0.9483,-12.3115,0.5432,1.1139,0.6161,1.1139,2.7349,0.7428,-0.3826,-0.1488,-0.0260,-0.4073,0.0063
7289,0.1092,0.1518,0.1027,-0.9679,-12.1718,0.5473,-0.0195,0.1397,-0.0195,2.5433,0.7530,0.1532,-0.0036,0.1109,-0.0351,-0.0128
7290,0.8602,1.8044,0.1782,-1.2177,-10.2530,0.6368,-0.2498,1.9188,-0.2498,1.2354,-0.1438,0.3049,-0.6454,-0.0608,0.3850,0.1722
7291,1.6178,1.6408,0.0814,-0.9305,-7.9661,0.7598,0.2871,2.2869,0.2871,3.9983,-0.5971,-0.2303,-0.0315,0.2015,0.0362,0.0084
7292,0.8885,1.4417,0.1060,-1.2988,-6.3096,0.8482,-0.3683,1.6565,-0.3683,4.3430,-1.0056,-0.0283,-0.3868,-0.0374,0.1934,0.0277
7293,0.1612,1.6391,0.0156,-2.4194,-5.2137,0.9053,-1.1206,1.0959,-1.1206,2.3955,-0.0366,0.1608,-0.0326,-0.1347,0.1355,0.0983
7294,0.0096,0.1788,0.1691,-2.5917,-4.9837,1.0978,-0.1723,0.2300,-0.1723,2.4426,-0.2184,-0.3012,0.2363,-0.1262,-0.3665,-0.0980
7295,1.6408,0.5641,0.1041,-2.2986,-3.2033,1.1374,0.2931,1.7804,0.2931,1.2188,-1.1125,-0.4148,-0.0519,0.1936,-0.3380,0.0869
7296,1.2355,0.4598,0.1826,-2.1651,-1.7962,1.2490,0.1335,1.4072,0.1335,1.8193,-2.1762,-0.1013,0.1181,0.0358,-0.5450,-0.0962
7297,0.2759,1.3621,0.1750,-3.3906,-1.1938,1.4875,-1.2255,0.6023,-1.2255,3.1169,-2.1798,0.1946,0.6899,0.0120,-0.2742,-0.0911
7298,1.6117,0.1525,0.0906,-3.3516,0.3603,1.6017,0.0390,1.5541,0.0390,4.2983,-2.6510,0.0082,-0.0657,0.0359,-0.6909,-0.0034
7299,0.3144,0.6345,0.0160,-4.0966,0.7339,1.6931,-0.7450,0.3736,-0.7450,4.7724,0.1315,-0.3956,-0.2856,-0.1640,-0.1628,0.1713
7300,1.6454,0.7465,0.1519,-5.0683,2.2235,1.8374,-0.9716,1.4897,-0.9716,3.1915,-0.2238,0.2398,-0.3017,-0.0863,0.0167,-0.1129
7301,0.8631,0.2283,0.1503,-5.5546,2.9027,2.0309,-0.4863,0.6792,-0.4863,2.6772,-0.6197,-0.0811,-0.2351,0.0621,-0.2522,0.1071
7302,1.7406,0.6750,0.0932,-6.8781,4.2201,2.0811,-1.3236,1.3174,-1.3236,2.2274,-1.4262,0.3985,-0.0450,-0.0388,0.0102,0.0463
7303,0.7273,1.0689,0.1614,-8.2203,4.2929,2.1436,-1.3422,0.0727,-1.3422,4.5752,0.2754,0.2764,-0.2582,0.0347,-0.0801,-0.1036
7304,0.4852,1.2654,0.0667,-9.5751,3.9889,2.2030,-1.3547,-0.3040,-1.3547,3.9448,0.0713,0.1068,0.3447,-0.0667,-0.3448,0.1629
7305,1.8343,1.7798,0.0081,-12.0141,4.4599,2.1445,-2.4390,0.4710,-2.4390,2.6935,-0.5649,-0.0748,-0.3807,-0.1343,0.0652,0.0896
7306,1.1199,1.8936,0.1614,-14.2581,4.3842,2.2492,-2.2440,-0.0757,-2.2440,3.5841,-1.3842,0.0318,-0.2393,-0.0221,0.0388,-0.0035
7307,1.7909,0.4113,0.0509,-15.5710,5.5169,2.2858,-1.3128,1.1326,-1.3128,4.0377,-1.8839,0.4822,0.0666,0.0583,-0.6146,0.0253
7308,0.0953,0.1405,0.1396,-15.6988,5.4373,2.4696,-0.1279,-0.0795,-0.1279,4.1104,-2.0011,0.3677,0.2665,-0.0831,0.0477,0.0895
7309,1.6984,0.0287,0.0813,-17.0572,6.5732,2.5083,-1.3584,1.1358,-1.3584,3.4572,-2.8907,-0.0015,0.1582,-0.0320,0.0454,0.0585
7310,0.9558,0.1835,0.1153,-17.8457,6.9517,2.6796,-0.7885,0.3786,-0.7885,4.2568,-3.0267,0.0840,-0.4790,0.1286,0.0386,-0.0031
7311,0.1471,1.2657,0.1360,-18.4792,5.9429,2.8786,-0.6335,-1.0088,-0.6335,4.6621,-3.1254,-0.0632,0.3929,-0.0348,-0.2664,-0.0165
7312,0.7864,1.1589,0.0930,-19.5754,5.1226,2.9403,-1.0962,-0.8203,-1.0962,4.9147,-5.1118,-0.2992,-0.2062,0.0002,0.5629,0.0837
7313,1.4836,0.3876,0.0691,-21.1573,4.9926,2.9202,-1.5819,-0.1299,-1.5819,4.1326,-4.7839,-0.2256,0.0101,-0.0554,-0.3047,0.0288
7314,0.7546,1.4148,0.0910,-22.2318,3.8016,2.9482,-1.0745,-1.1910,-1.0745,2.8581,-4.5402,-0.3748,-0.0493,-0.1582,-0.2867,-0.0124
7315,1.4941,0.5614,0.0565,-23.7969,3.6299,3.0609,-1.5651,-0.1717,-1.5651,4.4439,-0.7079,0.4112,-0.0203,0.0011,-0.1697,0.1558
7316,1.3851,0.5422,0.1789,-25.1686,3.2664,-3.0284,-1.3716,-0.3636,-1.3716,3.7042,5.2272,-0.0682,0.4628,0.1777,0.0978,0.2596
7317,0.6890,0.7324,0.1178,-25.8077,2.5156,-2.8669,-0.6391,-0.7508,-0.6391,4.2864,4.7605,-0.7348,0.2016,-0.0730,0.4148,0.1269
7318,1.1679,0.3987,0.0201,-26.7509,1.8992,-2.9006,-0.9432,-0.6164,-0.9432,4.5943,4.5550,0.2614,-0.7057,0.0461,-0.3030,-0.0666
7319,1.3543,1.3490,0.1842,-27.8251,0.2603,-2.7162,-1.0742,-1.6390,-1.0742,4.7860,4.3154,0.2093,0.3003,-0.1732,-0.0574,-0.0411
7320,0.3521,1.1175,0.0195,-27.5788,-0.9282,-2.6802,0.2463,-1.1884,0.2463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7321,0.4337,0.8757,0.1933,-27.5246,-1.8159,-2.4109,0.0542,-0.8877,0.0542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7322,0.3170,0.3650,0.1432,-27.5372,-2.2333,-2.3296,-0.0126,-0.4174,-0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7323,0.2843,1.9078,0.0198,-26.3520,-3.8454,-2.3620,1.1852,-1.6121,1.1852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7324,1.4027,1.3432,0.1756,-26.5050,-5.7848,-2.2503,-0.1530,-1.9394,-0.1530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
