Step,u_k_x,u_k_y,u_k_theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
5006,0.0314,0.5657,0.0058,0.4498,0.1884,-0.0791,3.1398,2.1048,0.0229,0.0755,-0.1732,-0.2478,0.0477
5007,-0.2313,-0.5150,0.0477,-0.6478,-0.0341,0.0653,3.4785,1.9355,0.0315,-0.0861,0.0444,-0.0322,-0.1310
5008,-0.0678,0.6584,-0.1000,0.6217,0.3761,-0.1719,2.8399,2.0785,0.3531,0.5977,-0.1704,-0.3856,0.0493
5009,0.0963,-0.5774,0.0394,-0.4769,-0.1861,0.0459,3.2168,1.9851,-0.0436,-0.0341,-0.1430,-0.0271,-0.1924
5010,-0.5268,-0.6200,0.0871,-0.7953,0.2210,0.1047,3.6074,1.7353,-0.1129,-0.2357,0.1077,-0.4041,0.0133
5011,0.7554,0.5210,0.0499,0.8687,-0.5151,0.0406,3.3127,2.0619,-0.1437,0.1928,-0.1255,0.0130,0.1618
5012,-0.3674,-0.6501,-0.0236,-0.7416,-0.0050,0.0626,3.9504,1.7850,0.0289,-0.0678,0.1215,0.3510,0.1254
5013,0.5575,-0.7529,-0.0664,-0.2665,-0.8864,-0.1073,4.7374,1.9412,-0.3103,-0.1369,0.1510,-0.2666,-0.0467
5014,-0.9879,-0.5470,-0.0667,-1.0234,0.6728,-0.1144,1.2615,2.1114,-0.0041,-0.3211,-0.0701,-0.1981,-0.0755
5015,0.2528,0.6999,0.0510,0.7693,0.0153,0.1465,4.4898,1.7337,0.4227,0.2004,0.1718,-0.3927,-0.1121
5016,-0.7694,0.2750,0.0917,-0.0593,0.8268,0.0391,4.0776,1.5476,0.3736,0.5281,0.1283,0.4693,0.0896
5017,-0.3684,-0.3516,0.0196,-0.5411,0.1463,0.0424,4.4705,1.5137,0.3743,-0.0590,0.0114,-0.3627,0.0003
5018,0.1354,0.5715,-0.0832,0.5435,0.0723,-0.0509,3.8866,1.5430,-0.1546,0.4848,-0.0522,-0.1173,-0.2327
5019,0.1519,-0.8674,0.0486,-0.6998,-0.5095,0.0793,4.8433,1.4348,-0.1550,0.4378,-0.0019,0.4137,-0.0233
5020,0.9483,0.0735,0.0029,0.4861,-0.7235,-0.0477,4.7092,1.6740,-0.2127,0.2169,0.1136,-0.1597,0.0714
5021,0.5494,0.1456,0.0402,0.3901,-0.3047,-0.0337,4.7111,1.9458,0.0379,0.5983,-0.1215,0.4614,-0.0453
5022,-0.0254,-0.2490,0.0419,-0.3348,-0.1133,-0.0333,1.5338,2.5068,0.1337,0.1083,0.0887,-0.3285,-0.1112
5023,0.8189,0.8820,-0.0819,1.0451,-0.2799,-0.1442,4.6185,2.2723,0.0671,-0.2310,-0.0384,-0.0086,0.1287
5024,-0.5557,-0.5889,-0.0782,-0.7355,0.3643,-0.1330,4.6902,2.2615,0.2374,0.0615,0.0781,0.0206,-0.0638
5025,0.8821,-0.6590,-0.0366,-0.4301,-1.0617,-0.0733,2.6160,2.8154,0.3598,-0.1516,0.0336,-0.1003,-0.0019
5026,-0.3206,-0.9026,-0.0043,-0.9247,0.2339,0.0409,2.6785,2.5034,0.3921,-0.1309,0.1185,0.3738,0.1118
5027,-0.2354,0.5056,0.0440,0.4529,0.2925,-0.0307,2.1931,2.5510,0.3591,0.1893,0.0867,0.2356,0.1191
5028,-0.6999,-0.5844,-0.0390,-0.7486,0.5998,0.0564,2.2123,2.1163,0.3131,-0.6154,0.1044,0.1911,-0.0219
5029,-0.2297,0.3604,-0.0642,0.3367,0.2957,-0.0086,1.7719,2.1864,0.3202,0.1522,-0.0400,0.2841,0.1850
5030,0.6521,0.1091,-0.0458,0.3031,-0.5278,-0.1025,2.0228,2.6068,-0.0986,0.1139,0.0407,-0.0406,-0.1008
5031,-0.6951,-0.8412,-0.0693,-0.8009,0.6770,-0.1014,4.9148,4.6214,-0.2792,-0.4530,-0.0460,-0.0088,-0.0346
5032,0.6179,-0.6087,-0.0326,-0.7134,-0.6350,0.0433,4.4036,4.4219,-0.4160,-0.3975,0.0075,0.7836,-0.0727
5033,-0.1177,0.8035,0.0172,0.8051,0.0889,0.0034,2.3056,2.2469,-0.2023,0.0104,-0.0015,0.1578,-0.0841
5034,0.8661,-0.6743,0.0154,-0.5976,-0.9164,0.0484,4.8897,4.1276,-0.3495,0.1907,0.0588,-0.2981,-0.0621
5035,-0.2911,0.4629,0.0533,0.4306,0.3934,-0.0222,2.7585,2.3282,-0.2257,0.4741,0.1120,0.2244,-0.1799
5036,-0.0803,-0.5774,0.0337,-0.4786,-0.0316,0.0567,4.7495,4.1616,-0.0547,0.1541,0.1581,0.1056,0.0099
5037,0.9316,0.5490,-0.0960,0.6316,-0.8163,-0.1775,3.3297,2.6261,-0.1594,0.2404,0.0511,0.3548,-0.0415
5038,0.4935,0.1467,0.0500,0.0516,-0.4768,0.0173,3.8644,2.7884,0.2344,-0.2027,-0.0760,0.3789,0.0556
5039,0.7272,0.8351,-0.0036,0.8024,-0.7892,-0.0352,4.2186,2.9474,0.0170,0.1742,-0.0351,-0.1996,-0.1390
5040,0.6077,0.3837,0.1000,0.3459,-0.5820,0.1365,4.8063,3.0795,0.0106,-0.9193,-0.0927,-0.0443,-0.1039
5041,-0.7199,0.0556,-0.0660,0.0267,0.8110,-0.0511,3.9261,2.9877,-0.5783,0.2030,-0.1369,-0.1356,0.0372
5042,0.1864,0.4327,-0.0805,0.4488,-0.2074,-0.0510,4.2157,3.1708,-0.4450,-0.2233,0.0322,0.1679,-0.0104
5043,-0.6747,0.3716,-0.0454,0.3976,0.7390,-0.0550,3.4831,3.3038,-0.2242,-0.1674,0.2165,-0.2575,0.0593
5044,-0.2413,-0.7126,-0.0584,-0.7475,0.3002,-0.0059,3.2055,3.0727,-0.4847,0.3041,-0.0233,0.1734,-0.1223
5045,0.9925,-0.3294,-0.0900,-0.4786,-1.0209,-0.0511,4.2235,3.0473,-0.4710,-0.0336,0.1537,-0.1779,0.0134
5046,0.9230,0.5678,0.0036,0.3588,-0.9808,-0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5047,0.2333,0.0352,0.0178,-0.0491,-0.2002,-0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5048,0.7388,0.8215,-0.0238,0.7262,-1.0089,-0.1177,4.2207,0.7242,-0.2110,-0.3437,0.0520,-0.2715,-0.0561
5049,-0.6301,-0.2557,-0.0687,0.0558,0.6633,-0.0052,4.8283,0.5819,-0.3758,-0.4563,-0.0519,-0.1593,-0.0945
5050,0.1001,0.1891,0.0397,0.1798,-0.2258,0.0329,4.5363,0.4795,-0.2888,0.3885,-0.1275,-0.1234,0.0717
5051,-0.0993,0.8758,0.0998,0.9116,-0.1979,0.1945,4.2949,0.2040,0.2590,0.2838,-0.0119,-0.0724,0.0500
5052,-0.5637,-0.9937,-0.0923,-0.8717,0.6047,-0.1635,4.9666,0.5191,-0.3772,-0.0571,0.0831,-0.0005,0.0914
5053,-0.8215,0.4063,0.0605,0.6098,0.5868,0.1218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5054,0.2903,-0.3791,-0.0274,-0.3996,-0.2000,-0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5055,0.0091,-0.6974,-0.0432,-0.6303,0.1459,-0.0535,5.0054,3.4441,0.1058,0.3621,-0.0058,0.2063,0.0761
5056,0.5530,0.3191,-0.0882,0.1545,-0.5148,-0.1310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5057,0.8548,0.7325,0.0386,0.3867,-1.0586,0.1088,3.9980,0.6007,0.4656,-0.6900,-0.0376,-0.3701,-0.1586
5058,0.0380,-0.3814,0.0996,-0.4483,0.1077,0.1585,4.2740,0.5711,0.1683,-0.3530,-0.2430,-0.3338,0.0208
5059,0.5903,0.3371,-0.0557,0.2027,-0.6697,0.0364,3.4703,0.3663,-0.0871,0.0100,0.0259,0.1246,0.0726
5060,0.5708,0.9984,-0.0307,0.9964,-0.5668,-0.0785,2.7080,0.3161,-0.4160,-0.4212,-0.0780,-0.2359,-0.0485
5061,-0.1757,-0.4627,0.0052,-0.4761,0.1820,-0.0696,3.0274,0.3994,0.3444,-0.2009,0.0559,-0.2957,-0.0287
5062,0.2229,0.1235,-0.0716,0.0639,-0.1458,-0.0270,2.7309,0.6002,-0.1713,-0.1009,-0.0516,-0.5920,0.1495
5063,0.7590,-0.2545,0.0275,-0.5156,-0.7126,0.0994,2.2334,0.6333,0.4622,-0.2522,0.1535,-0.2309,0.1143
5064,-0.8838,0.0799,-0.0413,0.2732,0.8537,0.0114,3.0865,0.4170,0.0696,-0.3427,-0.0903,-0.7655,-0.0248
5065,-0.5023,-0.0638,0.0689,-0.0930,0.4683,0.1452,3.4790,0.3852,-0.0734,0.0668,-0.0539,0.2804,0.0218
5066,0.8588,0.5803,-0.0090,0.6591,-0.9466,-0.0577,2.3127,0.1337,0.2336,0.0763,-0.0859,-0.1002,-0.0936
5067,-0.9440,-0.2539,-0.0286,-0.1464,0.9844,0.0703,3.4154,0.0815,0.2999,0.4525,0.0242,0.0906,0.1305
5068,-0.5144,0.3216,0.0289,0.3637,0.4551,0.0857,3.8114,-0.1218,-0.0011,-0.2350,0.0096,-0.1778,-0.0222
5069,-0.1030,0.7533,-0.0582,0.7116,0.1893,0.0349,4.0492,-0.2218,-0.4476,-0.1065,-0.0200,0.5480,0.0927
5070,0.2939,0.2034,-0.0577,0.3301,-0.2605,-0.0641,3.8555,-0.3733,-0.0481,-0.6598,0.2436,-0.2536,0.0760
5071,0.5333,0.4876,-0.0424,0.5251,-0.4005,-0.1190,3.5710,-0.3432,0.1826,0.3427,-0.1935,0.5104,0.0606
5072,-0.2000,-0.2373,0.0015,-0.3200,0.2369,-0.0622,3.7712,-0.2479,-0.0232,0.2153,0.0039,0.1310,-0.0628
5073,-0.2046,0.2642,-0.0487,0.1943,0.1829,-0.0283,3.9433,-0.1286,-0.5017,0.2685,0.0365,0.1437,0.1317
5074,0.9148,-0.4447,0.0056,-0.5318,-0.8629,0.0712,2.9489,-0.1612,0.0736,-0.1248,0.0067,-0.1844,0.1263
5075,0.0059,0.6289,0.0251,0.6379,0.0381,-0.0507,3.1938,-0.3612,-0.0966,-0.0479,-0.0363,0.1962,-0.0460
5076,-0.2193,-0.6766,-0.0425,-0.6220,0.3829,-0.0884,3.3146,0.0695,-0.1353,-0.0868,0.1905,0.3793,-0.0342
5077,0.5635,0.9300,0.0833,0.7736,-0.8088,0.1633,3.0317,-0.4935,-0.1592,-0.3104,0.0685,0.1142,-0.0875
5078,-0.1618,-0.0036,-0.0082,0.0399,0.1561,0.0358,3.1220,-0.5143,0.0904,-0.4258,-0.1017,0.0638,0.1428
5079,0.5906,-0.8690,-0.0744,-0.9237,-0.5384,-0.0636,2.2392,-0.2368,-0.1944,-0.4352,-0.0518,0.3856,-0.1574
5080,-0.1944,0.8464,0.0839,0.8685,0.0985,0.1682,2.6211,-0.7875,0.3745,-0.4913,-0.0838,-0.1844,0.0549
5081,-0.7620,-0.2660,0.0971,-0.3012,0.7611,0.1900,3.2052,-0.6334,0.5385,-0.3505,-0.0355,-0.6263,0.1581
5082,0.8322,-0.8490,0.0976,-0.6084,-1.1296,0.0532,1.9381,-0.5816,-0.0988,0.4273,-0.0452,0.2391,-0.0002
5083,-0.9170,0.8441,0.0579,0.4404,1.0372,0.0555,3.1406,-0.8409,-0.0967,-0.0891,0.1303,0.1476,0.0404
5084,-0.9999,-0.4820,0.0442,-0.7956,0.7054,0.1285,3.5812,-0.5983,0.2459,0.5583,-0.1542,0.0199,0.0673
5085,-0.3903,0.4848,-0.0508,0.3360,0.5575,-0.1077,4.1405,-0.6432,-0.3227,-0.1034,-0.1131,0.1650,0.0408
5086,-0.5659,0.0011,-0.0204,-0.2773,0.4638,-0.0298,4.5304,-0.4087,-0.5412,-0.2442,-0.0472,0.2757,-0.0807
5087,-0.5872,-0.2192,-0.0152,-0.4179,0.3722,-0.0337,4.9700,-0.3438,-0.1446,0.1245,0.1755,0.2580,-0.0093
5088,0.1909,-0.2561,-0.0118,-0.0598,-0.3155,-0.0349,4.7602,-0.2765,-0.1211,-0.5053,-0.0888,-0.0012,0.0082
5089,0.9106,-0.0593,0.0361,0.2374,-0.9659,0.0750,3.7055,-0.5043,0.0255,-0.0065,-0.0325,-0.2793,0.0565
5090,-0.6970,-0.3820,-0.0020,-0.5581,0.5292,0.0638,4.3491,-0.3658,0.3641,-0.2667,0.0136,-0.1390,-0.0784
5091,-0.9886,-0.4215,-0.0928,-0.8783,0.6134,-0.0523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5092,0.8264,-0.2341,0.0311,0.0921,-0.8483,0.1272,4.1200,-0.2615,0.4187,-0.0114,-0.0711,0.1611,-0.0787
5093,-0.6064,0.5416,0.0193,0.1236,0.7475,0.1148,4.8358,-0.4424,0.0960,-0.3533,0.0324,0.2107,0.2554
5094,0.7677,-0.1933,0.0132,0.3599,-0.6939,0.0568,4.1293,-0.4290,0.2325,-0.1324,-0.0775,-0.3777,-0.0021
5095,0.2585,0.1264,-0.0263,0.2303,-0.0881,-0.0935,3.9317,-0.4473,0.1604,-0.2151,-0.0667,0.0907,0.0605
5096,-0.3749,-0.6244,0.0765,-0.7449,-0.1396,0.1293,4.0934,-0.3338,-0.2090,0.3180,-0.0357,0.0305,0.0428
5097,0.7012,0.7771,0.0488,1.0380,-0.0696,0.0178,3.8123,-0.7436,0.7523,-0.0045,0.0538,0.4613,-0.0206
5098,0.0752,-0.9445,-0.0930,-0.4931,-0.7076,-0.1107,3.1546,-0.3897,-0.2215,0.5399,0.1668,-0.7418,-0.0200
5099,0.7399,0.6626,-0.0363,0.8794,-0.1437,-0.0559,2.9190,-0.7100,-0.3232,-0.1456,-0.0082,0.3095,0.0524
5100,0.9853,0.4627,0.0848,0.9324,-0.6642,0.0808,2.4639,-1.1265,0.0882,-0.2676,0.0379,0.5762,0.0049
5101,0.1536,-0.0403,0.0452,0.0701,-0.0256,0.1270,2.4045,-1.1887,-0.0468,0.0412,-0.0111,-0.0128,0.0066
5102,0.1694,-0.7081,0.0769,-0.2640,-0.6529,0.1712,1.7714,-1.5609,0.7718,-0.5755,0.0160,-0.2424,0.0319
5103,-0.3236,-0.4518,0.0049,-0.6006,-0.1876,0.0021,1.3295,-1.1785,-0.3033,0.1362,-0.0456,0.0230,-0.0395
5104,-0.0162,0.1617,0.0926,-0.0340,0.1109,0.1860,1.4641,-1.2988,0.8763,0.2228,0.0736,0.1254,-0.2992
5105,-0.6986,-0.1326,0.0238,-0.7389,0.2169,0.1095,1.7333,-1.0270,-0.3518,-0.0193,0.0022,0.1339,0.0440
5106,0.8554,0.2832,0.0141,0.9564,0.0370,0.1061,1.7298,-1.7136,0.1736,0.0886,0.1633,0.0201,-0.0232
5107,0.9888,0.1781,-0.0306,0.9341,-0.0807,-0.0209,4.8719,-0.7745,0.0550,0.4314,0.0893,0.0592,-0.0135
5108,0.2197,-0.6178,-0.0751,0.0561,-0.6057,-0.0939,4.3399,-0.6771,0.4342,-0.2265,-0.0119,-0.1466,-0.0724
5109,0.5982,-0.7163,-0.0629,0.3060,-0.9083,-0.0504,3.4715,-0.5004,-0.1292,0.2542,0.0557,0.2794,0.1007
5110,0.1817,0.7195,0.0108,0.4241,0.5616,-0.0045,3.6127,-0.7989,0.0545,0.0103,0.0448,0.0563,0.0162
5111,-0.8485,0.0932,-0.0780,-0.7284,0.4430,-0.0308,4.4221,-0.5967,-0.0751,-0.5151,-0.0906,0.5324,0.1445
5112,-0.3993,0.1167,0.0865,-0.2259,0.2929,0.0291,4.8005,-0.7202,0.1506,-0.0368,-0.1990,-0.3220,0.0241
5113,-0.2519,0.5092,-0.0972,0.0428,0.6103,-0.0956,2.4665,-1.6095,-0.0956,-0.0378,0.0317,-0.4511,0.1224
5114,-0.0654,0.1190,0.0976,-0.0660,0.1969,0.1079,2.4985,-1.7351,-0.3086,0.2031,0.0337,0.7571,0.0539
5115,-0.9721,-0.1976,0.0546,-0.9989,0.2493,-0.0087,2.4257,-1.3574,-0.2348,-0.0777,-0.1807,0.0248,-0.1120
5116,-0.4647,0.6848,-0.0190,-0.1018,0.7627,-0.0180,3.3040,-1.1361,0.5053,0.1210,-0.0135,0.2321,-0.0393
5117,-0.2251,-0.2014,-0.0024,-0.3429,-0.1429,0.0162,3.2234,-1.1595,-0.2024,0.1215,-0.0439,-0.2979,-0.1657
5118,-0.9481,0.4046,0.0471,-0.7335,0.6587,0.1317,3.9492,-1.0694,0.0856,-0.6495,0.1079,0.0535,0.0796
5119,-0.5756,0.4698,0.0459,-0.5407,0.6100,0.0777,4.6245,-1.1251,-0.1537,-0.0051,0.1410,-0.2725,-0.0158
5120,-0.8289,0.3653,0.0994,-0.6601,0.5605,0.1316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5121,0.2225,0.5455,0.0644,0.1700,0.5707,0.0138,4.7508,1.5063,0.1092,0.4472,-0.0120,0.0246,0.1425
5122,-0.0859,-0.1374,-0.0777,-0.1576,-0.1210,-0.1102,4.9552,1.6747,-0.5002,-0.6205,0.1438,0.0801,0.1405
5123,-0.7909,-0.5866,-0.0596,-0.8385,-0.5038,-0.1175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5124,0.7141,-0.8613,0.0765,0.5669,-1.0247,-0.0136,4.6037,-0.7214,0.0511,0.3187,-0.0269,0.6081,0.0491
5125,0.0536,0.9278,0.0894,0.2796,0.9696,0.0627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5126,0.7631,-0.4136,-0.0851,0.7303,-0.5916,-0.0593,4.4427,-0.9167,-0.6988,0.1379,0.0745,0.0155,-0.0275
5127,-0.0346,-0.5512,0.0815,-0.2026,-0.4328,0.0834,4.2444,-1.0307,0.1154,0.0176,-0.1782,0.0572,-0.0954
5128,-0.4786,0.7819,0.0080,-0.4080,0.9456,-0.0612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5129,-0.8801,0.7120,0.0798,-0.7325,0.8965,0.1718,4.8976,1.3043,-0.5087,-0.1686,-0.1092,0.2024,0.0576
5130,-0.3527,-0.0902,0.0356,-0.3161,0.0084,-0.0347,4.8993,1.3870,0.5778,0.2554,-0.0365,-0.7658,0.0570
5131,0.4804,-0.5848,-0.0081,0.4763,-0.6695,-0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5132,-0.4217,-0.6517,-0.0116,-0.4640,-0.6568,0.0311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5133,-0.5619,-0.6057,0.0038,-0.5383,-0.5120,-0.0607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5134,0.7377,0.7396,-0.0417,0.8995,0.7019,-0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5135,0.6788,-0.6603,-0.0794,0.6063,-0.7771,-0.0594,4.2682,-0.9556,0.2938,0.3777,0.0055,0.0304,-0.1329
5136,-0.1451,-0.8083,0.0497,-0.3169,-0.8573,0.0239,3.8575,-0.7076,0.0143,-0.0066,0.0635,0.0455,-0.1190
5137,0.3709,0.8576,-0.0510,0.4389,0.8845,0.0264,4.2156,-1.0065,-0.1168,-0.2520,0.0115,0.0797,0.0112
5138,-0.0467,-0.7345,-0.0624,-0.1444,-0.6435,-0.0697,3.7319,-0.8168,-0.1369,-0.3472,-0.0597,0.2242,0.2234
5139,-0.4554,0.2012,-0.0351,-0.3794,0.2203,-0.1265,4.1241,-0.5464,0.1148,-0.0980,-0.1263,0.1864,0.0793
5140,-0.7736,0.0499,-0.0613,-0.7697,0.2999,-0.0313,4.9063,-0.4889,-0.2308,-0.4577,-0.0849,-0.0153,-0.0659
5141,0.3460,0.3758,-0.0768,0.4109,0.3267,-0.0314,4.9696,-0.6385,-0.0371,0.1790,0.2161,0.0277,-0.0653
5142,-0.5530,0.6289,0.0086,-0.3177,0.8654,0.0552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5143,-0.1881,-0.2639,0.0283,-0.3032,-0.2700,0.1050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5144,0.7156,0.8272,-0.0535,0.8852,0.5845,0.0246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5145,0.4903,-0.9901,-0.1000,0.2297,-1.1412,-0.1026,4.6947,-0.6339,0.6410,0.0005,0.0353,0.4020,-0.0744
5146,0.8341,0.7694,-0.0522,0.9851,0.4090,0.0162,4.7174,-1.0404,0.3343,0.1807,0.2155,-0.6266,-0.0543
5147,-0.8410,0.8295,-0.0584,-0.4976,1.1065,-0.1447,4.8361,1.9248,-0.2955,-0.2394,-0.0417,0.2440,0.0572
5148,0.0574,-0.3074,-0.0489,-0.0862,-0.2665,-0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5149,-0.8260,0.3959,0.0650,-0.4761,0.7702,-0.0303,4.3329,1.9340,-0.1867,-0.4439,0.0067,0.2536,-0.0662
5150,-0.3949,-0.2392,0.0262,-0.4502,-0.0010,0.0733,4.5660,1.6115,0.3131,0.3598,-0.0250,0.1107,-0.0447
5151,0.7510,0.5910,0.0196,0.9974,0.2125,0.0392,4.0159,1.9367,0.0559,0.1264,0.0032,0.4292,0.0042
5152,-0.8156,0.6345,-0.0453,-0.5818,0.9662,-0.0969,3.2891,1.8481,-0.2522,0.5821,-0.0255,0.3345,-0.0541
5153,-0.1159,0.5162,-0.0103,0.1165,0.5254,-0.0319,2.6960,1.8386,-0.0180,-0.1836,0.0334,-0.5362,-0.0772
5154,-0.9755,0.2241,0.0027,-0.7994,0.7334,0.0038,2.4417,1.3787,0.1623,0.0806,-0.1303,0.0795,-0.0650
5155,0.8933,0.2615,0.0954,0.8069,-0.2221,0.1526,2.2670,1.5214,0.2544,-0.2627,-0.0181,0.2325,-0.0119
5156,0.2855,-0.4331,0.0595,0.1636,-0.6163,-0.0339,2.8467,1.7078,-0.2090,0.4869,0.0600,0.7544,-0.1526
5157,-0.4084,-0.3167,-0.0020,-0.4380,-0.2490,-0.0638,3.1345,1.7717,0.0980,-0.1625,-0.2207,-0.5774,0.0780
5158,-0.5310,-0.1979,0.0614,-0.6896,0.0003,0.0143,3.3085,1.4633,-0.0181,0.1583,0.1363,0.4525,0.1656
5159,0.4195,0.5711,0.0859,0.6158,0.3167,0.0150,2.8578,1.6870,0.4452,-0.1165,0.0545,-0.7504,-0.0434
5160,-0.4709,-0.9087,0.0581,-0.8031,-0.7283,0.1388,3.8371,1.2332,0.0870,-0.4401,-0.1155,-0.3961,0.1467
5161,-0.7625,-0.2617,0.0236,-0.7351,0.0266,-0.0449,4.9522,2.8895,-0.2476,-0.2811,0.2426,-0.0544,-0.0946
5162,0.7124,-0.5101,-0.0122,0.5917,-0.6637,0.0548,4.4006,1.4308,0.3443,-0.0683,0.0853,-0.0196,-0.0281
5163,0.9314,0.5635,0.0491,1.0076,0.3092,0.1117,3.7155,1.5263,-0.1369,0.1356,0.0858,-0.1058,-0.0232
5164,-0.7742,-0.4717,0.0892,-0.9211,-0.3906,0.0440,4.5304,1.1923,-0.3222,-0.2272,-0.1254,-0.3708,-0.0038
5165,0.2855,0.7603,-0.0761,0.4320,0.6795,0.0051,3.6820,1.1927,0.4734,-0.0067,0.0690,0.1321,-0.0276
5166,-0.2683,0.2237,0.0560,-0.1561,0.2453,0.0196,3.5601,1.2458,0.3561,0.0679,-0.0479,-0.2698,-0.0186
5167,0.0405,-0.8246,-0.0277,-0.0980,-0.7578,0.0109,4.1966,1.3050,0.2470,-0.1556,0.0488,0.1039,0.2322
5168,-0.4987,0.7134,0.0577,-0.5144,0.8290,0.0545,3.7761,0.9542,0.1890,-0.0972,-0.2142,0.5858,0.0037
5169,-0.1248,-0.6255,-0.0517,-0.1535,-0.6114,-0.1442,4.3547,1.1033,-0.3333,-0.1934,-0.0492,0.4006,-0.0133
5170,0.1671,-0.4579,0.0407,0.1293,-0.4256,-0.0221,4.7945,1.2249,0.3847,-0.1170,-0.0609,-0.1962,-0.0189
5171,0.5739,-0.1690,0.0237,0.6172,-0.2712,-0.0407,4.6922,1.4510,-0.5079,0.0205,0.0537,-0.5576,-0.0491
5172,0.7458,-0.5427,0.0310,0.5379,-0.7039,-0.0682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5173,0.9587,-0.8947,0.0630,0.7129,-1.1196,0.0597,4.6551,-0.8321,0.5904,-0.0144,-0.0208,-0.1165,-0.1171
5174,-0.8904,0.3087,0.0798,-0.7090,0.5156,-0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5175,0.0936,-0.1928,-0.1000,-0.0076,-0.1279,-0.0349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5176,0.8680,0.2222,-0.0962,0.9510,-0.0045,-0.1142,4.8365,-0.8131,0.1423,0.5041,0.1090,-0.1813,0.0933
5177,-0.8424,-0.7630,-0.0946,-0.9963,-0.3498,-0.1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5178,0.0426,-0.5032,-0.0877,-0.3114,-0.4613,-0.1521,4.8515,-0.1379,-0.3869,-0.0307,-0.1555,0.1053,-0.0537
5179,-0.7903,0.8435,0.0627,-0.0956,1.1481,-0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5180,-0.7887,0.9006,-0.0195,-0.1450,1.1389,0.0487,4.6623,1.7150,-0.0621,-0.0592,0.0509,-0.2278,0.1066
5181,-0.6757,-0.5502,0.0897,-0.7558,-0.0360,0.1167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5182,-0.9680,-0.8336,0.0676,-1.2869,-0.3193,0.0462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5183,0.4332,-0.7127,0.0201,0.1522,-0.8266,-0.0747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5184,0.4000,-0.1574,-0.0516,0.2561,-0.4033,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5185,-0.0586,-0.1615,0.0370,-0.2052,-0.1670,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5186,0.7211,-0.6558,0.0387,0.3589,-0.9084,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5187,-0.0185,-0.9957,0.0159,-0.4148,-0.8334,-0.0829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5188,0.6195,0.7272,0.0966,0.8574,0.3493,0.1246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5189,-0.0858,0.6450,-0.0296,0.1718,0.5894,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5190,0.5064,-0.9959,-0.0976,0.0708,-1.2024,-0.0640,4.6944,-0.0902,0.0585,-0.2167,0.0461,-0.1746,0.0152
5191,0.6998,-0.1210,-0.0427,0.6341,-0.4036,0.0157,4.0752,-0.1258,-0.0278,0.2630,0.1544,-0.1035,-0.0180
5192,-0.8367,-0.2665,0.0827,-0.9812,0.0669,0.0662,4.9909,0.0126,-0.0455,0.2587,-0.0560,0.0115,0.0098
5193,0.1497,-0.6038,0.0172,-0.0087,-0.6071,0.0700,4.7318,-0.0372,0.0550,0.2001,0.1111,0.6136,-0.0486
5194,-0.8334,0.6746,-0.0425,-0.6292,0.8092,-0.0973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
