Step,u_k_x,u_k_y,u_k_theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
799,0.8216,-0.8105,-0.0952,-0.3775,1.0805,-0.0041,3.3920,-2.6134,-0.3715,0.0908,0.1129,-0.6689,0.0889
800,-0.9035,-0.4688,-0.0202,1.0371,0.0903,-0.1174,4.1603,-2.3698,-0.3922,-0.2794,0.0337,-0.2683,0.1293
801,0.7174,-0.1219,0.0758,-0.6004,0.4778,0.0045,4.7572,-2.4265,-0.0057,0.1092,0.1394,-0.2558,-0.0192
802,0.1534,0.0937,0.0422,-0.2630,0.0402,0.0366,3.1107,-2.7388,-0.2111,0.3367,0.0343,0.2931,-0.0653
803,0.8119,-0.9180,-0.0876,-0.2544,1.2127,0.0057,3.7346,-3.0955,0.6295,0.3845,-0.0822,-0.1636,0.0354
804,-0.5139,-0.9406,-0.0318,0.7988,0.6257,-0.0912,4.7233,-2.9662,0.3051,-0.1843,-0.0434,0.7117,-0.0257
805,0.8830,0.0953,0.0438,-0.7984,0.3003,-0.0518,4.2189,-3.1341,-0.0971,0.3682,-0.2053,0.3183,0.0378
806,0.8812,0.3542,-0.0159,-0.8436,0.2190,-0.0880,4.9154,-3.0693,-0.1754,-0.1179,0.1675,-0.0598,-0.0603
807,0.6947,-0.7312,-0.0333,-0.0715,1.0582,0.0396,4.9674,-0.6861,-0.3866,-0.1508,-0.0424,0.1271,-0.0554
808,0.9269,0.5885,-0.0378,-1.0970,0.0238,-0.0851,4.3481,-4.6194,-0.6103,0.0179,-0.0764,0.1595,-0.0174
809,-0.5192,-0.6109,0.0456,0.7806,0.1162,0.1121,4.8480,-4.7838,0.4360,0.1802,0.0281,0.3751,0.0382
810,-0.9997,-0.1805,-0.0983,0.9343,-0.5335,-0.1098,4.9378,-3.0042,-0.7485,-0.3213,0.0621,0.3441,0.1352
811,0.6353,-0.2050,-0.0820,-0.3701,0.6494,-0.0619,4.7798,-0.3957,0.3265,-0.5204,-0.0238,0.3299,-0.0418
812,0.6554,-0.9923,0.0348,0.3037,1.1948,0.0107,4.8873,-0.1320,-0.4891,0.0061,-0.1814,-0.1229,-0.0238
813,0.1066,-0.4291,0.0753,0.1503,0.3255,0.0794,4.7145,-0.2693,0.0115,-0.0782,-0.1750,-0.1971,-0.1250
814,0.1596,-0.1171,0.0842,-0.0213,0.2765,0.1403,4.3988,-0.2979,-0.0375,-0.0640,-0.0588,0.5757,0.1385
815,0.7991,-0.3016,-0.0932,-0.4865,0.7283,-0.1423,3.6345,-0.2034,-0.3633,-0.5765,-0.0853,-0.2609,-0.0028
816,0.8165,0.2582,0.0821,-0.8053,0.3254,-0.0135,2.9765,-0.2643,-0.0499,0.6568,-0.1495,-0.3509,-0.0117
817,-0.6475,0.6868,0.0598,0.0325,-0.9805,-0.0075,3.7746,-0.3847,-0.3942,-0.0455,-0.0075,-0.3682,0.0668
818,-0.1367,0.7074,0.0690,-0.2852,-0.5756,-0.0108,4.1925,-0.6130,0.8971,0.1088,-0.0600,-0.2393,0.0317
819,-0.2161,0.4182,0.0763,-0.0576,-0.4544,0.0641,4.6161,-0.6387,0.0598,0.2068,0.1242,0.0994,-0.0039
820,-0.8089,0.3575,-0.0400,0.4226,-0.7758,0.0308,4.9723,-4.7505,0.1988,0.5852,0.0300,0.3133,0.0320
821,0.8324,-0.5600,0.0868,-0.1934,0.9659,0.1251,4.4976,-0.7812,0.2952,0.0057,-0.0413,0.4814,0.0273
822,0.4317,0.2116,0.0144,-0.3814,0.0757,-0.0521,4.4413,-0.7888,-0.0669,-0.5584,0.0247,0.6853,0.0599
823,0.5788,0.1511,-0.0627,-0.5098,0.1610,0.0023,4.0617,-0.9385,-0.0951,0.4466,0.0244,-0.0016,-0.0647
824,-0.3736,-0.0413,-0.0816,0.4613,-0.1388,-0.1738,4.2631,-0.5828,-0.1633,0.0781,-0.1678,0.3732,-0.2212
825,-0.8226,0.5249,-0.0486,0.2243,-1.0075,-0.0730,4.8267,-4.4634,0.0102,-0.7173,-0.0070,-0.2418,-0.0049
826,0.4410,0.1890,-0.0414,-0.5124,0.2346,-0.0519,4.5996,-4.3893,-0.2435,0.0519,-0.1604,-0.0201,0.1813
827,-0.5061,-0.8198,0.0600,0.9342,0.1132,0.1344,4.1907,-0.7678,0.5229,1.1031,-0.0323,-0.2107,-0.0356
828,-0.4531,-0.9929,0.0824,1.0928,0.4173,0.0138,3.9683,-0.4501,0.0270,0.5989,0.1052,0.1426,0.0548
829,-0.4787,-0.5123,-0.0352,0.7122,0.0062,0.0405,4.4412,-0.2964,-0.1545,-0.4482,0.1495,-0.2394,-0.0103
830,-0.6928,0.1008,-0.0822,0.5870,-0.5015,-0.0360,4.8369,-3.4401,-0.1614,-0.0779,-0.1526,-0.0395,0.1600
831,0.3566,-0.5866,-0.0557,0.0328,0.6527,-0.0292,4.6948,-0.1577,-0.3029,0.2258,-0.0318,0.0229,-0.0797
832,0.1707,0.5745,0.0829,-0.5033,-0.2019,0.0420,4.4375,-0.3703,-0.4464,-0.3288,-0.0413,0.1638,-0.0112
833,0.5364,-0.5930,-0.0121,0.0853,0.7748,0.0009,3.9829,-0.1515,0.7523,-0.2343,0.0654,0.3148,-0.1877
834,0.8266,0.6404,-0.0030,-1.0339,0.0577,-0.0174,4.4031,-0.2065,0.1481,-0.0609,-0.1482,0.3076,0.0849
835,-0.8496,-0.5048,-0.0550,0.9527,-0.0826,-0.0256,3.9252,-0.0445,0.2718,-0.1327,-0.1845,0.3453,-0.0181
836,0.4579,0.8409,0.0493,-0.8536,-0.3320,-0.0472,4.8385,-0.2575,-0.3913,0.0532,0.2144,-0.0120,-0.1537
837,0.5539,0.5841,-0.0360,-0.8338,0.0601,0.0116,4.4519,-0.3739,0.3158,0.3180,0.0242,-0.2417,0.0158
838,0.0290,-0.6489,0.0346,0.4948,0.5444,0.0453,4.2503,-0.1414,-0.3657,-0.3379,0.1501,0.1228,-0.1210
839,-0.4091,-0.3569,-0.0602,0.6364,0.0031,-0.1540,4.5576,0.0552,0.2196,0.3074,-0.0271,0.2682,-0.0231
840,-0.0064,0.1128,0.0409,-0.0370,-0.0089,0.0692,4.6274,0.0368,-0.4591,-0.2418,0.0748,0.3889,0.0092
841,-0.3029,-0.2152,-0.0511,0.3597,-0.0011,-0.0118,4.7340,0.1124,0.1140,0.1418,0.1210,0.1325,0.1779
842,0.2816,0.4170,-0.0364,-0.5640,-0.1023,-0.1363,4.5147,0.0372,0.4023,0.6658,0.0839,0.1509,-0.0009
843,-0.0059,-0.9250,-0.0996,0.7012,0.5456,-0.1196,4.6603,0.4286,-0.1724,0.3612,0.2080,-0.6069,0.0024
844,-0.7905,-0.6147,0.0862,0.9504,-0.4773,0.0542,4.2587,0.3201,0.3838,-0.1019,-0.0316,-0.2372,-0.0215
845,0.1459,0.8427,-0.0333,-0.8248,-0.1961,-0.0938,3.8828,0.2086,-0.0618,0.0742,-0.0759,0.1754,0.0651
846,0.2693,-0.9511,0.0917,0.8187,0.5851,0.0587,4.1307,0.5080,0.9231,-0.3540,-0.0186,-0.5475,0.0822
847,-0.1600,0.9853,-0.0968,-0.8465,-0.6945,-0.0972,3.8467,0.2602,-0.1639,0.3832,0.0866,-0.3946,0.0526
848,-0.6040,0.8802,0.0307,-0.6128,-0.8994,0.0479,4.3982,0.0486,-0.3166,-0.1931,0.2119,0.5521,-0.0562
849,-0.9598,-0.0861,0.0347,0.4477,-0.7861,0.0242,4.7974,-2.9485,-0.0906,-0.3507,-0.1177,-0.4560,-0.1312
850,-0.6697,-0.2715,0.0210,0.5622,-0.5385,0.0335,4.9580,-2.6289,-0.3670,0.4304,0.0338,-0.0011,0.1018
851,-0.0445,-0.5136,0.0670,0.4160,0.1041,0.0957,4.7730,-2.6783,-0.3261,0.0671,0.0819,0.1614,0.1287
852,-0.9162,-0.5360,-0.0640,1.0676,-0.4554,-0.1089,3.5166,-2.7406,0.2681,0.1559,-0.0093,-0.0855,-0.0160
853,0.2643,0.6494,0.0469,-0.7407,-0.0869,0.1357,4.1385,-2.7973,0.3263,0.2886,-0.0597,-0.0176,0.0417
854,0.5910,0.3917,-0.0434,-0.6654,0.2578,-0.0565,4.8856,-2.6860,-0.1753,0.0134,0.0897,-0.3351,0.0532
855,0.4689,0.1818,-0.0352,-0.3150,0.2733,-0.0494,4.2061,-3.0243,-0.6397,0.1857,0.0358,0.0758,0.0376
856,0.8682,0.6796,-0.0572,-1.0235,0.3614,0.0426,4.3525,-2.4650,0.5078,-0.3102,-0.0841,-0.0553,0.0387
857,-0.2739,0.9675,0.0072,-0.6183,-0.6669,0.0606,4.6942,-4.7060,-0.4584,-0.2890,0.0475,-0.0159,-0.0864
858,-0.2444,-0.4884,0.0724,0.5502,0.1346,0.0759,4.9513,-2.9323,0.0624,0.1926,0.0140,-0.1331,0.0904
859,-0.2451,-0.9898,0.0692,0.9765,0.3717,-0.0002,4.4447,-3.1487,0.2119,0.5488,0.0749,0.1622,-0.0265
860,0.3446,-0.5719,0.0967,0.3530,0.6125,0.1393,4.6967,-3.3688,-0.0617,0.1810,-0.0215,0.0598,-0.0074
861,0.7546,-0.5852,-0.0994,-0.2595,0.9302,-0.1156,4.2418,-0.1272,-0.1239,0.5015,0.0006,0.3015,-0.1816
862,0.6777,-0.0692,0.0060,-0.4184,0.4425,0.0464,4.9796,-0.0733,-0.1790,0.5560,0.0513,0.3610,0.0574
863,0.6954,-0.9329,-0.0530,0.1288,1.0905,-0.0131,4.2357,0.1232,-0.5708,0.0549,-0.0779,-0.1182,0.2736
864,0.7868,-0.1389,-0.0727,-0.3122,0.6851,-0.0679,3.6115,0.3555,0.1127,0.1174,-0.2051,0.4758,-0.0558
865,-0.6116,0.4492,0.0652,0.0962,-0.8137,0.0225,4.3043,0.1785,0.1035,-0.3214,0.0637,0.5489,0.0253
866,-0.3337,-0.4084,0.0033,0.4453,-0.0426,-0.0943,4.6449,0.1934,-0.1971,0.0234,-0.0369,-0.2756,-0.0279
867,-0.4106,-0.0780,0.0844,0.3272,-0.2268,0.1016,5.0259,0.2032,0.0931,0.4333,0.2647,0.4585,0.0560
868,-0.2741,-0.2331,-0.0650,0.3996,0.0437,-0.0038,3.9249,0.2290,0.1413,0.1879,0.0148,-0.0711,0.1010
869,0.7073,-0.6941,0.0888,-0.0375,0.9790,0.0101,4.8134,0.4078,0.0643,0.6978,-0.1049,-0.2819,0.2049
870,0.9117,-0.4655,-0.0547,-0.3045,0.9849,-0.0962,4.1107,0.6083,0.4339,-0.3685,-0.1117,0.4900,0.0182
871,-0.5550,0.8074,-0.0709,-0.2945,-0.8294,-0.0366,4.0948,0.4544,-0.0319,-0.1080,-0.1409,0.5056,-0.0187
872,0.5751,-0.5946,0.0929,0.1331,0.7210,0.0723,3.9687,0.6823,-0.5182,0.2131,0.1601,-0.3733,-0.0241
873,0.7816,0.4705,0.0355,-0.7947,0.3545,0.0112,3.0478,0.6118,-0.0862,0.0482,-0.0205,-0.1320,-0.1688
874,-0.7521,0.5116,0.0235,0.0061,-0.8363,-0.0101,3.4044,0.4870,-0.0898,-0.1733,-0.0078,-0.0761,0.0727
875,0.7584,-0.2894,-0.0129,-0.2373,0.8674,0.0520,2.9740,0.5853,0.2271,-0.0261,-0.1130,0.2183,-0.1029
876,0.4054,-0.6961,-0.0871,0.2991,0.7314,-0.0221,3.0981,0.8489,0.0074,-0.0641,-0.1075,0.4424,-0.0210
877,-0.7689,0.4989,0.0594,0.1208,-1.0114,0.0314,3.3410,0.5805,0.1211,-0.1472,-0.2537,-0.4079,-0.0039
878,0.6205,-0.2693,0.0403,-0.2425,0.7376,0.1122,2.8885,0.5945,0.5995,0.4841,0.0736,0.0131,-0.2141
879,-0.4234,0.1452,0.0516,0.1572,-0.3740,0.0065,3.1940,0.4828,0.3814,0.1399,-0.0401,0.5275,-0.0176
880,-0.2478,0.6907,0.0187,-0.3104,-0.5704,0.0975,3.1585,0.1321,0.5936,-0.4189,-0.0020,-0.1105,0.0987
881,-0.1490,-0.0281,0.0576,0.0988,0.0153,0.0160,3.1552,0.2424,0.2177,-0.4726,0.0126,-0.2216,0.0059
882,0.3624,0.4752,-0.0893,-0.5682,-0.0755,-0.0825,2.7297,0.2390,-0.3371,-0.0496,0.0357,0.0474,0.1146
883,-0.6977,0.3280,-0.0221,0.3081,-0.5750,0.0684,3.3084,0.0368,0.2545,0.5451,0.0907,-0.6801,-0.0817
884,0.5182,0.7257,0.0237,-0.7900,-0.2064,0.0076,2.9093,-0.3145,0.3578,-0.2908,-0.0098,-0.0604,-0.0063
885,-0.6348,-0.6883,-0.0745,1.0317,0.2184,-0.0893,3.3754,0.0365,0.9383,0.0855,0.0161,0.3778,-0.0311
886,0.8081,0.7638,0.0426,-1.1034,-0.1713,0.0040,2.8134,-0.1230,-0.1240,-0.7387,0.1499,0.0334,-0.0639
887,0.1371,-0.0305,-0.0819,-0.0503,0.0304,-0.1722,2.7524,-0.0603,0.2253,0.2604,-0.0371,0.0854,0.2395
888,0.4484,-0.3925,-0.0221,0.0669,0.5634,0.0181,2.4210,0.0977,0.0117,-0.1947,-0.0232,-0.3013,0.0387
889,-0.6671,-0.5628,-0.0498,0.8281,-0.0618,-0.0060,2.9968,0.3593,0.0497,-0.0418,0.0551,-0.1085,-0.0469
890,-0.1166,0.4169,0.0063,-0.2315,-0.3300,0.0177,3.0691,0.2165,0.3137,-0.2215,-0.1025,-0.3606,-0.0366
891,-0.8858,-0.9132,0.0169,1.3342,-0.0123,0.0156,4.1990,0.3747,-0.4742,-0.2459,-0.1233,0.1605,0.0552
892,0.7173,-0.3150,0.0919,-0.2830,0.6907,0.0813,3.5739,0.3330,0.1481,0.0944,0.0562,-0.7010,0.0069
893,-0.2855,0.2672,-0.0624,0.0089,-0.4614,-0.0521,3.9006,0.2899,0.3530,-0.3138,-0.0666,-0.1890,0.1082
894,0.9066,0.1263,0.0609,-0.7631,0.5281,0.1115,3.0078,0.3516,0.6517,-0.3216,0.0075,-0.1786,-0.0354
895,0.0285,0.4325,-0.0631,-0.2616,-0.3420,-0.0808,2.9064,0.1914,-0.6842,0.6679,0.1960,0.1394,0.0970
896,-0.9343,0.2992,0.0766,0.4966,-0.8858,0.0730,3.7950,0.0180,-0.2528,-0.1811,-0.0724,-0.0245,0.0315
897,-0.4152,-0.0273,0.0717,0.2979,-0.2529,0.0163,4.2425,-0.0078,-0.6998,-0.0268,0.0896,-0.1515,-0.0312
898,0.7468,-0.7972,-0.0368,-0.1034,1.1473,-0.0896,3.4037,0.3676,-0.1794,-0.2821,0.0214,-0.0319,0.1010
899,-0.0946,0.9824,-0.0907,-0.6625,-0.7959,-0.0379,3.3204,-0.0235,-0.1871,0.2619,-0.0364,0.0310,-0.1475
900,0.2376,0.1671,0.0928,-0.2170,0.1039,0.1273,3.0967,-0.1340,0.0545,-0.3622,0.0413,0.0289,-0.0939
901,-0.0870,0.8291,0.0706,-0.4678,-0.8136,0.1647,3.3768,-0.4156,0.0670,-0.5148,-0.0743,-0.2340,0.1540
902,-0.2828,-0.4144,0.0398,0.4111,0.3344,0.1089,3.4776,-0.4435,0.0379,0.0423,-0.0881,0.5468,0.2000
903,0.1440,-0.6519,-0.0388,0.1138,0.5638,0.0253,3.0833,-0.4269,0.1645,-0.4637,-0.0553,-0.1051,-0.0249
904,0.2842,-0.5236,0.0030,-0.1075,0.5931,-0.0375,2.5987,-0.1176,0.2230,0.2407,-0.1554,0.2176,0.0313
905,0.1726,0.3182,0.0020,-0.2496,-0.3250,-0.0116,2.6257,-0.2239,-0.3771,-0.0452,0.0033,0.2710,-0.1551
906,0.0823,-0.4964,-0.0495,0.1969,0.4593,-0.0781,2.5892,-0.0856,0.0909,-0.0633,-0.0746,0.0347,0.0843
907,-0.2623,-0.6689,0.0619,0.5200,0.4692,-0.0005,2.7261,0.2845,0.1305,0.0572,-0.0641,0.0319,-0.0448
908,-0.4188,0.5418,-0.0353,0.0955,-0.6318,-0.0693,3.1111,0.0719,0.1068,0.2636,0.0277,0.0555,0.0321
909,0.0489,-0.6010,-0.0218,0.3211,0.4880,-0.0369,3.1520,0.2482,0.0493,0.0099,-0.0366,-0.2719,0.0772
910,-0.5193,0.7684,0.0659,0.0571,-0.8944,0.0691,3.6481,0.1001,-0.0639,0.0693,0.0027,-0.3860,0.2736
911,-0.2295,-0.2919,-0.0120,0.4609,0.1502,-0.0956,4.0590,0.0964,0.1964,0.3016,0.0371,-0.1245,-0.0118
912,-0.4596,-0.0711,-0.0678,0.3946,-0.1899,-0.1292,4.4225,0.3969,-0.0697,0.5071,-0.0766,0.1255,-0.0562
913,-0.9120,0.7935,0.0480,0.0880,-1.1487,-0.0073,3.7658,0.0598,-0.3053,-0.2096,0.1049,0.6488,-0.0133
914,0.6715,-0.9859,0.0128,0.2701,1.0837,0.0042,4.7548,0.3822,0.3960,-0.2314,-0.0417,-0.4629,0.0221
915,0.6881,0.5466,-0.0136,-0.9110,0.0088,-0.0440,3.9480,0.2927,0.2656,0.0615,0.0724,0.3334,0.1754
916,-0.1909,0.6552,-0.0121,-0.2520,-0.5919,-0.0858,4.0959,0.2768,0.1200,0.0175,-0.0196,0.0168,0.0179
917,-0.0205,0.1173,0.0302,-0.1020,-0.2197,0.1077,4.1540,0.1037,0.0949,0.0498,-0.0616,-0.1045,0.0476
918,0.4300,-0.0841,-0.0747,-0.2118,0.3250,-0.0261,3.8932,0.1013,0.2272,-0.3321,0.0398,-0.3501,0.0395
919,0.9364,0.3281,0.0293,-0.9507,0.5246,-0.0578,2.6828,0.0413,0.0131,-0.0896,0.0173,0.1545,0.0306
920,0.9662,0.7275,0.0903,-1.2462,0.3459,0.0901,1.7889,-0.3542,0.2643,0.7025,0.1294,-0.2724,0.0210
921,0.4711,-0.1469,-0.0968,-0.2624,0.4263,-0.1512,1.3117,-0.3666,-0.3772,-0.1182,-0.1403,-0.0517,0.1397
922,-0.7684,0.3094,-0.0670,0.2574,-0.8054,-0.0406,2.2294,-0.1803,0.3819,-0.4763,0.0370,0.6830,-0.2013
923,-0.0973,-0.6645,-0.0301,0.5520,0.3556,-0.0635,2.1370,0.1691,0.1114,0.0859,0.0532,-0.1216,-0.1169
924,0.0194,-0.9600,-0.0599,0.7304,0.4645,0.0049,2.2767,0.4301,0.0011,-0.1318,-0.0999,0.5123,-0.0850
925,-0.1058,0.8546,0.0322,-0.6587,-0.6044,0.0192,2.2062,0.0104,0.1052,0.3244,-0.1475,0.0865,0.1081
926,-0.0169,0.0595,0.0093,-0.0443,-0.1229,-0.0471,2.3925,0.1026,0.2638,-0.4198,-0.0224,-0.0886,0.1468
927,-0.1883,0.2186,0.0105,-0.1255,-0.3029,0.0954,2.4838,-0.1318,0.5842,-0.1927,0.0735,0.1951,-0.1921
928,-0.1515,0.2962,-0.0755,-0.1621,-0.1768,-0.1326,2.5383,-0.0125,-0.1539,0.4900,-0.0666,0.0457,-0.1418
929,0.1336,-0.6790,-0.0720,0.5506,0.3746,-0.0601,2.4687,0.1906,-0.3743,-0.8951,0.1864,0.2744,-0.0339
930,0.1474,0.3209,-0.0028,-0.4154,0.0808,0.0971,2.1792,0.0303,-0.1824,0.7217,0.0701,-0.1631,0.0287
931,-0.0141,0.1189,0.0967,-0.0436,-0.1101,0.0044,2.2635,-0.0983,-0.0010,0.2249,0.0282,-0.1760,-0.0224
932,-0.3090,-0.1513,-0.0375,0.2570,-0.1517,-0.0855,2.4851,0.1838,-0.3287,-0.0770,0.0279,-0.2955,-0.2239
933,0.1089,0.7437,-0.0404,-0.7076,-0.1592,0.0446,2.5127,-0.3074,-0.2182,0.1728,-0.1128,-0.1210,0.1320
934,-0.1363,-0.4738,0.0982,0.4825,-0.0241,0.0193,2.5937,-0.0633,-0.1761,-0.4410,0.2861,0.2841,-0.0082
935,0.7890,0.7475,-0.0183,-1.0382,0.3326,0.0754,2.0008,-0.5300,0.3710,-0.1275,0.0638,-0.1221,0.0452
936,0.1289,-0.3649,0.0696,0.3250,0.3590,-0.0078,1.7354,-0.3757,0.2257,-0.0669,0.0342,0.3274,-0.0601
937,-0.0668,0.3197,-0.0127,-0.3161,-0.1866,-0.0432,1.8230,-0.5696,-0.0432,-0.2228,0.0755,-0.1328,-0.1251
938,-0.0738,0.6608,0.0536,-0.5614,-0.4413,0.0485,2.3478,-0.7799,-0.5299,0.2765,-0.0399,0.2428,0.1427
939,-0.3614,-0.5581,0.0758,0.6306,0.0542,0.0124,2.3395,-0.5196,0.5448,-0.1833,-0.0392,0.5581,0.0245
940,-0.0373,-0.0693,0.0141,0.0124,-0.0017,0.0654,2.3646,-0.5181,0.1860,-0.4124,-0.0646,-0.2575,-0.0497
941,-0.5565,0.4932,0.0956,-0.0221,-0.6508,0.1954,2.8514,-0.8510,-0.2900,0.3974,-0.1795,0.4737,0.0268
942,0.4965,-0.3589,-0.0965,-0.2057,0.6459,-0.0988,2.2552,-0.7960,-0.6860,-0.1791,0.0358,0.0075,0.0700
943,0.2808,0.8606,0.0672,-0.8541,-0.2776,-0.0237,2.7141,-1.0290,0.2010,-0.3712,0.0840,0.0862,0.0326
944,0.8102,-0.4818,-0.0867,-0.1999,0.9381,-0.1089,2.0913,-1.1342,-0.2493,0.0882,0.0823,0.1071,-0.0457
945,0.5111,-0.0526,0.0893,-0.2779,0.3402,0.0769,2.0002,-1.4294,-0.0976,-0.4309,-0.0486,-0.0022,-0.0404
946,0.6927,-0.0284,0.0478,-0.3487,0.6265,-0.0462,1.9590,-1.8686,0.3033,0.1791,-0.0379,0.0303,-0.0862
947,-0.4018,-0.0862,0.0954,0.3201,-0.3295,0.0024,1.7800,-1.5415,-0.0001,0.1393,0.0011,-0.0267,0.2372
948,0.6235,-0.5211,0.0749,0.0806,0.8950,-0.0053,1.4027,-2.1911,-0.0959,-0.3035,0.2481,0.6502,0.0027
949,-0.7939,0.1101,-0.0334,0.3846,-0.6685,0.0281,1.3087,-1.4705,0.5098,0.1305,0.0229,0.5567,0.0916
950,0.5145,0.1422,-0.0531,-0.3559,0.3564,0.0380,1.4647,-1.9693,0.1571,0.0624,0.1415,-0.2865,0.1181
951,-0.7455,-0.6773,-0.0023,0.9122,-0.1693,0.0052,0.6707,-1.4233,0.0366,0.1179,0.1352,0.1113,-0.0977
952,0.3466,0.5758,0.0970,-0.5354,-0.0994,0.0979,1.2606,-1.6603,0.4208,-0.5838,-0.1597,0.2231,-0.0637
953,-0.8584,-0.6210,0.0534,0.9816,-0.1937,0.1492,0.9409,-0.8815,-0.2046,0.4441,0.2641,0.0462,-0.1427
954,-0.7372,-0.5384,-0.0144,0.9689,0.0053,0.0350,1.2550,-0.2009,-0.4131,-0.0243,-0.0337,-0.6574,0.0347
955,-0.7831,0.6335,-0.0404,0.2399,-1.0253,-0.1141,2.1880,-0.3455,-0.2828,-0.2841,0.0896,-0.1435,-0.1148
956,-0.9707,0.6204,-0.0192,0.3642,-1.1126,-0.0129,3.4188,-0.3545,0.2420,0.2395,-0.1662,0.2075,0.0285
957,-0.0133,0.2043,0.0801,-0.1319,-0.1546,0.1154,3.5208,-0.6274,0.2718,0.1044,0.0352,0.2299,-0.1397
958,0.5819,-0.0484,0.0671,-0.4478,0.4704,0.0658,2.9002,-0.6943,-0.2681,0.4146,-0.0702,0.0171,0.0628
959,-0.5578,-0.7979,-0.0160,0.9441,0.3714,0.0574,3.0261,-0.4137,0.0425,0.4962,-0.0066,0.0238,-0.0567
960,-0.4517,0.5752,-0.0379,0.2056,-0.6786,0.0436,3.7588,-0.4747,0.0622,-0.3067,-0.2241,0.1360,-0.1580
961,-0.7214,-0.8361,0.0789,1.0651,0.3594,0.0628,4.2146,-0.3671,-0.2696,0.1438,0.0001,-0.0436,-0.0723
962,-0.1811,-0.7291,0.0921,0.4554,0.6220,0.1914,4.2583,-0.3679,-0.3383,0.1625,0.1752,-0.4743,0.0803
963,-0.2975,-0.7950,0.0090,0.5367,0.7709,-0.0713,4.4260,-0.0414,-0.1420,-0.0639,-0.0005,-0.1574,0.1423
964,-0.4419,-0.3388,-0.0373,0.4452,0.1321,-0.0393,4.8912,-2.1142,0.2971,-0.0986,-0.0931,0.6400,-0.1430
965,0.4797,0.3560,0.0849,-0.5605,-0.2007,0.0573,4.3949,-0.1493,-0.2151,0.0415,-0.1735,0.3994,0.0799
966,0.7448,0.6103,-0.0502,-0.9395,-0.4576,-0.0971,3.5608,-0.0923,-0.1632,-0.6626,0.1162,0.1446,0.0061
967,0.8905,-0.7801,-0.0988,-0.5142,1.0791,-0.1021,2.7703,0.2185,0.2821,-0.7659,-0.0226,-0.1395,0.0479
968,-0.1459,-0.7095,-0.0530,0.4968,0.5710,-0.0507,3.2266,0.4956,-0.1148,-0.3110,0.0549,0.2956,0.1310
969,0.3199,0.0610,0.0073,-0.2823,0.0251,0.0503,2.7946,0.3955,0.0499,0.0299,-0.3642,-0.1589,-0.0704
970,0.8992,-0.2828,0.0406,-0.6885,0.7208,0.1311,2.1733,-5.6340,-0.2781,-0.4838,-0.0244,-0.3252,-0.0505
971,0.6556,-0.2840,0.0906,-0.5751,0.5835,0.1084,1.9509,-5.4733,-0.8405,-0.0753,0.1225,0.3392,-0.0790
972,-0.8770,0.9894,-0.0934,0.6622,-1.1054,-0.1160,2.3534,-5.9600,0.3533,-0.3269,-0.0642,-0.2907,-0.0606
973,-0.9108,-0.0950,-0.0451,0.7820,-0.2323,0.0052,3.1351,0.2780,0.1082,-0.0059,0.2341,0.3832,0.0582
974,0.1165,0.6856,0.0870,-0.3763,-0.5556,0.0116,2.7551,0.0522,-0.6363,-0.0755,-0.1406,-0.2444,-0.0271
975,0.6664,0.0818,-0.0390,-0.7232,0.1548,0.0029,2.0463,0.0092,0.1787,0.5675,0.1282,-0.1939,-0.1647
976,0.1710,-0.5847,0.0565,-0.0992,0.5591,-0.0259,1.9269,-6.0038,-0.5441,0.0676,-0.0941,-0.3381,-0.0765
977,0.2228,-0.0922,0.0391,-0.2847,0.1581,0.0607,1.5705,-5.9689,0.4379,-0.6253,0.0205,-0.3748,0.2264
978,-0.9010,-0.1025,0.0280,0.8865,-0.1974,0.0621,2.4973,0.1806,-0.5559,0.0809,0.0748,-0.1417,-0.1510
979,-0.6190,-0.8008,-0.0298,0.7943,0.6051,-0.1275,3.1963,-5.6953,0.0293,0.1055,-0.0152,-0.1781,0.0111
980,0.1836,-0.5320,-0.0281,0.0716,0.5355,-0.0531,3.4366,-5.5157,-0.1621,0.2226,-0.1578,-0.1931,0.0994
981,-0.0071,0.1552,0.0039,-0.0859,-0.1199,-0.0020,3.3670,-5.6469,0.5233,-0.1241,-0.0534,-0.2265,-0.0042
982,-0.4113,-0.6621,-0.0331,0.6664,0.5169,-0.1105,4.3992,-2.5152,0.4634,-0.2323,-0.0697,0.3371,-0.0500
983,-0.3037,0.9038,0.0359,-0.1682,-0.8769,0.0339,4.7605,-2.4570,-0.1974,-0.5606,-0.0840,0.2885,-0.1432
984,-0.9758,0.9032,-0.0782,0.5357,-1.2992,-0.0357,4.8780,-2.0962,0.0362,-0.1674,0.0912,0.1810,-0.0437
985,0.5376,-0.2041,0.0889,-0.2947,0.4758,0.1147,4.9465,-2.2052,0.1562,-0.1160,-0.0847,0.7442,0.0530
986,-0.1115,-0.1403,-0.0295,0.1318,0.1024,-0.1275,4.6403,-2.1987,0.0274,0.1315,-0.1775,-0.2008,-0.0495
987,-0.6936,0.7190,-0.0220,0.1606,-1.0102,-0.1157,4.3625,0.4365,0.2908,-0.3719,-0.0625,0.2433,0.1238
988,-0.2942,-0.8067,0.0236,0.7475,0.3924,0.0461,4.3722,-1.9365,0.2464,0.3032,0.0015,-0.2370,0.1694
