Step,u_k_x,u_k_y,u_k_theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
1667,0.4819,0.4236,0.0080,0.1540,-0.1705,0.0344,3.5014,4.9459,0.7769,-0.0052,-0.0830,0.1159,-0.1265
1668,0.2232,-0.9931,-0.0072,-0.8027,0.5829,-0.0931,2.7948,4.9700,0.0587,-0.0195,0.0762,-0.2518,-0.0516
1669,0.8184,0.3982,-0.0316,-1.0608,-0.4676,0.1943,2.2933,4.3337,0.0641,0.3126,0.0994,0.3460,0.1521
1670,0.4475,-0.7400,0.0640,-0.5702,0.6106,-0.0929,2.0018,4.3011,0.1509,-0.0427,0.1194,-0.4581,0.1437
1671,0.1245,0.4139,-0.0095,-0.1082,-0.6260,-0.0288,2.1628,3.9029,-0.2311,0.0669,-0.0536,0.0037,0.0814
1672,-0.0260,0.9133,-0.0786,0.2972,-0.3865,-0.0627,3.2990,4.2904,-0.2970,-0.0995,-0.0106,-0.1651,0.0821
1673,-0.0031,-0.0493,0.0741,0.0694,0.2692,0.1546,2.7322,4.1691,-0.2934,0.0019,0.0155,0.0293,-0.2205
1674,-0.5457,-0.2645,-0.0269,0.6244,0.7680,-0.0007,2.2090,4.5151,0.0863,0.5160,-0.0185,0.3951,0.0617
1675,0.6422,-0.8627,-0.0459,-0.5760,0.2240,0.1377,1.4893,4.1211,0.2857,-0.1969,0.1066,0.1252,0.0792
1676,0.4713,0.6198,0.0482,0.2536,-0.7630,0.1058,2.1459,4.1448,-0.2327,-0.6818,-0.0079,-0.2009,0.0049
1677,-0.2056,0.9617,0.0806,0.6107,-0.2736,0.0931,2.7708,4.1698,-0.3170,-0.2998,-0.1161,-0.2961,-0.0188
1678,0.7170,-0.6937,0.0397,-0.7809,0.1152,0.1999,2.1565,3.6591,-0.1579,0.0269,0.0377,0.1342,0.0573
1679,-0.7499,0.5683,0.0379,0.7378,0.4729,-0.1027,2.1898,4.0938,-0.2077,-0.7115,0.2134,0.0880,-0.1865
1680,-0.2823,0.1610,-0.0341,-0.2416,-0.1208,0.0779,2.5863,3.8953,-0.2309,0.3570,-0.0757,0.1871,-0.0237
1681,-0.7931,0.8849,0.0218,1.2074,0.6144,0.1247,3.0162,4.4409,-0.0993,-0.0523,-0.0434,0.1864,-0.0428
1682,-0.7365,0.4817,0.0963,0.4424,1.0509,0.0599,3.0126,4.4625,-0.4244,0.1998,-0.1302,-0.0772,-0.0371
1683,0.0148,0.6406,-0.0328,0.8910,-0.3646,-0.0989,3.6080,4.5792,-0.6547,-0.2484,-0.0253,0.0534,0.0665
1684,0.3679,-0.9763,-0.0885,-0.8206,-0.1041,-0.1702,3.1436,4.7981,0.3346,0.3424,0.0868,-0.2495,0.1870
1685,0.4617,0.4841,-0.0795,-0.0717,-0.5850,-0.0136,3.2165,4.5855,0.5304,-0.3108,-0.0726,0.2229,0.1201
1686,0.4565,0.4919,-0.0412,0.2322,-0.1535,0.1327,3.8897,4.5053,0.0098,0.2112,0.0356,0.3973,0.1328
1687,-0.6133,-0.5831,0.0000,-0.2815,0.3441,-0.0811,3.1667,4.6713,0.3753,0.3474,0.0403,0.4259,0.1270
1688,0.7855,0.4312,0.0380,0.4764,-0.6949,-0.0189,3.9351,4.7102,0.1325,-0.3102,-0.0261,-0.2135,0.0635
1689,-0.4352,0.9377,0.0667,1.1054,-0.0199,-0.0660,4.5801,4.9245,-0.1124,0.1101,-0.0732,-0.2170,0.0875
1690,0.1204,-0.2174,0.0512,-0.4069,-0.2923,0.1622,5.0612,4.5560,0.0651,-0.3260,-0.1922,0.3546,-0.0324
1691,0.1165,-0.7411,-0.0203,-0.7060,0.3086,0.1271,3.4247,4.3328,0.2699,0.5601,0.1659,-0.3511,0.1358
1692,0.5781,0.3391,0.0939,0.4567,-0.7701,0.0917,4.9667,4.0367,0.2039,-0.1990,0.0241,-0.1310,0.1055
1693,0.7033,-0.7507,0.0680,-0.8411,-0.7100,0.0109,4.5107,3.8405,0.3023,-0.2752,0.1783,0.1932,0.0453
1694,-0.1115,-0.4769,0.0477,0.0151,0.0369,0.0685,4.3492,3.8322,0.0743,0.1395,-0.0320,0.0191,0.1137
1695,-0.5081,-0.1616,0.0445,-0.1014,0.1148,0.0103,4.4540,3.8552,0.0838,0.3027,-0.0046,0.2512,-0.0928
1696,-0.5903,0.6722,0.0657,0.5778,0.4809,-0.0466,4.8205,4.0693,-0.3035,0.2462,-0.1773,-0.2526,-0.0516
1697,0.5914,-0.2771,0.0307,-0.2108,-0.7511,-0.0541,4.7580,3.7642,0.5643,-0.0708,-0.0757,-0.1480,-0.0335
1698,0.1728,0.5126,-0.0807,0.9411,-0.1620,-0.1412,4.5461,-0.0628,-0.5278,0.1637,0.1205,0.0588,-0.0049
1699,-0.0297,0.7231,0.0053,1.0054,-0.1913,0.0595,4.1127,-0.2243,-0.4043,-0.0954,-0.1203,0.8343,-0.0323
1700,0.4692,-0.5296,0.0365,-0.6211,0.2261,0.2362,3.9050,-0.4209,0.0299,0.3532,0.1188,-0.3620,-0.1667
1701,-0.0983,-0.5937,0.0607,-0.7856,0.3739,0.0583,5.0016,3.9320,-0.0770,-0.0495,-0.0273,-0.2761,-0.0522
1702,0.7452,0.9646,0.0623,1.6204,-0.4120,0.0929,3.5132,-0.8303,-0.2386,0.4740,0.1113,-0.1200,-0.0051
1703,0.4679,0.7968,-0.0973,0.5162,-0.0919,-0.2532,3.9928,-0.7289,0.4881,0.3081,0.0890,-0.4665,0.0774
1704,-0.4682,0.3428,-0.0300,0.9791,0.4244,0.1126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1705,-0.8645,-0.8508,-0.0688,-1.0936,0.5782,-0.0752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1706,0.6051,-0.2410,0.0536,0.0332,-1.0304,-0.0390,4.3349,-0.6563,-0.7336,0.3268,0.1178,-0.3075,-0.0667
1707,-0.1986,0.8867,-0.0476,0.4215,-0.6118,-0.0486,4.2494,0.5070,0.0475,0.4236,0.0208,0.2280,0.1031
1708,0.1212,0.9135,0.0205,0.7375,-0.1138,-0.0711,3.6900,0.3436,0.1082,-0.2787,0.0453,0.4107,-0.1760
1709,-0.4485,-0.8546,0.0721,-0.7151,0.3571,0.0719,4.8533,0.3561,0.0359,0.1392,-0.0599,-0.2722,0.1259
1710,-0.2577,0.6348,-0.0108,0.6788,-0.0968,-0.0661,4.4030,0.2814,-0.3851,-0.3380,0.1053,-0.5430,-0.0092
1711,0.7502,0.4834,-0.0549,0.6121,-0.7943,-0.1480,3.7614,0.3849,-0.0857,0.1830,-0.0264,0.1354,0.0032
1712,0.0764,-0.0086,-0.0707,-0.2220,0.4528,-0.0692,3.3042,0.4599,0.0121,-0.0330,0.0030,-0.3800,-0.0971
1713,0.4646,0.6882,0.0948,0.2444,-0.5496,-0.0091,2.7723,0.4553,0.1788,0.0672,-0.0768,-0.3060,-0.0336
1714,-0.4912,0.6929,0.0632,0.6419,0.6829,0.0164,4.0529,0.2874,0.1569,-0.4217,0.1589,-0.3517,0.0646
1715,-0.9881,-0.4423,-0.0220,-0.1146,1.0443,0.0293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1716,0.4273,0.2234,0.0010,-0.3749,0.0742,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1717,0.0715,-0.6977,0.0202,-0.9053,-0.2448,0.1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1718,0.8618,0.7715,0.0099,0.8082,-0.9184,0.2015,4.6719,-0.2182,-0.5393,-0.0479,-0.1183,0.4251,-0.0561
1719,-0.0380,-0.8049,-0.0777,-0.7745,-0.0373,-0.1152,4.0317,0.2848,0.1923,-0.3243,0.1592,-0.4333,-0.0090
1720,-0.9984,0.4325,0.0420,0.6069,0.5901,0.0673,4.8413,-0.0746,-0.1811,-0.7625,0.0456,0.0888,0.0851
1721,-0.2741,0.5180,0.0354,0.3572,0.3446,0.0770,5.4526,0.0855,-0.0622,-0.2526,-0.0104,0.2692,-0.0844
1722,-0.5791,0.5017,-0.0354,0.1870,0.8559,-0.0167,4.8256,2.2549,-0.4084,-0.4527,0.0428,0.1194,0.0235
1723,-0.6692,-0.0875,-0.0376,-0.1104,0.7217,-0.0837,4.6187,1.9633,0.0223,-0.1672,-0.0782,0.0741,-0.1812
1724,0.2694,-0.1417,-0.0267,0.0066,-0.4468,-0.0143,3.8615,2.1385,0.3261,0.5297,-0.0692,-0.1176,0.0186
1725,-0.6830,-0.0505,-0.0131,0.2547,0.6965,-0.0143,4.5461,2.1092,-0.0579,-0.1593,-0.0179,0.4475,-0.0421
1726,0.1617,-0.7735,0.0127,-0.8915,-0.2774,0.0254,5.3540,2.1057,0.3398,0.0163,-0.0465,-0.1565,-0.0454
1727,-0.2813,-0.6888,-0.0530,-0.4833,0.4514,-0.2414,5.0277,3.0828,0.1588,0.2589,-0.0513,0.0234,-0.1723
1728,-0.3569,-0.1877,-0.0212,-0.1989,0.8432,0.1726,3.6662,2.8494,-0.3159,-0.2766,-0.0096,0.1883,0.1124
1729,-0.0764,0.7354,-0.0145,1.0972,-0.2304,-0.1288,3.8783,2.2884,-0.2512,0.0128,0.0689,0.1818,0.1372
1730,0.6567,0.0442,-0.0988,-0.9637,-1.3398,-0.1464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1731,0.2069,0.3246,-0.0937,-0.3200,-0.8755,-0.1768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1732,0.7043,0.1592,-0.0459,0.4545,-1.0488,-0.0334,4.7989,0.6083,0.0316,0.3739,0.0536,-0.2148,-0.1327
1733,-0.9097,-0.1303,0.0143,0.5120,0.7882,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1734,-0.3296,0.6655,0.0105,0.3947,0.1363,-0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1735,0.4511,-0.3524,-0.0397,-0.7806,-0.5155,0.1342,4.8591,0.4160,0.2357,-0.6081,0.0443,-0.2016,0.0170
1736,-0.7623,-0.9459,0.0496,-0.6557,0.4482,-0.0989,5.1899,-0.1889,-0.4656,-0.1254,0.1120,0.0617,0.1192
1737,0.0161,0.2414,-0.0191,0.4802,-0.1848,0.1017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1738,0.9895,-0.2518,0.0023,-0.3560,-0.3658,-0.1584,4.9421,0.7114,0.0302,0.2068,0.0519,-0.1104,0.1485
1739,-0.4254,0.7616,-0.0426,1.1610,-0.2789,-0.0898,4.1685,0.7491,-0.2898,-0.3037,-0.0016,-0.1650,-0.0462
1740,-0.1466,-0.7481,-0.0042,-0.2257,1.0698,-0.0853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1741,-0.9144,-0.5977,0.0067,-0.0330,0.9269,0.0275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1742,0.2081,0.6374,0.0273,0.7927,-0.4987,0.0752,4.7547,2.8776,-0.5963,-0.6451,-0.1624,-0.3482,0.0554
1743,0.7752,-0.7685,-0.0627,-0.7147,-0.3012,-0.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1744,0.8690,-0.8762,-0.0860,-1.9595,-0.4078,-0.1803,4.6371,0.2727,0.1127,-0.0855,0.2279,-0.1439,-0.0129
1745,-0.7652,0.3065,-0.0839,0.3333,0.0966,-0.1577,4.4918,0.2778,-0.3425,-0.2071,0.1566,0.3719,0.1044
1746,-0.1634,0.3015,0.0127,0.2698,-0.8641,-0.0204,4.6828,1.2726,-0.0857,-0.2474,-0.0809,-0.1917,0.1568
1747,0.7353,-0.6479,-0.0470,-1.2242,0.4261,-0.0462,4.2980,0.5469,0.2223,0.0524,0.1828,-0.8327,-0.0567
1748,-0.3412,-0.5486,0.0438,-0.2834,-0.1217,0.0657,3.8335,0.6230,0.0368,0.0131,-0.1398,0.4004,-0.0547
1749,-0.2861,0.3666,0.0076,-0.0071,-0.6136,-0.0316,2.9684,0.7064,0.1763,0.2603,0.1022,-0.3692,-0.0614
1750,0.8252,-0.8849,-0.0207,-1.3038,0.4023,-0.0535,2.5409,0.9961,-0.2980,0.1889,-0.1115,0.1574,-0.0355
1751,-0.4748,0.8574,0.0138,1.0239,-0.4861,-0.1087,2.8659,0.9837,-0.2616,-0.3343,0.0778,0.5186,0.0263
1752,-0.3237,-0.7337,0.0301,0.5089,0.9455,0.0773,3.9036,0.8995,-0.2002,0.3263,0.0127,-0.4393,0.1830
1753,0.5776,0.7878,-0.0717,-0.3883,-0.9847,-0.1558,3.6478,0.7910,0.1403,0.1104,0.0431,0.2960,-0.1478
1754,0.0872,-0.8724,0.0506,-0.1860,0.6648,0.0871,3.3267,0.8758,-0.4158,0.0058,0.0222,-0.1482,-0.1022
1755,-0.5667,0.9692,0.0820,0.8655,-0.8343,0.0771,4.5537,1.5951,0.0220,0.1896,-0.0466,-0.3591,-0.0145
1756,0.5336,0.6127,-0.0469,0.0263,-0.8159,-0.0479,3.9427,1.8430,-0.1983,0.1249,-0.1627,0.1384,0.0004
1757,0.3170,0.7868,-0.0569,0.0624,-0.9891,0.1680,3.3042,1.9569,-0.4404,0.1199,0.0331,0.0618,-0.0056
1758,-0.3986,0.9625,-0.0704,0.6423,-0.2453,-0.0372,2.4818,1.7572,-0.5217,-0.3210,-0.0189,-0.1235,0.2004
1759,-0.5785,0.2772,-0.0251,0.7362,0.2774,0.0812,2.1496,1.4630,-0.3028,0.3058,0.0506,0.2805,0.1055
1760,-0.0220,-0.7998,0.0578,-0.6029,0.7229,0.1050,3.1895,1.5921,0.4116,0.2139,-0.0634,0.0289,0.0257
1761,-0.7923,-0.9869,-0.0615,0.3596,0.9505,-0.1145,3.7899,1.3635,-0.4354,-0.1449,-0.1754,-0.0231,0.0289
1762,-0.2463,-0.8863,-0.0819,-0.5445,0.9470,-0.0415,5.0441,1.5389,-0.2146,-0.4339,-0.1247,-0.5642,0.0543
1763,-0.3796,0.8492,-0.0697,0.5005,-0.5806,-0.0233,4.4573,1.5055,-0.1171,0.3313,-0.0074,-0.0683,0.1052
1764,-0.5976,0.0628,-0.0088,0.0684,0.4496,0.0448,4.6569,1.3963,-0.1566,0.1892,-0.0852,-0.2637,0.0504
1765,0.0722,-0.6332,-0.0910,-0.4811,0.2824,-0.3403,4.6436,0.6834,0.2063,0.0863,-0.0205,-0.0023,-0.2500
1766,0.7674,-0.2211,-0.0798,-0.9023,0.1008,-0.0442,3.8404,0.8694,0.1100,0.6255,-0.0868,-0.2478,-0.0953
1767,-0.9500,-0.5335,0.0515,1.3017,0.5990,0.0388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1768,-0.8577,-0.2398,0.0075,1.1759,0.1451,-0.0712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1769,0.1289,0.2257,-0.0518,-0.4534,-0.5843,-0.0372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1770,0.1396,-0.2558,0.0020,-0.1557,-0.2360,0.2893,4.7940,1.3912,0.0834,0.0881,0.0177,0.3987,0.0587
1771,-0.5018,0.0415,-0.0725,0.8381,0.2464,-0.1989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1772,0.7048,0.9204,0.0663,-0.6671,-1.3473,-0.0307,3.5680,1.5548,0.0416,0.0685,0.1414,-0.3097,-0.0578
1773,-0.8432,0.6711,-0.0696,1.1962,-0.3206,-0.0558,3.6857,1.3680,-0.0865,0.4675,-0.0328,0.4851,-0.0138
1774,0.0192,0.4186,-0.0178,-0.7202,-0.1839,0.0327,3.0500,1.6033,-0.3642,0.1955,-0.2221,-0.5742,-0.0177
1775,-0.4593,0.7778,-0.0083,0.6818,-0.7676,-0.0351,3.1198,1.2788,-0.2393,0.3432,-0.0856,0.6937,0.1576
1776,0.9065,-0.0588,-0.0907,-0.9214,0.2477,-0.0654,2.0282,1.5309,0.1744,-0.3381,-0.0982,0.1002,0.0357
1777,-0.5176,-0.8127,0.0636,1.0781,0.7432,0.0248,3.8520,1.4656,0.2365,-0.0996,-0.0919,-0.1201,0.0833
1778,-0.9131,0.6346,-0.0507,1.1546,-1.0982,-0.2232,2.4814,-5.2388,-0.1350,0.3426,0.1067,-0.0537,-0.0079
1779,0.5828,-0.2104,0.0468,-0.4084,0.1694,-0.0439,3.0764,-5.0532,-0.1081,-0.3870,-0.1616,0.6515,0.0468
1780,-0.5209,-0.2941,-0.0742,0.8044,0.1388,-0.0572,3.1877,-5.0537,-0.0793,0.3141,-0.1020,0.1177,-0.0252
1781,-0.1590,0.4560,-0.0425,0.0256,-0.5194,-0.0679,3.0061,-5.1682,0.5326,-0.1927,-0.0822,0.3227,-0.0280
1782,0.2236,0.9717,0.0517,-0.8250,-0.0362,0.0758,2.5756,-4.9679,-0.3504,-0.1034,0.0403,0.0427,-0.0787
1783,0.0157,0.3657,-0.0647,-0.2531,0.0674,-0.0986,2.0093,-4.6905,0.1737,0.0394,-0.1821,0.3609,0.0232
1784,0.9646,0.7644,-0.0359,-1.0535,0.0733,-0.2101,2.2690,-4.1171,-0.4416,-0.4678,-0.0682,0.5655,0.0387
1785,0.8348,-0.0025,0.0662,-0.6577,0.2465,0.1574,2.2826,-4.1604,-0.2878,-0.0793,-0.0354,0.4534,0.0585
1786,0.5695,0.5567,0.0093,-0.5590,-0.3496,0.0460,2.4465,-3.8804,0.6091,-0.1314,-0.0342,0.4447,-0.0078
1787,-0.4588,-0.3214,-0.0312,0.6278,-0.3430,-0.1504,0.9397,-3.7833,-0.0730,-0.0102,-0.0059,-0.0995,-0.1463
1788,-0.5057,-0.6857,0.0647,1.0374,-0.2153,0.1747,1.3857,-4.4448,-0.4821,0.0031,0.0950,-0.2004,-0.0357
1789,0.4782,-0.8385,-0.0775,-0.0380,0.5869,0.0679,2.5248,-4.6323,-0.0616,0.4790,0.1011,0.0620,0.0417
1790,-0.4348,0.1423,-0.0295,-0.1179,0.0351,-0.0572,2.1675,-4.6221,-0.1663,-0.2247,-0.0586,0.1374,-0.2071
1791,-0.9992,-0.6394,-0.0400,1.5871,0.1229,-0.0024,3.6436,-5.0798,-0.4942,0.2130,-0.0513,0.0058,-0.0017
1792,0.8332,-0.0809,-0.0221,-1.0688,0.6192,0.0539,3.3577,-4.7872,0.4197,0.0710,0.0307,0.1096,0.1775
1793,0.9919,0.3207,-0.0082,-1.5612,0.3762,0.0480,3.5499,-4.0693,-0.2363,0.1479,0.1302,0.3983,-0.1201
1794,-0.8708,0.1845,-0.0616,0.9601,-0.5243,-0.1258,2.3995,-4.3823,0.2186,0.0444,-0.0331,-0.0902,-0.1614
1795,0.3147,-0.5710,-0.0965,-0.4314,0.6247,-0.1394,3.6793,-4.2063,-0.6371,0.0284,-0.0409,-0.0331,0.0623
1796,0.9957,0.4221,0.0830,-1.0597,0.0004,0.0011,3.4935,-3.8138,-0.3516,-0.3048,-0.1514,0.4945,0.0097
1797,0.2320,-0.2451,-0.0417,-0.1199,0.3863,-0.0311,4.1289,-3.9466,0.2211,-0.0903,0.0826,0.0245,-0.0936
1798,0.0478,0.4839,0.0723,-0.4245,-0.4337,0.2593,4.6030,-4.0144,0.0324,0.4893,-0.0117,0.3035,0.0286
1799,-0.4740,-0.4068,0.0999,0.4543,0.5435,0.0808,4.1967,-4.1722,-0.4774,-0.5870,-0.0300,-0.1806,0.0152
1800,0.5728,0.6306,-0.0056,-1.3286,0.1179,0.0374,4.9917,-3.9905,-0.4130,-0.1972,0.1145,-0.0560,-0.1445
1801,-0.7690,-0.3414,-0.0096,0.4520,0.7490,-0.0296,3.8331,-5.0195,-0.0126,-0.5876,0.0161,0.2508,0.0321
1802,-0.1991,-0.2616,0.0721,0.7703,0.2778,0.1716,5.0660,-5.3099,-0.0065,0.0759,0.0900,0.0055,0.0925
1803,0.6652,0.3643,-0.0578,-0.4121,-0.2735,-0.1574,4.2714,-5.1574,-0.3413,-0.3074,0.1220,-0.1139,-0.0763
1804,-0.4456,0.9208,0.0222,0.4197,-1.2363,-0.0509,3.6038,-4.1302,0.3089,0.0205,-0.1092,-0.1745,-0.0184
1805,0.3777,0.9913,0.0062,-0.8054,-0.6159,0.1986,3.2356,-4.1118,-0.1456,0.4993,0.1226,0.0457,0.0355
1806,-0.4601,0.2270,0.0581,0.6726,-0.0178,0.0586,2.7132,1.9439,-0.2107,0.2673,-0.0995,-0.2250,0.1026
1807,0.4978,-0.9690,-0.0411,-0.5166,0.9548,0.0488,4.3780,2.0281,0.0856,0.0153,0.1005,-0.2136,0.0042
1808,0.0407,-0.2779,0.0558,-0.1052,0.2548,0.1402,4.7739,1.8446,0.0826,0.2670,-0.1633,0.1861,-0.0583
1809,0.4370,-0.9527,-0.0242,-0.8726,0.6653,-0.0188,3.7201,0.9697,0.0325,0.2475,0.0853,-0.5271,-0.1876
1810,0.0034,-0.7834,0.0057,-0.3003,0.8858,0.2271,4.6531,0.8505,0.2861,-0.1352,-0.0155,-0.1985,-0.0595
1811,0.1941,-0.8833,0.0121,-0.7289,0.6809,0.0185,4.5935,5.3218,0.3213,0.0039,0.0673,0.3258,0.0703
1812,0.1496,-0.7386,0.0139,-0.1957,0.6293,-0.1324,3.5179,5.4977,-0.0532,0.1976,0.1941,0.0285,-0.0569
1813,-0.3043,0.7644,0.0105,0.5216,-0.8832,-0.0428,4.6809,5.5777,-0.2645,0.0356,0.1091,-0.1624,0.0467
1814,0.5718,-0.4541,0.0477,-0.5557,0.3100,0.1523,4.1199,5.0604,-0.3742,-0.0022,0.0706,0.4537,-0.0733
1815,-0.8869,0.2428,0.0310,0.7125,-0.3800,0.1105,4.5606,5.1010,0.2439,-0.0584,-0.1179,-0.1346,0.1640
1816,-0.1685,0.2839,0.0246,0.1834,-0.6759,-0.0220,4.9060,0.6274,-0.1013,0.8372,0.0252,0.6200,-0.1304
1817,0.2563,-0.1055,0.0951,-0.5781,-0.3398,0.0327,3.1498,0.8628,0.2722,0.5491,-0.1686,0.2415,-0.1096
1818,-0.9681,0.4616,0.0530,1.4030,-0.0151,-0.1685,3.9785,0.6179,-0.2548,-0.0372,0.0372,-0.2888,0.1326
1819,-0.3137,-0.6216,-0.0491,0.1879,0.7515,-0.0870,4.8782,0.9248,-0.1566,0.0994,-0.0734,-0.1475,-0.0071
1820,-0.7138,-0.6781,0.0071,0.3759,0.9691,0.0365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1821,-0.2930,-0.2778,0.0143,-0.1981,0.0513,0.1234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1822,-0.1924,-0.2367,-0.0680,1.2110,0.1308,-0.1323,5.2271,4.2998,-0.7866,0.7495,-0.0635,-0.8378,-0.0738
1823,-0.1806,-0.1017,0.0935,0.1774,-0.1000,0.0312,5.3123,4.1083,-0.4679,0.1377,0.1769,-0.4609,-0.1306
1824,-0.9478,0.9981,0.0286,1.6674,-0.8446,0.1261,4.2961,3.3958,-0.3181,0.3272,-0.1192,0.2711,0.0530
1825,-0.9970,-0.8269,-0.0061,0.6742,1.2935,0.0454,3.5103,3.2676,0.3298,0.2352,0.0419,-0.0425,0.0790
1826,0.8886,0.2555,0.0796,-0.6581,-0.6943,0.1813,4.1742,3.0645,0.3979,0.0280,0.1659,0.1636,-0.2853
1827,0.4520,-0.5597,0.0385,-0.6493,-0.0396,0.1567,4.6100,2.9409,0.0323,0.0137,-0.0637,-0.0655,-0.1549
1828,-0.0395,-0.2598,0.0420,0.1770,0.2440,-0.0798,4.1772,2.9938,-0.5726,0.0277,0.1809,0.1392,-0.0654
1829,-0.4922,-0.9519,-0.0930,-0.7770,1.6448,-0.0795,5.1202,2.5631,-0.0565,0.1507,-0.0042,-0.1527,-0.1341
1830,-0.2490,-0.7622,0.0844,-0.6815,0.5354,0.2424,5.0087,2.1257,-0.1114,-0.2800,-0.0603,0.3611,0.0322
1831,-0.8533,0.7966,-0.0266,0.9879,0.0480,0.0471,3.6859,2.2611,-0.0053,0.6413,-0.0050,0.0178,0.1038
1832,-0.4006,-0.7355,-0.0957,-0.7731,0.7097,-0.2561,4.9977,2.2308,0.0872,0.2110,-0.1206,0.3863,-0.0663
1833,0.4689,-0.8873,0.0828,-1.1822,0.3125,0.0253,2.6732,3.0302,0.0066,0.0114,0.0041,-0.1990,-0.0685
1834,-0.2402,-0.3905,0.0180,-0.8023,0.5908,-0.0967,3.1636,2.8776,0.3292,0.0789,-0.0338,0.0015,0.1056
1835,-0.6926,-0.6407,0.0556,0.5787,0.5872,0.1471,2.7072,2.5583,-0.1745,-0.2449,0.0154,0.4195,0.0478
1836,-0.4734,0.2258,-0.0040,0.6808,0.1160,0.0354,1.4547,2.4689,-0.0485,-0.1064,-0.1536,0.4326,0.0230
1837,-0.9802,-0.6854,-0.0982,-0.1835,0.9644,0.1173,2.7430,2.1787,0.5154,-0.2968,-0.0618,0.5111,-0.1584
1838,-0.0680,0.0186,-0.0124,0.2667,0.4056,-0.1281,1.9749,1.9605,0.0283,0.0435,0.1630,0.1813,-0.0228
1839,0.1227,-0.6284,-0.0033,-1.2805,-0.0797,0.0805,3.4494,1.8428,0.4904,-0.1506,-0.0300,0.1065,0.0667
1840,0.4261,-0.0044,0.0946,-0.4553,0.0209,0.0261,2.9369,1.9701,-0.6207,0.3089,-0.0069,0.1107,-0.0036
1841,-0.4686,0.4961,-0.0429,0.6006,-0.2830,0.0448,2.9986,2.0377,0.1272,-0.3909,0.0077,0.0390,0.0527
1842,0.5625,-0.3027,-0.0896,-0.8100,-0.2978,-0.2510,3.5228,2.2355,0.0823,0.1350,0.0913,-0.2827,-0.0266
1843,0.0384,0.2311,-0.0694,0.1051,-0.4445,-0.1546,3.2029,2.6830,0.2962,0.0527,-0.0217,0.2042,0.0281
1844,0.0859,0.3415,0.0092,-0.2961,-0.2910,0.2253,4.9225,-0.3737,-0.3450,-0.5329,0.1271,0.2844,-0.1525
1845,-0.5048,-0.1357,-0.0742,0.1724,0.1335,-0.0572,4.8549,-0.0806,0.3277,-0.4683,-0.0310,-0.5703,0.1361
1846,0.7565,-0.5759,0.0117,-1.1882,-0.4570,-0.1878,3.7791,0.1290,0.7375,-0.1105,-0.0469,0.0723,0.0892
1847,0.4957,-0.3233,0.0915,-0.7745,0.2695,0.0228,2.7438,0.2097,-0.1386,-0.1929,0.0625,-0.1414,0.0389
1848,-0.5723,-0.5749,0.0344,0.3270,0.8460,0.0614,4.1408,0.3297,-0.3180,-0.2739,0.1028,-0.3887,-0.0425
1849,-0.2407,-0.5320,-0.0052,0.2684,0.2858,-0.0922,4.3931,0.4205,-0.0248,-0.0647,-0.0119,-0.0713,-0.0446
1850,-0.3315,0.4518,-0.0450,0.3854,-0.0180,-0.0555,4.8564,0.3240,0.5521,-0.6197,0.1595,-0.4616,0.1467
1851,-0.6505,0.5686,-0.0469,1.3289,-0.2840,-0.1370,3.1792,2.6169,-0.4827,-0.4525,-0.0764,0.2390,0.0902
1852,-0.8218,0.7303,0.0741,1.0200,-0.5737,0.1840,2.6267,2.6297,-0.3080,-0.3203,0.1373,-0.3428,0.0540
1853,0.3232,0.7249,-0.0710,-0.1901,-0.6801,0.0382,2.5810,2.8995,0.5330,0.4234,-0.0442,-0.0957,0.1728
1854,-0.2215,0.4882,0.0741,0.8405,-0.3951,0.0366,2.3294,3.2918,0.0103,0.5717,0.1815,0.7598,0.1155
1855,0.4570,-0.5809,0.0283,-0.4710,0.5066,0.0069,2.0524,2.8946,0.0450,-0.0453,0.1495,-0.1677,0.0562
